Matchup,ATH @ SF
Pitcher,Robbie Ray
Pitcher Team,SF
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,79.2,337,0.231,0.322,0.422,0.190,1.33,14,1.58,11.3%,25.3%,22.0%,16.6%,12.1%,8.36,59.3%,6.0%,11.6%,36.9%,38.7%,16.1%,16.9%
vsLHB,19.2,83,0.243,0.296,0.351,0.108,1.32,1,0.46,9.6%,33.3%,25.3%,18.3%,15.2%,9.61,61.4%,7.0%,9.3%,27.8%,33.3%,5.6%,11.1%
vsRHB,59.0,254,0.227,0.330,0.445,0.218,1.36,13,1.98,11.8%,23.0%,20.9%,16.1%,11.1%,8.08,58.6%,5.7%,12.3%,39.8%,40.4%,18.8%,18.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonah Heim SHB,—,N/A,23,17,3.40,2,1,0.267,0.294,0.733,0.467,0.412,5.9%,41.2%,41.2%,26.9%,84.8,334.0,3,3,11.1%,-,11.1%,22.2%,44.4%,71.2,27.3%,9.1%,-,81.5%,33.3%,33.3%,33.3%,33.3%,22.2%,55.6%,22.2%,66.7%
Zack Gelof RHB,—,N/A,23,16,4.60,2,3,0.312,0.312,0.812,0.500,0.477,-,34.8%,31.2%,16.0%,91.4,289.7,4,4,18.2%,9.1%,18.2%,54.5%,36.4%,73.6,33.3%,26.7%,13.3%,100.0%,45.5%,40.0%,18.2%,27.3%,45.5%,27.3%,27.3%,33.3%
Henry Bolte RHB,—,N/A,18,15,4.20,2,2,0.429,0.467,0.857,0.429,0.561,6.7%,30.0%,40.0%,14.6%,100.7,348.6,3,2,37.5%,-,-,75.0%,50.0%,78.2,80.0%,20.0%,20.0%,83.3%,25.0%,100.0%,25.0%,50.0%,25.0%,62.5%,12.5%,40.0%
Nick Kurtz LHB,—,N/A,20,12,4.60,2,2,0.444,0.583,1.111,0.667,0.661,25.0%,33.3%,33.3%,15.1%,98.2,382.4,4,2,40.0%,20.0%,40.0%,60.0%,80.0%,77.8,90.9%,18.2%,9.1%,100.0%,60.0%,66.7%,20.0%,20.0%,60.0%,40.0%,-,53.8%
Jacob Wilson RHB,—,N/A,10,16,4.20,1,1,0.071,0.188,0.286,0.214,0.212,12.5%,25.9%,6.2%,13.7%,77.7,313.7,2,2,-,-,7.7%,15.4%,30.8%,64.0,-,33.3%,4.2%,96.0%,38.5%,20.0%,7.7%,46.2%,30.8%,38.5%,30.8%,31.2%
Shea Langeliers RHB,—,N/A,26,10,4.40,1,1,0.100,0.100,0.400,0.300,0.210,-,15.8%,20.0%,8.1%,88.4,299.8,2,1,12.5%,12.5%,25.0%,25.0%,12.5%,74.9,60.0%,-,-,83.3%,62.5%,20.0%,-,37.5%,37.5%,25.0%,37.5%,40.0%
Tyler Soderstrom LHB,—,N/A,19,11,4.20,0,0,0.111,0.273,0.111,-,0.199,18.2%,19.2%,18.2%,10.0%,81.7,133.3,0,0,-,-,-,28.6%,-,74.4,35.0%,15.0%,10.0%,100.0%,-,-,-,71.4%,14.3%,57.1%,28.6%,45.5%
Max Muncy RHB,—,N/A,13,11,2.40,0,0,0.100,0.182,0.100,-,0.140,9.1%,21.4%,27.3%,11.3%,85.6,267.8,1,1,-,-,14.3%,28.6%,14.3%,72.5,27.8%,5.6%,-,94.7%,28.6%,0.0%,14.3%,42.9%,28.6%,14.3%,57.1%,44.4%
Jeff McNeil LHB,—,N/A,4,10,2.20,0,0,0.111,0.200,0.111,-,0.154,10.0%,21.1%,20.0%,10.8%,87.6,261.9,1,0,-,-,-,28.6%,42.9%,66.7,-,40.0%,6.7%,88.2%,-,-,42.9%,57.1%,42.9%,42.9%,14.3%,33.3%
Colby Thomas RHB,—,N/A,12,10,1.60,0,0,-,0.100,-,-,0.065,10.0%,33.3%,50.0%,19.6%,81.6,173.6,0,0,-,-,25.0%,-,-,76.0,62.5%,-,-,72.7%,25.0%,0.0%,-,25.0%,25.0%,50.0%,25.0%,55.6%
Carlos Cortes LHB,—,N/A,-,7,3.20,0,0,0.429,0.429,0.571,0.143,0.436,-,54.5%,42.9%,28.6%,85.6,186.3,0,0,-,-,-,25.0%,50.0%,68.6,-,10.0%,-,90.9%,-,-,50.0%,25.0%,25.0%,-,75.0%,0.0%
Lawrence Butler LHB,—,N/A,6,7,3.00,0,0,0.167,0.286,0.167,-,0.220,14.3%,17.6%,14.3%,8.1%,84.6,245.7,0,0,-,-,-,25.0%,25.0%,72.9,9.1%,27.3%,9.1%,73.3%,25.0%,0.0%,25.0%,50.0%,25.0%,50.0%,25.0%,10.0%
Joey Meneses RHB,—,N/A,-,3,3.00,0,0,0.333,0.333,0.333,-,0.297,-,0.0%,-,-,98.3,221.2,0,0,-,-,33.3%,66.7%,33.3%,66.4,-,33.3%,-,100.0%,33.3%,0.0%,33.3%,33.3%,33.3%,66.7%,-,33.3%
