Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Shohei Ohtani,LHB,LAD,Daniel Lynch IV,L,16.1,39.6,50.8,51.7,43.6
Angel Martinez,SHB,CLE,Framber Valdez,L,31.6,35.8,49.8,46.3,42.2
Kyle Schwarber,LHB,PHI,Kyle Leahy,R,30.1,46.1,30.1,51,40.9
Jazz Chisholm Jr.,LHB,NYY,Bryce Miller,R,34.1,41.5,21.3,63.7,40.2
Derek Hill,RHB,PHI,Kyle Leahy,R,23.1,34.4,35.2,58.9,39.6
Freddie Freeman,LHB,LAD,Daniel Lynch IV,L,61.2,34.9,27.2,40.9,36.7
Bryce Harper,LHB,PHI,Kyle Leahy,R,30.1,37,36.5,37,36.2
Ben Rice,LHB,NYY,Bryce Miller,R,28.6,31,38.6,43.7,36.2
Tim Tawa,RHB,ARI,Ryan Feltner,R,55.3,27,25.9,52.9,36
Esmerlyn Valdez,RHB,PIT,Janson Junk,R,28.4,41.5,37.4,26.8,35.3
Luis Campusano,RHB,SD,Dustin May,R,49.3,25.5,19,59,34.3
Jose Ramirez,SHB,CLE,Framber Valdez,L,25.6,36.9,14.6,56.6,34
Spencer Torkelson,RHB,DET,Foster Griffin,L,33.8,35.5,24.5,42.6,33.8
Randal Grichuk,RHB,CWS,Rhett Lowder,R,47.1,18.9,25.1,58.8,33.6
Josh Bell,SHB,MIN,Shane Baz,R,33.4,32.2,34.7,32.3,33.1
Jake Bauers,LHB,MIL,Robbie Ray,L,31.4,33.5,27.6,34.8,31.8
Miguel Vargas,RHB,CWS,Rhett Lowder,R,52.2,20,25.5,47.2,31.7
Dillon Dingler,RHB,DET,Foster Griffin,L,11.9,32.2,28.6,41.8,31.5
Munetaka Murakami,LHB,CWS,Rhett Lowder,R,33.2,42.1,17.1,32.8,31.4
Endy Rodriguez,SHB,PIT,Janson Junk,R,41.6,21.9,38.1,32.5,31.4
Willson Contreras,RHB,BOS,Jose Soriano,R,33.3,28.6,25.4,40.2,31
Teoscar Hernandez,RHB,LAD,Daniel Lynch IV,L,20.1,30.5,20.2,48.5,30.9
Drake Baldwin,LHB,ATL,Zach Thornton,L,42,27.9,32.7,28.6,30.9
Jonathan Aranda,LHB,TB,Jack Perkins,R,24.7,33.5,18.4,42.7,30.4
Eugenio Suarez,RHB,CIN,Luis Castillo,R,16.3,35.3,16.4,45.6,30.3
Victor Mesa Jr.,LHB,TB,Jack Perkins,R,33.3,33.7,16.6,40.9,30.3
Owen Caissie,LHB,MIA,Carmen Mlodzinski,R,51.7,27.4,16.2,42.2,30.2
Hunter Goodman,RHB,COL,Merrill Kelly,R,36,22,33.2,35.7,30.2
Brandon Lowe,LHB,PIT,Janson Junk,R,41.6,33.7,20.9,30.6,29.9
Pete Alonso,RHB,BAL,Zebby Matthews,R,37.3,19.2,30.5,40.6,29.8
Evan Carter,LHB,TEX,George Klassen,R,38.8,40.3,4,39.4,29
Trevor Larnach,LHB,MIN,Shane Baz,R,41.2,17.9,16.7,54.1,28.9
Dylan Crews,RHB,WSH,David Peterson,L,45.1,35.5,19.1,24.4,28.8
Ke'Bryan Hayes,RHB,CIN,Luis Castillo,R,46.5,30.9,11.8,37.5,28.4
Spencer Jones,LHB,NYY,Bryce Miller,R,31,21.1,9.7,59.6,28.3
Henry Davis,RHB,PIT,Janson Junk,R,43.7,23.6,22.8,35.4,28.3
Zack Gelof,RHB,ATH,Drew Rasmussen,R,43.5,27.7,20.9,31.9,28.3
Michael Massey,LHB,KC,Eric Lauer,L,56,24.7,21.2,30.5,28.2
Tyler Stephenson,RHB,CIN,Luis Castillo,R,19.8,36.1,17,34.1,28.2
Spencer Horwitz,LHB,PIT,Janson Junk,R,33.3,27.7,33.7,20.2,28.2
James McCann,RHB,ARI,Ryan Feltner,R,54.8,15.9,36.5,23.7,27.9
Jeff McNeil,LHB,ATH,Drew Rasmussen,R,27.9,24.7,27.9,32.5,27.9
Austin Riley,RHB,ATL,Zach Thornton,L,47.7,21.5,18.1,40.2,27.8
Cal Raleigh,SHB,SEA,Will Warren,R,34.2,18.9,18.9,48.1,27.7
Bryan Reynolds,SHB,PIT,Janson Junk,R,41.6,14.7,26.1,41.6,27.5
Mauricio Dubon,RHB,ATL,Zach Thornton,L,22.6,32.6,34.2,13.6,27.3
Liam Hicks,LHB,TB,Jack Perkins,R,39.1,27.6,15.5,36.2,27.3
Corey Seager,LHB,TEX,George Klassen,R,42.6,13.6,21.7,46.8,27.2
Lawrence Butler,LHB,ATH,Drew Rasmussen,R,37.5,19.9,18.1,43.7,27.1
Max Kepler,LHB,ARI,Ryan Feltner,R,29.5,37.4,13.7,27.3,27
Austin Wells,LHB,NYY,Bryce Miller,R,47.2,8.7,21.6,50.6,26.9
Luis Garcia Jr.,LHB,NYY,Bryce Miller,R,26.8,21.6,20.9,40.8,26.7
Heriberto Hernandez,RHB,MIA,Carmen Mlodzinski,R,41.4,25.8,19.7,30.4,26.7
Jimmy Crooks,LHB,STL,Zack Wheeler,R,33.1,31.2,6.5,41.1,26.5
Joc Pederson,LHB,TEX,George Klassen,R,46,22.3,24.6,26.3,26.4
Jackson Merrill,LHB,SD,Dustin May,R,26.5,29.5,17.6,32,26.3
Corbin Carroll,LHB,ARI,Ryan Feltner,R,19.7,24.2,18.8,40.4,26.2
Colson Montgomery,LHB,CWS,Rhett Lowder,R,34.8,20.4,18.7,39.7,26.2
Willy Adames,RHB,SF,Bryan King,L,25.7,31.5,24.1,19.6,25.7
Colton Cowser,LHB,BAL,Zebby Matthews,R,33.4,33.2,18,21.5,25.7
Gabriel Arias,RHB,NYM,Tyler Mahle,R,34.5,25,22.9,25.7,25.5
Fernando Tatis Jr.,RHB,SD,Dustin May,R,38,28.1,7.1,38,25.3
Bryce Eldridge,LHB,SF,Bryan King,L,56,31.7,,34.2,25.2
Junior Caminero,RHB,TB,Jack Perkins,R,39,18.7,24.2,30,25.2
Rafael Devers,LHB,SF,Bryan King,L,12,22.8,21.4,37.9,25.1
Brenton Doyle,RHB,CWS,Rhett Lowder,R,43.4,22.9,12.4,35.6,25
Vaughn Grissom,RHB,LAA,Cal Quantrill,R,29,24.4,30.2,18,25
Josh Lowe,LHB,LAA,Cal Quantrill,R,16,20.6,20.5,39.7,24.9
Ryan Vilade,RHB,TB,Jack Perkins,R,42.2,18,18,35.5,24.8
Bobby Witt Jr.,RHB,KC,Eric Lauer,L,22.3,21.5,14.5,42.7,24.8
Brandon Marsh,LHB,PHI,Kyle Leahy,R,30.1,13.8,26.6,35.3,24.6
Ceddanne Rafaela,RHB,BOS,Jose Soriano,R,30.5,23.9,24.8,23.1,24.6
Ty France,RHB,SD,Dustin May,R,19.2,26.2,22.5,26.1,24.4
Edmundo Sosa,RHB,PHI,Kyle Leahy,R,21.5,30.4,20,22.1,24.3
Elly De La Cruz,SHB,CIN,Luis Castillo,R,33.7,22.6,18.8,29.7,24.3
Denzer Guzman,RHB,LAA,Cal Quantrill,R,51.9,14.3,10,43.6,24.1
Matt McLain,RHB,CIN,Luis Castillo,R,19.8,36.5,9.5,25.8,24.1
Ryan Kreidler,RHB,MIN,Shane Baz,R,26,26.1,15.9,30.4,24.1
