Matchup,LAD @ PIT
Pitcher,Jared Jones
Pitcher Team,PIT
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,9.1,42,0.289,0.367,0.500,0.211,1.61,2,1.93,9.5%,34.6%,23.8%,25.6%,17.8%,9.64,60.5%,5.9%,10.7%,50.0%,35.7%,20.0%,21.4%
vsLHB,3.1,21,0.474,0.584,0.895,0.421,3.30,2,5.40,9.5%,37.5%,23.8%,25.0%,20.3%,13.50,61.9%,4.1%,21.4%,71.4%,28.6%,50.0%,35.7%
vsRHB,6.0,21,0.105,0.149,0.105,-,0.67,0,-,9.5%,31.6%,23.8%,26.3%,15.4%,7.50,59.1%,7.7%,-,28.6%,42.9%,-,7.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Freddie Freeman LHB,,+505,17,25,4.00,3,3,0.435,0.440,0.870,0.435,0.542,4.0%,19.1%,20.0%,10.1%,88.3,262.7,6,4,15.8%,5.3%,10.5%,47.4%,42.1%,69.7,4.9%,24.4%,14.6%,91.1%,31.6%,50.0%,31.6%,21.1%,21.1%,42.1%,36.8%,26.3%
Max Muncy LHB,,+410,17,20,3.00,2,3,0.474,0.500,0.895,0.421,0.592,5.0%,27.3%,20.0%,13.6%,87.9,317.2,5,3,20.0%,20.0%,33.3%,46.7%,33.3%,71.7,17.2%,27.6%,20.7%,90.6%,26.7%,50.0%,13.3%,53.3%,66.7%,13.3%,20.0%,23.1%
Shohei Ohtani LHB,,+290,29,24,5.00,1,1,0.421,0.542,0.789,0.368,0.544,20.8%,39.0%,29.2%,16.0%,92.4,250.6,1,1,8.3%,-,33.3%,50.0%,75.0%,73.2,29.7%,21.6%,10.8%,90.2%,25.0%,33.3%,50.0%,25.0%,50.0%,41.7%,8.3%,47.8%
Dalton Rushing LHB,,+525,32,24,4.00,1,3,0.300,0.417,0.500,0.200,0.397,16.7%,31.2%,25.0%,18.3%,89.4,260.5,4,3,21.4%,7.1%,35.7%,42.9%,42.9%,72.1,11.4%,20.5%,11.4%,91.7%,21.4%,33.3%,35.7%,28.6%,50.0%,35.7%,14.3%,61.9%
Ryan Ward LHB,,+600,14,22,4.00,1,1,0.238,0.273,0.429,0.190,0.304,4.5%,29.2%,31.8%,16.5%,92.2,265.0,4,1,7.1%,7.1%,21.4%,35.7%,42.9%,72.3,11.6%,23.3%,11.6%,89.6%,14.3%,50.0%,35.7%,42.9%,50.0%,28.6%,21.4%,36.4%
Andy Pages RHB,,+540,18,22,5.00,1,1,0.190,0.182,0.429,0.238,0.251,-,32.4%,18.2%,18.2%,85.7,261.4,5,4,11.1%,5.6%,11.1%,38.9%,33.3%,72.7,17.1%,28.6%,14.3%,94.6%,27.8%,20.0%,27.8%,27.8%,27.8%,44.4%,27.8%,35.3%
Kyle Tucker LHB,,+550,19,19,4.60,1,1,0.188,0.263,0.375,0.188,0.273,10.5%,30.0%,15.8%,13.2%,88.3,279.1,3,2,7.1%,7.1%,14.3%,28.6%,50.0%,70.0,14.7%,29.4%,8.8%,87.2%,35.7%,20.0%,35.7%,28.6%,28.6%,42.9%,28.6%,33.3%
Will Smith RHB,—,N/A,25,17,4.00,1,2,0.167,0.412,0.417,0.250,0.371,23.5%,10.0%,5.9%,4.5%,87.7,288.7,3,2,9.1%,-,-,27.3%,27.3%,69.8,7.1%,25.0%,7.1%,93.3%,54.5%,16.7%,9.1%,36.4%,18.2%,54.5%,27.3%,21.4%
Mookie Betts RHB,,+710,23,19,4.20,0,1,0.167,0.211,0.222,0.056,0.195,5.3%,13.0%,5.3%,4.7%,87.0,277.5,4,3,5.9%,-,11.8%,29.4%,47.1%,69.5,-,47.6%,9.5%,95.5%,29.4%,0.0%,29.4%,35.3%,23.5%,52.9%,23.5%,11.1%
Alex Freeland SHB,,+920,37,17,3.20,0,0,0.417,0.588,0.500,0.083,0.479,23.5%,8.7%,11.8%,2.7%,93.3,255.9,2,2,10.0%,-,-,60.0%,40.0%,70.0,9.5%,42.9%,19.0%,91.3%,40.0%,0.0%,20.0%,30.0%,-,60.0%,40.0%,15.8%
Miguel Rojas RHB,—,N/A,14,14,2.20,0,0,0.182,0.286,0.182,-,0.220,14.3%,14.3%,7.1%,6.2%,91.5,263.8,1,1,9.1%,-,-,54.5%,18.2%,68.9,-,50.0%,22.2%,90.0%,18.2%,0.0%,9.1%,63.6%,18.2%,54.5%,27.3%,20.0%
Santiago Espinal RHB,—,N/A,7,13,2.00,0,0,0.462,0.462,0.538,0.077,0.440,-,16.0%,7.7%,10.0%,74.5,203.1,0,0,-,-,25.0%,8.3%,33.3%,67.3,-,22.7%,4.5%,91.7%,8.3%,0.0%,33.3%,50.0%,33.3%,41.7%,25.0%,46.7%
Alex Call RHB,—,N/A,12,8,3.40,0,1,0.143,0.250,0.143,-,0.192,12.5%,37.5%,25.0%,18.8%,88.2,301.4,2,1,20.0%,-,20.0%,40.0%,80.0%,66.2,-,27.3%,9.1%,68.8%,60.0%,0.0%,20.0%,20.0%,40.0%,40.0%,20.0%,30.0%
