Matchup,LAD @ ATH
Pitcher,Eric Lauer
Pitcher Team,LAD
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.0,213,0.231,0.316,0.451,0.221,1.18,13,2.29,7.0%,17.1%,14.1%,12.0%,8.8%,5.29,67.0%,6.6%,13.2%,38.9%,41.3%,17.4%,18.6%
vsLHB,8.0,38,0.303,0.412,0.576,0.273,1.75,3,3.38,10.5%,24.6%,21.1%,20.5%,11.8%,9.00,71.1%,7.6%,4.0%,48.0%,32.0%,37.5%,12.0%
vsRHB,43.0,175,0.216,0.295,0.426,0.210,1.07,10,2.09,6.3%,15.7%,12.6%,10.5%,8.2%,4.60,66.1%,6.4%,14.8%,37.3%,43.0%,14.8%,19.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonah Heim SHB,—,N/A,21,18,3.60,3,3,0.438,0.444,1.125,0.688,0.626,5.6%,21.4%,22.2%,13.6%,91.4,329.8,5,5,15.4%,-,7.7%,30.8%,46.2%,71.3,25.0%,31.2%,6.2%,84.2%,76.9%,53.8%,28.6%,23.1%,23.1%,15.4%,53.8%,30.8%,53.8%
Jacob Wilson RHB,,+780,9,16,4.20,1,1,0.071,0.188,0.286,0.214,0.212,12.5%,22.7%,12.5%,12.5%,77.2,277.7,2,2,-,-,8.3%,16.7%,33.3%,63.9,-,31.2%,6.2%,94.1%,50.0%,41.7%,20.0%,8.3%,33.3%,16.7%,41.7%,41.7%,45.5%
Nick Kurtz LHB,,+240,24,12,4.40,1,2,0.222,0.417,0.556,0.333,0.411,25.0%,60.9%,41.7%,24.1%,90.9,318.9,2,2,50.0%,-,25.0%,50.0%,75.0%,77.2,70.0%,15.0%,10.0%,90.9%,100.0%,50.0%,50.0%,50.0%,-,25.0%,75.0%,-,56.2%
Henry Bolte RHB,,+462,19,11,4.40,1,1,0.500,0.545,0.800,0.300,0.574,9.1%,16.7%,9.1%,7.9%,92.3,274.2,1,1,11.1%,-,11.1%,44.4%,33.3%,77.4,55.6%,33.3%,22.2%,69.2%,33.3%,11.1%,100.0%,22.2%,66.7%,33.3%,55.6%,11.1%,33.3%
Shea Langeliers RHB,,+210,27,16,4.40,0,0,0.214,0.312,0.286,0.071,0.272,12.5%,22.2%,18.8%,10.9%,93.0,249.3,1,0,9.1%,9.1%,18.2%,45.5%,9.1%,75.3,50.0%,18.8%,6.2%,94.1%,54.6%,45.5%,0.0%,9.1%,36.4%,36.4%,27.3%,36.4%,36.4%
Colby Thomas RHB,,+385,15,13,2.40,0,0,-,0.077,-,-,0.050,7.7%,25.6%,30.8%,16.4%,85.0,208.0,1,1,12.5%,12.5%,25.0%,12.5%,25.0%,73.3,40.0%,6.7%,6.7%,83.3%,37.5%,37.5%,0.0%,-,25.0%,37.5%,37.5%,25.0%,64.3%
Max Muncy RHB,—,N/A,15,12,3.80,0,0,0.222,0.417,0.222,-,0.311,25.0%,18.5%,-,9.4%,82.6,241.1,0,0,-,-,-,22.2%,11.1%,73.6,35.0%,20.0%,5.0%,95.2%,44.4%,33.3%,0.0%,11.1%,55.6%,44.4%,11.1%,44.4%,30.0%
Jeff McNeil LHB,,+870,11,11,3.80,0,0,-,0.091,-,-,0.059,9.1%,7.4%,-,4.3%,85.0,283.1,4,1,-,-,20.0%,40.0%,40.0%,67.4,4.2%,29.2%,8.3%,96.0%,50.0%,10.0%,0.0%,40.0%,40.0%,40.0%,40.0%,20.0%,50.0%
Tyler Soderstrom LHB,,+384,29,11,3.60,0,0,0.222,0.364,0.222,-,0.280,18.2%,26.9%,27.3%,12.7%,84.7,225.1,0,0,-,-,16.7%,33.3%,16.7%,75.4,52.2%,13.0%,8.7%,95.8%,16.7%,-,-,16.7%,66.7%,33.3%,33.3%,33.3%,42.9%
Lawrence Butler LHB,,+560,7,9,3.20,0,0,0.500,0.667,0.500,-,0.513,33.3%,15.8%,11.1%,6.5%,90.3,251.0,0,0,-,-,-,50.0%,75.0%,71.9,7.7%,23.1%,7.7%,76.5%,75.0%,25.0%,0.0%,50.0%,25.0%,-,25.0%,75.0%,18.2%
Alika Williams RHB,,+890,5,9,2.80,0,1,0.444,0.444,0.667,0.222,0.480,-,27.3%,22.2%,15.8%,85.2,292.4,3,1,-,-,14.3%,14.3%,28.6%,66.4,-,28.6%,-,100.0%,71.4%,57.1%,0.0%,14.3%,28.6%,14.3%,57.1%,28.6%,44.4%
Carlos Cortes LHB,—,N/A,-,7,2.40,0,0,0.429,0.429,0.571,0.143,0.436,-,53.8%,42.9%,29.2%,85.6,186.3,0,0,-,-,-,25.0%,50.0%,69.2,-,8.3%,-,92.3%,50.0%,-,-,50.0%,25.0%,25.0%,-,75.0%,20.0%
Joey Meneses RHB,—,N/A,10,4,2.50,0,0,0.333,0.500,0.333,-,0.385,25.0%,28.6%,-,16.7%,98.3,221.2,0,0,-,-,33.3%,66.7%,33.3%,70.2,40.0%,20.0%,-,100.0%,66.6%,33.3%,0.0%,33.3%,33.3%,33.3%,66.7%,-,50.0%
