Matchup,NYY @ DET
Pitcher,Tarik Skubal
Pitcher Team,DET
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.2,212,0.234,0.278,0.373,0.139,1.02,5,0.84,3.8%,28.7%,26.9%,22.5%,14.9%,9.56,67.6%,7.0%,6.2%,41.4%,22.8%,12.1%,17.2%
vsLHB,11.0,49,0.340,0.382,0.532,0.191,1.64,2,1.64,4.1%,22.5%,24.5%,22.2%,11.9%,9.82,86.0%,10.1%,5.7%,54.3%,11.4%,50.0%,17.1%
vsRHB,42.2,163,0.201,0.246,0.325,0.123,0.87,3,0.63,3.7%,30.5%,27.6%,22.6%,15.6%,9.49,62.0%,6.2%,6.4%,37.3%,26.4%,6.9%,17.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Paul Goldschmidt RHB,,+650,19,16,3.60,2,2,0.467,0.500,0.867,0.400,0.581,6.2%,9.4%,6.2%,3.7%,88.6,253.9,2,2,14.3%,7.1%,28.6%,28.6%,35.7%,72.1,11.1%,37.0%,14.8%,84.4%,35.7%,40.0%,21.4%,35.7%,28.6%,57.1%,14.3%,14.3%
Cody Bellinger LHB,,+860,37,19,4.00,1,1,0.188,0.316,0.375,0.188,0.307,15.8%,3.7%,10.5%,1.7%,86.4,292.4,4,2,7.1%,-,14.3%,21.4%,28.6%,69.2,-,33.3%,7.4%,100.0%,28.6%,25.0%,14.3%,50.0%,42.9%,35.7%,21.4%,46.2%
Jazz Chisholm Jr. LHB,,+850,29,15,4.00,1,2,0.286,0.333,0.643,0.357,0.410,6.7%,33.3%,40.0%,16.7%,90.5,322.0,2,2,25.0%,12.5%,12.5%,50.0%,37.5%,73.0,30.0%,20.0%,10.0%,93.8%,12.5%,100.0%,12.5%,62.5%,37.5%,50.0%,12.5%,25.0%
Anthony Volpe RHB,,+940,23,17,4.00,0,0,0.312,0.353,0.438,0.125,0.343,5.9%,21.2%,5.9%,11.9%,89.2,273.9,3,2,13.3%,-,-,46.7%,40.0%,71.4,21.9%,31.2%,15.6%,97.0%,6.7%,0.0%,33.3%,53.3%,20.0%,53.3%,26.7%,41.2%
Amed Rosario RHB,,+875,16,16,3.40,0,0,0.133,0.188,0.133,-,0.152,6.2%,20.0%,18.8%,9.8%,89.6,286.8,5,1,8.3%,-,33.3%,33.3%,58.3%,74.4,45.8%,37.5%,8.3%,100.0%,33.3%,0.0%,33.3%,33.3%,50.0%,50.0%,-,41.2%
Jose Caballero RHB,,+1060,14,16,3.80,0,0,0.167,0.312,0.167,-,0.233,18.8%,20.0%,18.8%,9.1%,79.8,227.3,1,0,-,-,10.0%,20.0%,40.0%,70.3,14.8%,14.8%,-,96.4%,20.0%,0.0%,30.0%,30.0%,30.0%,50.0%,20.0%,31.2%
Jasson Dominguez SHB,,+900,8,15,3.80,0,1,0.267,0.267,0.333,0.067,0.263,-,24.0%,13.3%,12.2%,85.1,259.7,2,1,7.7%,-,7.7%,23.1%,30.8%,73.3,13.6%,18.2%,9.1%,91.7%,23.1%,0.0%,15.4%,53.8%,53.8%,30.8%,15.4%,23.1%
Max Schuemann RHB,—,N/A,11,13,2.00,0,1,0.444,0.615,0.778,0.333,0.561,30.8%,25.0%,15.4%,9.6%,90.9,265.6,3,3,14.3%,14.3%,28.6%,57.1%,42.9%,71.2,6.2%,18.8%,12.5%,88.9%,57.1%,0.0%,14.3%,14.3%,42.9%,42.9%,14.3%,33.3%
Austin Wells LHB,,+880,23,13,2.60,0,0,0.154,0.154,0.231,0.077,0.166,-,34.8%,30.8%,17.8%,80.9,191.2,0,0,-,-,33.3%,22.2%,22.2%,73.1,26.3%,10.5%,-,86.4%,11.1%,0.0%,22.2%,22.2%,44.4%,22.2%,33.3%,44.4%
J.C. Escarra LHB,—,N/A,21,12,3.20,0,0,0.455,0.500,0.545,0.091,0.457,8.3%,9.5%,8.3%,6.1%,92.3,267.0,3,2,10.0%,-,20.0%,40.0%,60.0%,69.0,-,50.0%,18.8%,76.2%,30.0%,0.0%,50.0%,20.0%,30.0%,40.0%,30.0%,0.0%
Ben Rice LHB,,+570,33,11,4.40,0,0,0.200,0.273,0.200,-,0.221,9.1%,29.4%,36.4%,11.6%,88.3,224.6,0,0,-,-,-,-,33.3%,73.3,31.2%,25.0%,-,94.1%,33.3%,0.0%,16.7%,33.3%,33.3%,-,66.7%,21.4%
Ryan McMahon LHB,—,N/A,20,8,3.00,0,1,0.375,0.375,0.500,0.125,0.381,-,0.0%,-,-,89.3,265.5,1,1,14.3%,-,-,42.9%,14.3%,75.6,72.7%,36.4%,18.2%,91.7%,42.9%,0.0%,-,57.1%,28.6%,42.9%,28.6%,22.2%
Spencer Jones LHB,—,N/A,-,3,3.00,0,0,-,0.667,-,-,0.433,66.7%,37.5%,33.3%,15.0%,-,-,0,0,-,-,-,-,-,76.2,62.5%,-,-,100.0%,-,-,-,-,-,-,-,66.7%
