Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Ketel Marte","ARI","Emmet Sheehan","LAD","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Cedric Mullins","TB","Ty Madden","DET","3","0.667","0.50","1.00","1.67","1","0","0","1","1","3","5","0.0","0.667","0"
"Kerry Carpenter","DET","Griffin Jax","TB","5","0.400","0.50","0.60","1.00","1","0","0","1","1","1","5","40.0","0.400","0"
"Logan O'Hoppe","LAA","Kyle Freeland","COL","6","0.333","0.33","0.50","0.83","1","0","0","1","1","1","5","33.3","0.333","0"
"Miguel Vargas","CWS","Joe Ryan","MIN","7","0.143","0.00","0.43","0.57","0","0","0","1","1","2","4","28.6","0.143","0"
"Mike Trout","LAA","Kyle Freeland","COL","9","0.222","0.25","0.44","0.67","0","1","0","1","2","1","6","44.4","0.417","3"
"Spencer Torkelson","DET","Griffin Jax","TB","10","0.500","0.67","0.40","0.90","3","1","0","1","2","2","9","30.0","0.545","1"
"Jorge Soler","LAA","Kyle Freeland","COL","16","0.313","0.29","0.19","0.50","4","0","0","1","1","4","8","12.5","0.294","0"
"Freddie Freeman","LAD","Eduardo Rodriguez","ARI","17","0.588","0.69","0.35","0.94","6","3","0","1","4","5","16","23.5","0.600","2"
"Kyle Tucker","LAD","Eduardo Rodriguez","ARI","18","0.111","0.09","0.17","0.28","1","0","0","1","1","2","5","33.3","0.238","3"
"Shohei Ohtani","LAD","Eduardo Rodriguez","ARI","20","0.250","0.33","0.25","0.50","2","2","0","1","3","2","10","35.0","0.423","6"
"Andrew Benintendi","CWS","Joe Ryan","MIN","22","0.409","0.38","0.32","0.73","5","2","1","1","4","2","16","0.0","0.435","1"
"Luisangel Acuna","CWS","Joe Ryan","MIN","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"JJ Bleday","CIN","Luinder Avila","KC","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Geraldo Perdomo","ARI","Emmet Sheehan","LAD","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Daylen Lile","WSH","Sandy Alcantara","MIA","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Randal Grichuk","CWS","Joe Ryan","MIN","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Jackson Chourio","MIL","Landen Roupp","SF","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
"Colt Keith","DET","Griffin Jax","TB","4","0.250","0.25","0.50","0.75","0","0","1","0","1","0","3","0.0","0.250","0"
"Oswald Peraza","LAA","Kyle Freeland","COL","4","0.250","0.50","0.25","0.50","0","1","0","0","1","1","2","50.0","0.250","0"
"James Wood","WSH","Sandy Alcantara","MIA","6","0.333","0.33","0.17","0.50","1","1","0","0","1","0","3","0.0","0.333","0"
"Riley Greene","DET","Griffin Jax","TB","7","0.429","0.75","0.29","0.71","2","0","1","0","1","2","5","42.9","0.429","0"
"Jakob Marsee","MIA","Cade Cavalli","WSH","8","0.250","0.40","0.13","0.38","1","1","0","0","1","0","3","37.5","0.333","0"
"Miguel Rojas","LAD","Eduardo Rodriguez","ARI","8","0.750","0.75","0.13","0.88","5","1","0","0","1","0","7","0.0","0.778","1"
"CJ Abrams","WSH","Sandy Alcantara","MIA","16","0.188","0.25","0.13","0.31","1","2","0","0","2","1","5","25.0","0.235","1"
"Luis Garcia Jr.","WSH","Sandy Alcantara","MIA","24","0.167","0.17","0.13","0.29","2","1","1","0","2","2","7","8.3","0.160","0"
