Matchup,LAA @ ARI
Pitcher,Eduardo Rodriguez
Pitcher Team,ARI
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,81.1,336,0.224,0.293,0.372,0.148,1.23,8,0.89,9.5%,18.8%,17.9%,17.1%,8.5%,6.64,60.2%,5.8%,8.2%,36.1%,27.5%,10.4%,15.2%
vsLHB,23.1,91,0.224,0.261,0.318,0.094,1.07,1,0.39,6.6%,19.9%,19.8%,19.4%,8.7%,6.94,58.7%,6.3%,9.0%,40.3%,26.9%,5.6%,11.9%
vsRHB,58.0,245,0.224,0.304,0.393,0.169,1.29,7,1.09,10.6%,18.4%,17.1%,16.3%,8.4%,6.52,60.8%,5.6%,7.9%,34.5%,27.7%,12.2%,16.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jose Siri RHB,,+780,12,10,3.00,2,3,0.571,0.700,1.429,0.857,0.793,30.0%,22.2%,10.0%,8.9%,94.5,287.7,3,3,33.3%,33.3%,50.0%,66.7%,33.3%,73.5,46.7%,20.0%,20.0%,88.2%,66.7%,50.0%,-,16.7%,50.0%,16.7%,33.3%,27.3%
Mike Trout RHB,,+451,12,20,4.80,1,1,0.250,0.400,0.438,0.188,0.368,20.0%,13.8%,10.0%,5.3%,84.6,267.6,6,3,21.4%,-,21.4%,28.6%,71.4%,75.4,53.6%,21.4%,10.7%,96.6%,35.7%,20.0%,42.9%,7.1%,21.4%,64.3%,14.3%,15.8%
Zach Neto RHB,,+554,18,15,4.80,1,2,0.143,0.200,0.357,0.214,0.243,6.7%,17.9%,13.3%,9.3%,86.4,296.9,5,2,8.3%,8.3%,33.3%,25.0%,16.7%,71.3,18.5%,25.9%,11.1%,96.4%,66.7%,12.5%,-,25.0%,50.0%,33.3%,16.7%,45.5%
Oswald Peraza RHB,,+800,17,13,3.40,1,2,0.231,0.231,0.538,0.308,0.328,-,21.4%,30.8%,12.5%,96.1,315.0,3,2,22.2%,11.1%,22.2%,55.6%,66.7%,73.6,42.9%,33.3%,23.8%,77.8%,22.2%,50.0%,33.3%,33.3%,22.2%,66.7%,11.1%,37.5%
Donovan Walton LHB,—,N/A,-,8,3.20,1,1,0.250,0.250,0.625,0.375,0.374,-,20.0%,-,12.0%,76.3,260.3,1,1,-,-,12.5%,25.0%,37.5%,65.6,-,45.5%,9.1%,73.3%,37.5%,33.3%,12.5%,50.0%,25.0%,25.0%,50.0%,42.9%
Logan O'Hoppe RHB,,+730,16,15,3.80,0,0,0.133,0.133,0.133,-,0.119,-,25.8%,26.7%,14.0%,88.4,269.9,3,0,9.1%,-,-,45.5%,18.2%,74.0,37.0%,25.9%,11.1%,90.0%,45.5%,0.0%,-,45.5%,27.3%,36.4%,36.4%,50.0%
Nolan Schanuel LHB,—,N/A,15,15,3.80,0,0,0.182,0.400,0.273,0.091,0.327,13.3%,10.0%,13.3%,3.4%,87.6,262.8,3,0,-,-,-,44.4%,55.6%,68.0,21.1%,36.8%,-,100.0%,33.3%,0.0%,44.4%,22.2%,22.2%,66.7%,11.1%,23.1%
Jo Adell RHB,,+440,41,13,4.80,0,1,0.417,0.462,0.417,-,0.392,7.7%,26.7%,23.1%,17.8%,89.6,270.6,1,1,-,-,22.2%,55.6%,22.2%,78.5,70.0%,16.7%,10.0%,100.0%,22.2%,0.0%,22.2%,55.6%,44.4%,11.1%,44.4%,62.5%
Nick Madrigal RHB,,+1650,2,6,4.20,0,0,-,0.167,-,-,0.108,16.7%,0.0%,-,-,92.1,297.7,1,0,-,-,40.0%,40.0%,20.0%,65.5,-,33.3%,8.3%,92.3%,40.0%,0.0%,20.0%,40.0%,40.0%,60.0%,-,14.3%
Denzer Guzman RHB,,+820,-,4,4.00,0,0,-,-,-,-,-,-,42.9%,25.0%,37.5%,88.4,363.3,1,1,-,-,-,66.7%,-,76.2,50.0%,33.3%,16.7%,85.7%,33.3%,0.0%,-,66.7%,33.3%,66.7%,-,50.0%
Wade Meckler LHB,—,N/A,-,4,3.00,0,0,-,0.250,-,-,0.162,25.0%,50.0%,25.0%,25.0%,80.1,-,0,0,-,-,-,-,-,65.2,-,-,-,83.3%,-,-,-,100.0%,100.0%,-,-,33.3%
Trey Mancini RHB,,+850,-,3,2.80,0,1,0.667,0.667,1.333,0.667,0.837,-,33.3%,33.3%,25.0%,102.7,359.1,1,1,50.0%,-,-,100.0%,50.0%,73.0,20.0%,40.0%,40.0%,83.3%,-,-,50.0%,50.0%,50.0%,-,50.0%,33.3%
Logan Porter RHB,—,N/A,-,2,3.00,0,0,-,0.500,-,-,0.324,50.0%,50.0%,50.0%,22.2%,-,-,0,0,-,-,-,-,-,66.4,-,-,-,100.0%,-,-,-,-,-,-,-,100.0%
