Matchup,SF @ COL
Pitcher,Logan Webb
Pitcher Team,SF
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,48.0,207,0.275,0.327,0.413,0.138,1.40,4,0.75,7.2%,20.4%,20.3%,20.3%,9.8%,7.88,62.0%,5.9%,6.8%,49.0%,14.3%,19.0%,8.8%
vsLHB,26.1,122,0.318,0.372,0.473,0.155,1.71,3,1.03,8.2%,19.5%,18.9%,18.3%,9.3%,7.86,62.3%,4.9%,8.0%,44.8%,17.2%,20.0%,12.6%
vsRHB,21.1,85,0.215,0.263,0.329,0.114,1.03,1,0.42,5.9%,21.6%,22.4%,23.5%,10.7%,8.02,61.6%,7.4%,5.0%,55.0%,10.0%,16.7%,3.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
TJ Rumfield LHB,+880,25,3.20,1,3,0.250,0.400,0.500,0.250,0.392,12.0%,17.0%,8.0%,9.5%,82.5,11.1%,-,16.7%,27.8%,50.0%,69.4,11.6%,20.9%,11.6%,91.5%,27.8%,20.0%,22.2%,44.4%,50.0%,33.3%,16.7%,55.6%
Ezequiel Tovar RHB,+980,18,4.00,1,2,0.357,0.500,0.571,0.214,0.459,22.2%,10.5%,11.1%,5.0%,91.9,8.3%,-,16.7%,58.3%,25.0%,73.2,44.4%,44.4%,27.8%,94.7%,16.7%,50.0%,16.7%,58.3%,58.3%,25.0%,16.7%,30.0%
Hunter Goodman RHB,+410,12,4.20,1,1,0.273,0.333,0.545,0.273,0.383,-,29.2%,16.7%,15.2%,89.8,11.1%,11.1%,22.2%,33.3%,44.4%,75.1,52.2%,21.7%,13.0%,95.8%,33.3%,0.0%,33.3%,33.3%,44.4%,44.4%,11.1%,25.0%
Edouard Julien LHB,N/A,27,3.00,0,1,-,-,-,-,-,-,11.4%,29.6%,5.0%,86.0,5.3%,-,10.5%,42.1%,42.1%,71.6,10.0%,32.5%,10.0%,90.9%,21.1%,0.0%,26.3%,42.1%,36.8%,36.8%,26.3%,26.9%
Brett Sullivan LHB,N/A,24,3.20,0,0,0.048,0.125,0.095,0.048,0.107,8.3%,16.7%,16.7%,9.1%,83.8,-,-,11.1%,16.7%,11.1%,66.2,-,26.1%,2.2%,97.9%,27.8%,0.0%,11.1%,50.0%,55.6%,27.8%,16.7%,38.5%
Troy Johnston LHB,+980,24,4.00,0,0,0.350,0.458,0.350,-,0.368,16.7%,26.2%,12.5%,12.5%,86.4,-,-,11.8%,23.5%,41.2%,68.9,-,27.0%,8.1%,88.1%,11.8%,0.0%,41.2%,47.1%,52.9%,29.4%,17.6%,37.5%
Willi Castro SHB,+920,23,3.80,0,1,0.211,0.304,0.316,0.105,0.272,13.0%,23.4%,21.7%,11.7%,92.8,-,-,40.0%,46.7%,33.3%,72.7,18.2%,25.0%,13.6%,93.6%,40.0%,0.0%,33.3%,26.7%,66.7%,6.7%,26.7%,13.6%
Jake McCarthy LHB,+1260,23,4.00,0,2,0.182,0.174,0.273,0.091,0.187,-,22.4%,21.7%,15.3%,84.7,5.6%,-,22.2%,27.8%,44.4%,71.6,10.9%,19.6%,6.5%,95.8%,50.0%,0.0%,16.7%,22.2%,44.4%,38.9%,16.7%,57.1%
Tyler Freeman RHB,+1260,18,4.20,0,0,0.176,0.222,0.176,-,0.188,-,12.5%,5.6%,6.8%,87.1,-,-,-,31.2%,31.2%,70.4,9.1%,31.8%,13.6%,91.7%,25.0%,0.0%,18.8%,50.0%,43.8%,43.8%,12.5%,30.8%
Sterlin Thompson LHB,+1040,14,3.00,0,1,0.154,0.214,0.231,0.077,0.201,7.1%,32.1%,21.4%,14.8%,92.4,-,-,-,60.0%,20.0%,75.7,53.8%,30.8%,11.5%,92.9%,10.0%,0.0%,20.0%,70.0%,40.0%,40.0%,20.0%,37.5%
Kyle Karros RHB,+1260,11,3.00,0,0,-,-,-,-,-,-,21.7%,18.2%,9.1%,81.5,-,-,-,22.2%,-,70.0,5.0%,20.0%,5.0%,87.0%,-,-,-,100.0%,66.7%,33.3%,-,30.8%
Chad Stevens RHB,N/A,4,3.00,0,0,-,0.250,-,-,0.162,25.0%,20.0%,25.0%,10.0%,90.9,-,-,-,50.0%,50.0%,74.1,60.0%,20.0%,20.0%,100.0%,50.0%,0.0%,50.0%,-,-,100.0%,-,25.0%
Braxton Fulford RHB,N/A,2,1.80,0,0,-,0.500,-,-,0.324,50.0%,50.0%,50.0%,14.3%,-,-,-,-,-,-,73.5,66.7%,-,-,75.0%,-,-,-,-,-,-,-,0.0%
