Split,vsRHB
Range,L10
Dates,="7/29/2026"
Games,16

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:10 PM,Joey Cantillo,@,37.1,170,3.13,0.288,0.349,1.61,0.163,0.451,5,1.21,69,38.9%,32.9%,30.4%,17.8%,13.50,16,9.4%,57.0%,6.6%,98,33.7%,5,5.1%,21.4%,23.8%,17.3%
9:40 PM,Jacob Lopez,vs,27.0,128,6.06,0.282,0.384,1.63,0.245,0.527,6,2.00,58,21.5%,18.0%,14.4%,9.7%,7.67,13,10.2%,67.2%,6.3%,89,32.6%,6,6.7%,37.1%,12.1%,22.5%
7:10 PM,Chris Sale,@,43.0,181,1.96,0.268,0.288,1.26,0.071,0.339,2,0.42,57,32.9%,29.8%,21.9%,17.0%,11.30,9,5.0%,65.9%,6.8%,116,39.7%,6,5.2%,26.7%,6.5%,18.1%
1:10 PM,Sean Manaea,vs,33.2,144,5.54,0.267,0.359,1.25,0.260,0.527,7,1.87,69,15.3%,14.6%,11.8%,8.2%,5.61,7,4.9%,51.0%,8.8%,112,43.8%,9,8.0%,33.0%,18.9%,23.2%
6:40 PM,MacKenzie Gore,@,41.2,180,3.84,0.262,0.331,1.32,0.189,0.451,7,1.51,74,29.9%,28.3%,25.8%,15.3%,11.02,12,6.7%,60.6%,6.9%,115,43.5%,10,8.7%,27.8%,18.8%,18.3%
3:45 PM,Shane Drohan,@,38.1,166,3.70,0.261,0.322,1.33,0.170,0.431,5,1.17,66,25.9%,23.5%,20.9%,12.5%,9.16,11,6.6%,65.1%,7.0%,115,38.3%,11,9.6%,27.0%,12.9%,16.5%
1:05 PM,Zack Littell,vs,20.1,89,5.46,0.259,0.328,1.38,0.173,0.432,4,1.77,35,21.2%,15.7%,13.9%,11.4%,6.20,7,7.9%,68.5%,7.3%,67,40.3%,4,6.0%,25.4%,23.5%,16.4%
7:45 PM,Matthew Boyd,@,41.2,179,3.68,0.255,0.304,1.25,0.127,0.382,4,0.86,63,21.4%,19.6%,14.3%,10.5%,7.56,10,5.6%,68.7%,7.4%,130,39.2%,12,9.2%,26.2%,11.8%,21.5%
12:35 PM,Eduardo Rodriguez,@,36.1,152,5.14,0.254,0.338,1.35,0.217,0.471,6,1.49,65,19.3%,15.1%,11.8%,9.0%,5.70,14,9.2%,60.8%,4.7%,115,31.3%,12,10.4%,37.4%,14.0%,12.2%
6:40 PM,Casey Legumina,vs,5.1,25,4.79,0.250,0.345,1.50,0.100,0.350,0,-,7,15.6%,12.0%,10.0%,7.5%,5.06,3,12.0%,76.0%,11.8%,17,23.5%,0,-,11.8%,-,11.8%
7:40 PM,Davis Martin,vs,22.1,91,3.06,0.250,0.284,1.12,0.095,0.345,1,0.40,29,21.1%,17.6%,16.8%,11.4%,6.45,4,4.4%,57.1%,6.9%,69,42.0%,5,7.2%,26.1%,5.6%,15.9%
7:40 PM,Cam Schlittler,@,21.1,89,4.08,0.250,0.314,1.12,0.190,0.440,4,1.69,37,23.3%,25.8%,24.0%,12.3%,9.70,3,3.4%,64.0%,8.1%,61,36.1%,6,9.8%,21.3%,23.1%,14.8%
7:40 PM,Joe Ryan,vs,23.0,98,4.10,0.244,0.314,1.26,0.189,0.433,4,1.57,39,26.5%,25.5%,17.9%,12.9%,9.78,7,7.1%,68.7%,9.2%,66,31.8%,9,13.6%,30.3%,20.0%,21.2%
9:38 PM,Grayson Rodriguez,vs,19.1,79,4.65,0.235,0.341,1.14,0.235,0.471,3,1.40,32,26.4%,22.8%,20.5%,12.7%,8.38,6,7.6%,51.9%,7.5%,52,48.1%,6,11.5%,28.8%,20.0%,26.9%
7:10 PM,Christian Scott,vs,16.2,77,3.04,0.234,0.307,1.56,0.062,0.297,0,-,19,27.0%,26.0%,22.2%,11.6%,10.80,11,14.3%,57.1%,5.3%,44,36.4%,3,6.8%,20.5%,-,18.2%
9:40 PM,Patrick Sandoval,@,12.1,51,2.29,0.234,0.265,1.22,0.064,0.298,0,-,14,22.2%,21.6%,25.0%,11.0%,8.03,4,7.8%,56.9%,9.4%,36,33.3%,0,-,13.9%,-,13.9%
10:10 PM,Eric Lauer,vs,41.1,173,6.46,0.233,0.319,1.19,0.233,0.465,11,2.40,74,15.8%,11.6%,9.1%,8.2%,4.35,12,6.9%,63.2%,6.9%,141,36.9%,18,12.8%,36.9%,21.2%,19.1%
