Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-09,Kauffman Stadium,CHC @ KC,2:10,+34%,-2%,+15%,+24%,+0.76,-0.07,+1.59,+2.08,+11%,+2%,-1%,+3%,+0.24,+0.08,-0.08,+0.29,+23%,-4%,+16%,+20%,+0.53,-0.15,+1.67,+1.79
2026-08-09,Fenway Park,ATH @ BOS,1:35,+15%,+26%,+9%,+22%,+0.33,+0.91,+0.98,+1.97,-8%,+22%,+6%,+8%,-0.19,+0.76,+0.60,+0.69,+23%,+4%,+4%,+14%,+0.52,+0.15,+0.38,+1.27
2026-08-09,Citizens Bank Park,TOR @ PHI,1:35,+40%,-6%,+1%,+16%,+0.89,-0.19,+0.07,+1.37,+16%,-4%,-2%,+5%,+0.35,-0.13,-0.19,+0.44,+24%,-2%,+2%,+11%,+0.54,-0.07,+0.26,+0.94
2026-08-09,Nationals Park,CIN @ WAS,12:15,+5%,+5%,+9%,+9%,+0.11,+0.18,+0.93,+0.78,+3%,+5%,+3%,+4%,+0.07,+0.18,+0.34,+0.34,+2%,0%,+6%,+5%,+0.04,0.00,+0.59,+0.45
2026-08-09,American Family Fld,MIN @ MIL,2:10,+21%,+1%,-10%,+5%,+0.47,+0.03,-1.04,+0.45,+9%,-10%,-9%,-3%,+0.20,-0.36,-0.93,-0.30,+12%,+11%,-1%,+8%,+0.27,+0.39,-0.12,+0.75
2026-08-09,Yankee Stadium,ATL @ NYY,1:35,+18%,-13%,+1%,+5%,+0.40,-0.45,+0.07,+0.44,+5%,-13%,-6%,-5%,+0.10,-0.45,-0.67,-0.47,+13%,0%,+7%,+10%,+0.30,0.00,+0.74,+0.91
2026-08-09,Oracle Park,DET @ SF,4:05,-11%,+15%,+6%,+4%,-0.25,+0.54,+0.67,+0.33,-17%,+13%,+6%,+0%,-0.39,+0.47,+0.64,+0.01,+6%,+2%,+0%,+4%,+0.14,+0.07,+0.03,+0.31
2026-08-09,Rate Field,CLE @ CHW,2:10,+3%,-1%,-1%,+1%,+0.06,-0.02,-0.11,+0.09,-5%,-7%,+3%,-2%,-0.11,-0.26,+0.30,-0.19,+7%,+7%,-4%,+3%,+0.17,+0.24,-0.41,+0.28
2026-08-09,Chase Field,LAD @ ARI,4:10,-8%,+11%,0%,+0%,-0.19,+0.40,0.00,+0.02,-8%,+13%,+0%,+1%,-0.18,+0.46,+0.02,+0.11,0%,-2%,0%,-1%,-0.01,-0.06,-0.02,-0.09
2026-08-09,PNC Park,NYM @ PIT,1:35,-14%,+14%,-2%,-1%,-0.31,+0.48,-0.25,-0.09,-16%,+11%,+0%,-1%,-0.36,+0.40,+0.00,-0.09,+2%,+2%,-2%,0%,+0.05,+0.08,-0.26,0.00
2026-08-09,Busch Stadium,COL @ STL,2:15,+5%,-10%,+5%,-2%,+0.11,-0.34,+0.54,-0.13,-10%,-5%,+4%,-6%,-0.22,-0.18,+0.43,-0.56,+15%,-5%,+1%,+5%,+0.33,-0.16,+0.12,+0.42
2026-08-09,LoanDepot Park,LAA @ MIA,1:40,-13%,+2%,-2%,-5%,-0.28,+0.08,-0.19,-0.41,-13%,+1%,-1%,-5%,-0.28,+0.05,-0.11,-0.40,+0%,+1%,-1%,0%,+0.00,+0.03,-0.09,-0.01
2026-08-09,T-Mobile Park,TB  @ SEA,4:10,+4%,-9%,-9%,-6%,+0.08,-0.32,-0.93,-0.55,+1%,-16%,-7%,-9%,+0.02,-0.54,-0.70,-0.75,+3%,+6%,-2%,+2%,+0.06,+0.22,-0.24,+0.19
2026-08-09,Petco Park,HOU @ SD,8:20,+0%,-12%,-6%,-7%,+0.01,-0.43,-0.64,-0.61,-4%,-11%,-5%,-7%,-0.08,-0.39,-0.50,-0.63,+4%,-1%,-1%,+0%,+0.09,-0.03,-0.15,+0.01
2026-08-09,Globe Life Field,BAL @ TEX,2:35,-11%,-6%,-2%,-7%,-0.25,-0.22,-0.16,-0.63,-11%,-7%,-1%,-7%,-0.24,-0.24,-0.14,-0.62,-1%,+0%,0%,0%,-0.01,+0.01,-0.02,-0.02
