Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Jordan Beck","COL","Andre Pallante","STL","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Travis Bazzana","CLE","Keider Montero","DET","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.500","1"
"Colton Cowser","BAL","Ranger Suarez","BOS","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Zach McKinstry","DET","Logan Allen","CLE","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.500","1"
"Bryan De La Cruz","PHI","Chris Sale","ATL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","3","2","33.3","0.333","0"
"Gleyber Torres","DET","Logan Allen","CLE","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.667","3"
"Gleyber Torres","DET","Foster Griffin","CLE","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Javier Baez","DET","Logan Allen","CLE","6","0.333","0.40","0.17","0.50","1","1","0","0","1","1","3","16.7","0.429","1"
"Trea Turner","PHI","Chris Sale","ATL","19","0.316","0.46","0.11","0.42","4","2","0","0","2","0","8","31.6","0.381","1"
"Ronald Acuna Jr.","ATL","Cristopher Sanchez","PHI","13","0.308","0.38","0.23","0.54","3","0","0","1","1","1","7","30.8","0.308","0"
"Brandon Nimmo","TEX","Nick Martinez","TB","10","0.300","0.38","0.10","0.40","2","1","0","0","1","2","4","20.0","0.364","1"
"Matt Olson","ATL","Cristopher Sanchez","PHI","20","0.300","0.29","0.40","0.70","2","2","0","2","4","5","14","20.0","0.333","1"
"Brayan Rocchio","CLE","Keider Montero","DET","7","0.286","0.29","0.14","0.43","1","1","0","0","1","0","3","0.0","0.286","0"
"Nathaniel Lowe","CLE","Keider Montero","DET","7","0.286","0.17","0.43","0.71","1","0","0","1","1","1","5","0.0","0.286","0"
"Paul Goldschmidt","NYY","Walker Buehler","SD","14","0.286","0.50","0.21","0.50","3","0","0","1","1","1","7","50.0","0.286","0"
"Kyle Schwarber","PHI","Chris Sale","ATL","19","0.263","0.30","0.42","0.68","2","0","1","2","3","4","13","36.8","0.333","2"
"Roman Anthony","BOS","Shane Baz","BAL","4","0.250","0.25","0.25","0.50","0","1","0","0","1","0","2","0.0","0.400","1"
"Willi Castro","COL","Andre Pallante","STL","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","0.0","0.500","1"
"Ivan Herrera","STL","Ryan Feltner","COL","8","0.250","0.17","0.38","0.63","1","0","0","1","1","1","5","12.5","0.250","0"
"Myles Straw","TOR","Daniel Lynch IV","KC","12","0.250","0.25","0.08","0.33","2","1","0","0","1","0","4","0.0","0.308","1"
"Trevor Story","BOS","Shane Baz","BAL","12","0.250","0.50","0.08","0.33","2","1","0","0","1","0","4","50.0","0.308","1"
"Luis Arraez","PHI","Chris Sale","ATL","16","0.250","0.25","0.06","0.31","3","1","0","0","1","0","5","0.0","0.222","0"
"Wilyer Abreu","BOS","Shane Baz","BAL","13","0.231","0.38","0.08","0.31","2","1","0","0","1","2","4","46.2","0.267","1"
"Ryan McMahon","NYY","Walker Buehler","SD","36","0.222","0.30","0.28","0.50","2","4","0","2","6","8","18","38.9","0.263","2"
"Jarren Duran","BOS","Shane Baz","BAL","19","0.211","0.27","0.16","0.37","2","1","1","0","2","1","7","26.3","0.238","0"
"Jonah Heim","ATH","Logan Gilbert","SEA","29","0.207","0.29","0.14","0.34","4","1","0","1","2","4","10","37.9","0.281","3"
"Caleb Durbin","BOS","Shane Baz","BAL","5","0.200","0.20","0.20","0.40","0","1","0","0","1","0","2","0.0","0.200","0"
"Nolan Gorman","STL","Ryan Feltner","COL","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Cody Bellinger","NYY","Walker Buehler","SD","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","20.0","0.333","1"
"Max Kepler","ARI","Cristian Javier","HOU","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Trent Grisham","NYY","Walker Buehler","SD","20","0.200","0.14","0.30","0.50","2","0","0","2","2","2","10","20.0","0.304","3"
"Manny Machado","SD","Max Fried","NYY","21","0.190","0.18","0.19","0.38","2","1","0","1","2","4","8","14.3","0.320","4"
"Colson Montgomery","CWS","Zebby Matthews","MIN","11","0.182","0.17","0.36","0.55","0","1","0","1","2","2","6","36.4","0.250","0"
"Trevor Larnach","MIN","Erick Fedde","CWS","12","0.167","0.25","0.08","0.25","1","1","0","0","1","0","3","33.3","0.333","3"
"LaMonte Wade Jr.","HOU","Merrill Kelly","ARI","37","0.162","0.14","0.19","0.35","3","1","0","2","3","4","13","16.2","0.205","2"
"Munetaka Murakami","CWS","Zebby Matthews","MIN","7","0.143","0.00","0.43","0.57","0","0","0","1","1","1","4","28.6","0.143","0"
"Pete Alonso","BAL","Ranger Suarez","BOS","21","0.143","0.21","0.10","0.24","1","2","0","0","2","1","5","33.3","0.400","9"
"J.T. Realmuto","PHI","Chris Sale","ATL","15","0.133","0.22","0.13","0.27","1","0","1","0","1","1","4","40.0","0.133","0"
"Lawrence Butler","ATH","Logan Gilbert","SEA","8","0.125","0.17","0.13","0.25","0","1","0","0","1","0","2","25.0","0.300","2"
"Kyle Farmer","ATL","Cristopher Sanchez","PHI","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","25.0","0.125","0"
"Jo Adell","CLE","Keider Montero","DET","10","0.100","0.00","0.30","0.40","0","0","0","1","1","1","4","40.0","0.100","0"
