Matchup,COL @ LAD
Pitcher,Gabriel Hughes
Pitcher Team,COL
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,3.1,11,0.200,0.222,0.200,-,0.90,0,-,9.1%,20.0%,9.1%,5.0%,11.3%,2.70,63.6%,1.9%,-,22.2%,22.2%,-,11.1%
vsLHB,1.0,5,0.250,0.314,0.250,-,2.00,0,-,20.0%,-,-,-,-,-,60.0%,3.6%,-,-,-,-,-
vsRHB,2.1,6,0.167,0.146,0.167,-,0.43,0,-,-,37.5%,16.7%,12.5%,24.0%,3.86,66.7%,-,-,40.0%,40.0%,-,20.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mookie Betts RHB,,+430,18,14,4.40,3,3,0.357,0.357,1.071,0.714,0.604,-,10.3%,7.1%,6.4%,93.9,274.5,6,4,30.8%,15.4%,15.4%,53.8%,46.2%,68.3,-,44.0%,12.0%,89.3%,61.5%,53.8%,42.9%,7.7%,23.1%,15.4%,38.5%,46.2%,50.0%
Shohei Ohtani LHB,,+210,31,13,4.40,0,0,0.300,0.385,0.300,-,0.305,15.4%,36.4%,30.8%,15.4%,93.6,244.5,2,0,14.3%,14.3%,28.6%,57.1%,42.9%,75.2,57.9%,21.1%,15.8%,90.5%,57.2%,14.3%,0.0%,42.9%,28.6%,57.1%,14.3%,28.6%,26.7%
Max Muncy LHB,,+285,16,13,3.40,0,1,0.250,0.308,0.417,0.167,0.314,7.7%,13.3%,7.7%,5.9%,91.3,294.3,3,2,-,-,18.2%,63.6%,36.4%,70.7,8.3%,41.7%,25.0%,92.3%,81.9%,45.5%,0.0%,36.4%,18.2%,27.3%,45.5%,27.3%,33.3%
Alex Freeland SHB,—,N/A,22,13,3.40,0,0,0.333,0.385,0.417,0.083,0.353,7.7%,19.2%,15.4%,10.0%,91.4,216.0,1,1,-,-,30.0%,50.0%,30.0%,71.3,16.0%,28.0%,20.0%,96.2%,60.0%,10.0%,0.0%,50.0%,20.0%,50.0%,10.0%,40.0%,33.3%
Andy Pages RHB,,+369,15,13,4.40,0,0,-,0.154,-,-,0.100,15.4%,13.6%,15.4%,4.9%,82.7,178.3,0,0,-,-,-,11.1%,22.2%,73.4,31.6%,10.5%,-,90.5%,33.3%,22.2%,0.0%,11.1%,33.3%,-,44.4%,55.6%,27.8%
Miguel Rojas RHB,—,N/A,19,12,2.60,0,0,0.111,0.167,0.111,-,0.128,8.3%,12.5%,8.3%,5.7%,87.9,299.5,3,1,10.0%,-,10.0%,60.0%,20.0%,70.4,14.3%,50.0%,14.3%,93.3%,50.0%,50.0%,0.0%,-,40.0%,10.0%,90.0%,-,25.0%
Freddie Freeman LHB,,+373,18,11,4.40,0,0,0.400,0.455,0.400,-,0.383,9.1%,3.4%,-,1.9%,92.3,270.3,2,1,10.0%,10.0%,10.0%,60.0%,40.0%,71.6,13.0%,26.1%,17.4%,79.3%,60.0%,20.0%,0.0%,40.0%,40.0%,20.0%,40.0%,40.0%,50.0%
Kyle Tucker LHB,,+528,27,11,3.60,0,1,0.286,0.545,0.286,-,0.398,36.4%,33.3%,9.1%,14.6%,92.0,277.4,1,1,16.7%,-,50.0%,50.0%,66.7%,73.2,33.3%,13.3%,13.3%,93.8%,100.0%,50.0%,0.0%,50.0%,-,50.0%,16.7%,33.3%,30.8%
Tommy Edman SHB,,+800,18,11,2.40,0,0,0.400,0.455,0.400,-,0.383,9.1%,16.7%,27.3%,7.0%,82.2,207.8,0,0,-,-,-,28.6%,57.1%,66.8,-,41.7%,16.7%,66.7%,42.9%,-,-,42.9%,42.9%,28.6%,57.1%,14.3%,26.7%
Dalton Rushing LHB,,+370,25,8,3.20,0,0,0.167,0.250,0.167,-,0.192,12.5%,21.1%,25.0%,9.1%,95.1,350.8,3,1,20.0%,-,-,80.0%,40.0%,71.9,10.5%,21.1%,10.5%,100.0%,60.0%,40.0%,0.0%,20.0%,40.0%,40.0%,60.0%,-,33.3%
Teoscar Hernandez RHB,,+440,24,7,3.40,0,0,-,0.143,-,-,0.093,14.3%,28.6%,28.6%,10.0%,93.2,315.9,3,1,-,-,-,50.0%,-,72.8,33.3%,33.3%,-,85.7%,100.0%,100.0%,0.0%,-,-,-,75.0%,25.0%,18.2%
Alex Call RHB,—,N/A,5,7,3.00,0,0,-,0.143,-,-,0.093,14.3%,28.6%,42.9%,11.4%,82.6,256.3,0,0,-,-,-,-,33.3%,65.9,-,15.4%,-,92.9%,100.0%,66.7%,0.0%,33.3%,-,-,66.7%,33.3%,36.4%
