HR Split,Overall
Dates,="6/9/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,6:40 PM,Eric Lauer,@,1.60,1.28,1.19,2.40,11.4%,19.3%,42.0%,39.1%,6.4%,768
2,8:40 PM,Tomoyuki Sugano,vs,1.23,2.29,-0.24,1.72,16.2%,14.9%,46.3%,31.3%,8.6%,1054
3,7:40 PM,Grant Holmes,@,1.22,1.35,0.09,1.84,12.1%,27.6%,47.9%,26.4%,6.7%,870
4,6:40 PM,Zac Gallen,@,0.84,0.74,0.38,1.91,9.9%,18.5%,43.4%,28.7%,6.3%,1214
5,6:35 PM,Logan Gilbert,@,0.74,0.77,0.42,1.52,11.3%,19.6%,43.1%,31.7%,7.8%,1015
6,7:40 PM,Erick Fedde,vs,0.74,-0.36,1.28,1.99,7.5%,17.8%,41.2%,29.4%,7.0%,975
7,8:40 PM,Colin Rea,@,0.69,0.09,1.24,1.50,14.6%,12.8%,43.1%,28.3%,7.6%,1085
8,10:05 PM,Robert Gasser,@,0.34,-0.68,0.46,1.60,8.8%,19.0%,31.9%,30.0%,7.4%,170
9,9:40 PM,Lucas Giolito,vs,0.22,-0.43,0.66,1.62,4.7%,20.4%,40.1%,27.8%,7.0%,759
10,6:35 PM,Trevor Rogers,vs,0.20,-0.95,0.35,1.43,7.7%,17.3%,43.7%,23.0%,8.3%,774
11,7:10 PM,Freddy Peralta,vs,0.13,0.32,-0.41,1.37,7.7%,19.8%,39.3%,26.8%,7.0%,1219
12,9:45 PM,Andrew Alvarez,@,0.12,0.67,0.22,0.95,8.3%,38.5%,47.1%,10.6%,7.5%,246
13,9:40 PM,Chase Burns,@,0.10,0.60,-0.35,1.16,9.5%,16.0%,40.7%,32.6%,6.8%,576
14,7:40 PM,Nathan Eovaldi,@,0.10,-0.22,0.22,1.36,8.2%,21.8%,35.5%,24.6%,7.1%,950
15,7:07 PM,Zack Wheeler,@,-0.03,0.23,-0.37,1.22,7.9%,19.5%,38.5%,27.4%,6.4%,895
16,7:07 PM,Dylan Cease,vs,-0.10,0.20,-0.43,1.13,8.3%,22.0%,37.9%,24.6%,6.2%,1113
17,9:45 PM,Adrian Houser,vs,-0.11,0.10,-0.22,1.19,8.1%,15.8%,43.1%,24.5%,6.5%,907
18,6:40 PM,Gerrit Cole,@,-0.26,-0.18,-0.17,1.56,4.0%,17.6%,28.0%,34.0%,3.4%,136
19,6:40 PM,Max Meyer,vs,-0.28,-0.86,0.61,0.87,7.7%,13.2%,46.7%,28.9%,7.6%,711
20,6:40 PM,Taj Bradley,@,-0.32,0.25,-0.92,0.84,10.1%,12.4%,42.7%,27.5%,6.9%,980
21,9:38 PM,Kai-Wei Teng,@,-0.40,0.08,-0.62,1.09,5.7%,19.0%,35.1%,24.1%,7.4%,430
22,7:10 PM,Dustin May,@,-0.43,-0.26,-0.27,0.76,8.7%,11.2%,50.1%,24.0%,7.3%,985
23,7:40 PM,Stephen Kolek,vs,-0.50,-0.59,0.05,1.09,7.1%,14.3%,37.3%,22.6%,5.7%,737
24,10:05 PM,J.T. Ginn,vs,-0.52,-0.22,-0.52,0.94,6.7%,15.1%,38.3%,24.6%,7.0%,766
25,6:40 PM,Nick Martinez,vs,-0.65,-0.65,-0.23,0.94,6.8%,11.0%,34.5%,26.5%,7.3%,1104
26,6:40 PM,Payton Tolle,@,-0.71,-0.22,-0.60,0.92,4.5%,11.7%,33.5%,29.6%,8.4%,382
27,6:40 PM,Slade Cecconi,vs,-0.81,-0.79,-0.18,0.88,6.1%,9.5%,32.8%,26.0%,7.7%,954
28,9:38 PM,Walbert Urena,vs,-0.92,-1.12,-0.10,0.83,5.8%,14.5%,34.4%,21.4%,5.7%,335
29,6:40 PM,Troy Melton,vs,-1.04,-0.54,-0.74,0.60,5.4%,7.8%,39.1%,28.2%,7.0%,374
30,6:40 PM,Paul Skenes,vs,-1.19,-0.91,-0.83,0.67,3.6%,14.9%,34.8%,19.6%,6.5%,1129
