Matchup,LAD @ ARI
Pitcher,Shohei Ohtani
Pitcher Team,LAD
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,213,0.147,0.208,0.215,0.068,0.82,2,0.33,8.0%,31.8%,28.6%,24.9%,15.0%,9.98,57.5%,5.5%,3.1%,38.2%,22.1%,6.9%,13.7%
vsLHB,28.1,109,0.152,0.204,0.222,0.071,0.81,1,0.32,7.3%,29.1%,27.5%,23.6%,13.6%,9.53,56.0%,4.8%,2.9%,38.6%,22.9%,6.2%,15.7%
vsRHB,26.2,104,0.141,0.212,0.207,0.065,0.82,1,0.34,8.7%,34.7%,29.8%,26.3%,16.4%,10.46,59.0%,6.3%,3.3%,37.7%,21.3%,7.7%,11.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Adrian Del Castillo LHB,N/A,19,2.80,1,1,0.167,0.211,0.333,0.167,0.238,5.3%,40.0%,31.6%,19.7%,89.1,-,-,36.4%,45.5%,27.3%,73.1,31.0%,27.6%,10.3%,96.7%,36.4%,25.0%,27.3%,18.2%,45.5%,54.5%,-,40.0%
Ketel Marte SHB,+506,16,4.80,1,1,0.083,0.312,0.333,0.250,0.294,25.0%,22.9%,25.0%,10.0%,87.4,12.5%,12.5%,37.5%,50.0%,50.0%,73.7,32.1%,17.9%,7.1%,82.4%,37.5%,33.3%,37.5%,12.5%,50.0%,37.5%,12.5%,23.8%
Geraldo Perdomo SHB,+1300,14,3.80,1,1,0.286,0.286,0.571,0.286,0.368,-,13.0%,7.1%,4.5%,85.5,-,-,38.5%,7.7%,46.2%,67.4,-,45.5%,-,95.7%,23.1%,33.3%,38.5%,30.8%,69.2%,7.7%,23.1%,15.0%
Tommy Troy RHB,N/A,10,3.60,1,1,0.300,0.300,0.700,0.400,0.426,-,30.0%,20.0%,18.2%,91.4,12.5%,12.5%,12.5%,50.0%,25.0%,71.1,26.3%,31.6%,15.8%,95.0%,50.0%,25.0%,12.5%,37.5%,12.5%,50.0%,37.5%,33.3%
Corbin Carroll LHB,+570,21,4.60,0,2,0.200,0.238,0.400,0.200,0.271,4.8%,13.3%,19.0%,7.0%,94.5,12.5%,-,-,62.5%,18.8%,75.4,60.5%,30.2%,11.6%,95.6%,43.8%,0.0%,12.5%,37.5%,12.5%,68.8%,18.8%,44.4%
Ildemaro Vargas SHB,+1200,19,4.00,0,0,0.125,0.263,0.125,-,0.200,10.5%,10.0%,5.3%,5.7%,80.7,6.7%,-,13.3%,26.7%,26.7%,69.3,4.5%,18.2%,13.6%,73.3%,6.7%,0.0%,33.3%,40.0%,33.3%,53.3%,13.3%,30.8%
Ryan Waldschmidt RHB,+1700,14,4.20,0,0,0.154,0.214,0.154,-,0.174,7.1%,56.7%,57.1%,28.3%,76.7,-,-,20.0%,20.0%,40.0%,70.8,13.0%,8.7%,4.3%,76.7%,40.0%,0.0%,20.0%,20.0%,40.0%,-,60.0%,42.9%
Jorge Barrosa SHB,N/A,14,1.80,0,0,-,0.143,-,-,0.093,14.3%,40.7%,35.7%,18.6%,90.8,-,-,14.3%,42.9%,14.3%,69.2,3.8%,23.1%,-,96.3%,28.6%,0.0%,-,14.3%,28.6%,42.9%,28.6%,23.1%
Gabriel Moreno RHB,+1150,12,3.80,0,1,0.429,0.583,0.571,0.143,0.471,33.3%,11.5%,16.7%,5.0%,92.4,16.7%,-,-,66.7%,83.3%,70.2,16.7%,20.8%,8.3%,92.3%,33.3%,0.0%,50.0%,-,-,50.0%,50.0%,18.2%
Nolan Arenado RHB,+810,11,3.40,0,1,0.100,0.182,0.200,0.100,0.181,-,21.1%,18.2%,10.5%,83.6,12.5%,12.5%,37.5%,12.5%,37.5%,72.3,29.4%,11.8%,5.9%,89.5%,37.5%,0.0%,12.5%,37.5%,50.0%,37.5%,12.5%,23.1%
Jose Fernandez RHB,N/A,8,3.20,0,0,0.125,0.125,0.250,0.125,0.159,-,12.5%,12.5%,6.1%,72.0,-,-,14.3%,28.6%,28.6%,74.0,41.7%,33.3%,8.3%,85.7%,42.9%,0.0%,14.3%,14.3%,28.6%,42.9%,28.6%,27.3%
Pavin Smith LHB,+980,4,3.00,0,0,-,0.250,-,-,0.162,25.0%,0.0%,25.0%,-,90.9,-,-,-,50.0%,-,71.2,8.3%,16.7%,-,100.0%,50.0%,0.0%,-,50.0%,-,50.0%,50.0%,0.0%
Aramis Garcia RHB,N/A,4,2.60,0,0,-,-,-,-,-,-,66.7%,75.0%,30.8%,96.4,-,-,-,100.0%,-,70.2,-,16.7%,-,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
