Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Dalton Rushing,LHB,LAD,Mitch Keller,R,40,51.3,39,55.4,47.5
Seiya Suzuki,RHB,CHC,Ryan Feltner,R,46.4,46.8,31.1,42.4,41
Pete Alonso,RHB,BAL,Bryan Woo,R,41,27.6,41.4,55.7,40.1
Josh Bell,SHB,MIN,Keider Montero,R,40.2,34.2,37.3,44.6,38.3
Nolan Gorman,LHB,STL,Christian Scott,R,28.6,53.9,24.1,34.9,37.7
Max Muncy,LHB,LAD,Mitch Keller,R,33.4,39.2,21,49.4,35.7
Pedro Pages,RHB,STL,Christian Scott,R,35.1,38.5,43.2,21.7,35.4
Dansby Swanson,RHB,CHC,Ryan Feltner,R,51.9,26.7,27,48.9,34.9
Dillon Dingler,RHB,DET,Zebby Matthews,R,44.4,26,32.6,45.6,34.7
Alec Burleson,LHB,STL,Christian Scott,R,17.9,33.4,35,41.3,34.3
Masyn Winn,RHB,STL,Christian Scott,R,24,32.3,26.4,49.3,33.9
Corey Seager,LHB,TEX,Michael Wacha,R,25.3,29.5,29.5,47.1,33.5
Andy Pages,RHB,LAD,Mitch Keller,R,27,29.4,30.1,46.1,33.5
TJ Rumfield,LHB,COL,Edward Cabrera,R,22.5,38.6,16.3,51,33.4
Brandon Lowe,LHB,PIT,Justin Wrobleski,L,58.3,21.1,39.5,31.6,33
Leo Jimenez,RHB,MIA,Merrill Kelly,R,21.4,49.3,,54.2,32.9
Ian Happ,SHB,CHC,Ryan Feltner,R,25.6,37.4,8.1,59,32.8
Juan Soto,LHB,NYM,Hunter Dobbins,R,27.6,42.2,20.4,35.1,32.4
Coby Mayo,RHB,BAL,Bryan Woo,R,48.5,20.2,22,54.5,32.1
Jordan Walker,RHB,STL,Christian Scott,R,58.8,25,29.6,29.6,30.9
Shohei Ohtani,LHB,LAD,Mitch Keller,R,31.1,32,9.4,54.2,30.7
Francisco Alvarez,RHB,NYM,Hunter Dobbins,R,42.2,37.6,17.6,31.6,30.6
Freddie Freeman,LHB,LAD,Mitch Keller,R,23.8,28.5,18,48.9,30
Colton Cowser,LHB,BAL,Bryan Woo,R,28.3,31.8,9.2,52.3,29.8
Moisés Ballesteros,LHB,CHC,Ryan Feltner,R,22.2,28.4,27,38.1,29.8
Gabriel Moreno,RHB,ARI,Tyler Phillips,R,43.2,28.4,19.2,38.3,29.6
Willi Castro,SHB,COL,Edward Cabrera,R,23.8,32.1,33,24.1,29.5
Randal Grichuk,RHB,CWS,Martin Perez,L,15.8,31.2,26.4,36,29.4
Bryan Reynolds,SHB,PIT,Justin Wrobleski,L,39,20.8,21.7,46.6,29.3
Alex Freeland,SHB,LAD,Mitch Keller,R,41.3,43.2,18.3,18.3,29.3
Jac Caglianone,LHB,KC,Kumar Rocker,R,31.2,26.5,18.3,42.7,28.6
Kerry Carpenter,LHB,DET,Zebby Matthews,R,33.9,33.8,24.2,24.1,28.5
Hunter Goodman,RHB,COL,Edward Cabrera,R,35,23.1,23.1,38.8,28.2
Joc Pederson,LHB,TEX,Michael Wacha,R,37.7,22,32.4,24.1,27.2
Jeremiah Jackson,RHB,BAL,Bryan Woo,R,70.5,19.9,19.9,28.6,27.1
Tyler O'Neill,RHB,BAL,Bryan Woo,R,61.7,25.1,22.3,21.6,27
