Matchup,BOS @ CWS
Pitcher,Anthony Kay
Pitcher Team,CWS
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,49.2,218,0.242,0.316,0.379,0.137,1.25,5,0.91,7.3%,24.4%,19.3%,16.4%,11.4%,7.61,55.5%,7.1%,6.7%,35.3%,22.7%,14.7%,23.3%
vsLHB,14.2,66,0.241,0.326,0.414,0.172,1.36,2,1.23,9.1%,30.9%,25.8%,20.0%,14.3%,10.43,57.6%,8.3%,4.9%,24.4%,26.8%,18.2%,36.6%
vsRHB,35.0,152,0.242,0.311,0.364,0.121,1.20,3,0.77,6.6%,21.5%,16.4%,14.6%,10.1%,6.43,54.6%,6.5%,7.3%,39.4%,21.1%,13.0%,18.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Wilyer Abreu LHB,,+451,21,23,5.00,1,2,0.235,0.435,0.647,0.412,0.445,21.7%,21.7%,13.0%,9.3%,89.8,257.7,5,3,21.4%,7.1%,28.6%,28.6%,42.9%,74.6,40.5%,21.4%,9.5%,91.3%,64.3%,28.6%,25.0%,35.7%,14.3%,35.7%,50.0%,14.3%,21.1%
Caleb Durbin RHB,,+800,13,23,4.40,1,1,0.182,0.217,0.364,0.182,0.252,4.3%,15.0%,8.7%,6.9%,83.1,260.4,6,2,10.0%,10.0%,25.0%,25.0%,40.0%,71.1,22.9%,31.4%,11.4%,89.7%,55.0%,15.0%,0.0%,40.0%,35.0%,50.0%,30.0%,20.0%,22.7%
Willson Contreras RHB,,+336,27,22,4.40,1,2,0.200,0.273,0.350,0.150,0.276,9.1%,29.5%,13.6%,13.3%,86.0,252.3,4,1,11.8%,11.8%,29.4%,35.3%,23.5%,79.1,78.9%,15.8%,15.8%,88.4%,53.0%,41.2%,14.3%,11.8%,29.4%,58.8%,17.6%,23.5%,39.1%
Ceddanne Rafaela RHB,,+620,20,18,5.00,1,1,0.444,0.444,0.889,0.444,0.567,-,16.7%,-,9.8%,85.4,241.5,3,1,5.6%,5.6%,16.7%,22.2%,33.3%,69.9,15.2%,27.3%,9.1%,94.3%,66.6%,33.3%,16.7%,33.3%,33.3%,33.3%,27.8%,38.9%,47.1%
Andruw Monasterio RHB,,+700,30,16,4.00,1,1,0.214,0.312,0.429,0.214,0.324,12.5%,25.7%,25.0%,12.5%,90.8,285.4,3,3,20.0%,10.0%,10.0%,40.0%,40.0%,70.0,3.2%,25.8%,9.7%,88.6%,60.0%,40.0%,25.0%,20.0%,30.0%,20.0%,40.0%,40.0%,15.8%
Connor Wong RHB,,+620,15,19,3.80,0,0,0.353,0.421,0.353,-,0.349,10.5%,13.3%,15.8%,5.5%,72.3,260.9,2,1,7.1%,-,14.3%,28.6%,35.7%,73.2,28.0%,8.0%,8.0%,96.2%,42.8%,7.1%,0.0%,35.7%,35.7%,42.9%,28.6%,28.6%,36.8%
Anthony Seigler SHB,,+820,8,18,4.40,0,1,0.333,0.444,0.467,0.133,0.398,16.7%,10.7%,-,4.8%,88.1,285.6,7,4,6.7%,-,20.0%,33.3%,60.0%,66.5,-,44.4%,14.8%,96.4%,66.6%,33.3%,0.0%,33.3%,26.7%,20.0%,60.0%,20.0%,35.3%
Jarren Duran LHB,,+479,10,15,4.40,0,1,0.273,0.400,0.364,0.091,0.338,13.3%,29.6%,26.7%,14.8%,81.6,287.4,3,0,12.5%,-,-,37.5%,62.5%,72.1,17.4%,13.0%,4.3%,92.0%,62.5%,37.5%,0.0%,25.0%,25.0%,37.5%,25.0%,37.5%,26.7%
Romy Gonzalez RHB,,+493,3,14,4.20,0,1,0.333,0.429,0.583,0.250,0.431,7.1%,34.4%,21.4%,17.5%,86.3,290.8,1,1,11.1%,-,-,44.4%,55.6%,71.8,10.0%,16.7%,10.0%,93.8%,44.4%,11.1%,0.0%,33.3%,55.6%,-,44.4%,55.6%,40.0%
Masataka Yoshida LHB,—,N/A,18,13,3.60,0,0,0.250,0.308,0.250,-,0.255,7.7%,21.1%,23.1%,9.1%,86.8,210.1,1,0,-,-,11.1%,33.3%,55.6%,69.0,-,31.2%,-,84.2%,55.6%,-,-,55.6%,44.4%,33.3%,55.6%,11.1%,27.3%
Carlos Narvaez RHB,,+550,13,12,3.60,0,1,0.167,0.167,0.250,0.083,0.180,-,31.0%,33.3%,16.7%,89.1,274.7,2,2,12.5%,-,-,12.5%,25.0%,71.8,17.9%,21.4%,3.6%,96.6%,62.5%,50.0%,0.0%,12.5%,25.0%,12.5%,37.5%,50.0%,20.0%
Tsung-Che Cheng LHB,—,N/A,-,2,3.60,0,0,-,-,-,-,-,-,50.0%,100.0%,12.5%,-,-,0,0,-,-,-,-,-,66.4,-,-,-,100.0%,-,-,-,-,-,-,-,-,50.0%
