HR Split,Overall
Dates,="5/30/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:15 PM,Brady Singer,vs,2.44,2.61,0.54,3.25,14.7%,31.2%,43.6%,30.4%,6.9%,1038
2,9:10 PM,Ryan Feltner,vs,1.64,1.00,1.79,2.12,14.1%,22.4%,47.2%,32.6%,8.8%,311
3,10:10 PM,Roki Sasaki,vs,0.91,0.73,0.91,1.61,12.4%,18.5%,46.2%,28.0%,7.6%,523
4,10:10 PM,Ryne Nelson,@,0.66,0.15,1.19,1.39,9.8%,12.7%,42.9%,41.0%,8.1%,1006
5,7:15 PM,Kyle Leahy,vs,0.65,1.15,-0.55,1.27,11.9%,18.0%,49.4%,24.4%,8.0%,709
6,4:05 PM,Bailey Ober,@,0.54,0.84,-0.30,1.61,9.9%,14.6%,31.1%,33.1%,8.4%,998
7,4:05 PM,Foster Griffin,vs,0.49,0.20,0.69,1.48,11.6%,19.2%,36.7%,26.4%,5.6%,381
8,4:10 PM,Brandon Sproat,@,0.41,0.16,0.91,1.50,7.1%,22.6%,40.3%,25.3%,7.4%,381
9,4:05 PM,Brandon Young,vs,0.34,0.18,0.65,1.38,8.5%,16.3%,39.2%,28.3%,7.9%,536
10,10:05 PM,Ryan Weathers,@,0.27,-0.81,0.66,1.32,9.0%,18.4%,38.5%,27.8%,6.3%,510
11,9:10 PM,Adrian Houser,@,0.27,0.74,-0.46,1.24,8.5%,20.5%,45.3%,19.9%,7.5%,863
12,4:05 PM,Seth Lugo,@,0.12,-0.11,0.98,0.73,11.5%,8.9%,46.5%,28.9%,8.7%,1006
13,7:15 PM,Martin Perez,@,0.11,-0.25,0.38,0.96,10.2%,13.5%,39.4%,27.5%,8.1%,486
14,2:10 PM,Framber Valdez,@,0.07,0.47,-0.15,1.05,7.6%,14.4%,45.7%,26.1%,7.6%,1190
15,4:10 PM,Parker Messick,vs,0.01,-0.27,0.16,1.23,6.5%,19.6%,34.7%,25.1%,7.3%,530
16,4:05 PM,Kumar Rocker,vs,-0.06,0.03,0.03,1.14,8.0%,14.7%,40.7%,21.1%,7.0%,604
17,2:10 PM,Anthony Kay,vs,-0.06,-1.31,0.53,1.10,8.8%,19.3%,38.6%,21.2%,5.0%,350
18,10:10 PM,Bryan Woo,vs,-0.24,0.28,-0.90,0.81,6.6%,9.7%,41.3%,30.6%,8.1%,1122
19,4:10 PM,Drew Rasmussen,vs,-0.35,-0.28,-0.08,0.90,6.6%,18.0%,33.3%,18.6%,8.0%,923
20,4:05 PM,Mitch Keller,vs,-0.36,0.22,-1.29,0.79,6.8%,13.7%,37.8%,21.0%,8.6%,1125
21,4:05 PM,Michael King,@,-0.37,0.18,-1.07,0.82,9.1%,13.6%,32.6%,21.8%,6.6%,673
22,10:05 PM,J.T. Ginn,vs,-0.46,-0.25,-0.34,0.96,6.5%,15.4%,34.8%,17.7%,6.5%,726
23,4:10 PM,Reid Detmers,@,-0.47,-0.82,-0.20,0.68,6.9%,9.5%,33.4%,29.5%,7.9%,653
24,4:10 PM,Sonny Gray,@,-0.50,-0.07,-0.82,0.71,8.0%,13.6%,34.3%,18.2%,7.6%,1026
25,4:10 PM,Peter Lambert,vs,-0.66,-0.81,0.30,0.53,5.3%,7.3%,41.6%,30.1%,6.7%,288
26,10:10 PM,Jesus Luzardo,@,-0.75,-0.55,-0.62,0.71,5.6%,14.1%,28.4%,20.6%,6.9%,1164
27,7:15 PM,Ben Brown,@,-0.77,-0.52,-0.58,0.30,7.8%,4.4%,45.3%,18.4%,8.6%,741
28,4:10 PM,Christian Scott,vs,-1.27,-1.32,-0.05,0.37,1.6%,6.5%,30.0%,24.4%,8.3%,218
29,4:10 PM,Tyler Phillips,@,-1.30,-0.83,-0.90,0.25,4.6%,4.0%,28.5%,23.8%,7.0%,508
30,4:05 PM,Trey Yesavage,@,-1.33,-0.74,-1.42,0.13,4.3%,3.0%,31.1%,27.3%,6.9%,407
