Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-17 00:00:00,Great American BP,STL @ CIN,1:40,+30%,+3%,-3%,+15%,+0.68,+0.12,-0.33,+1.32,+14%,+3%,-1%,+10%,+0.32,+0.11,-0.06,+0.89,+16%,+0%,-3%,+5%,+0.36,+0.01,-0.27,+0.43
2026-08-17 00:00:00,Coors Field,LAD @ COL,8:40,+28%,+31%,+17%,+38%,+0.64,+1.10,+1.86,+3.32,+21%,+31%,+16%,+33%,+0.48,+1.07,+1.73,+2.94,+7%,+1%,+1%,+4%,+0.16,+0.03,+0.13,+0.39
2026-08-17 00:00:00,Great American BP,STL @ CIN,6:40,+17%,+3%,-2%,+10%,+0.39,+0.12,-0.24,+0.91,+14%,+3%,-1%,+10%,+0.32,+0.11,-0.06,+0.89,+3%,+0%,-2%,+0%,+0.08,+0.01,-0.18,+0.02
2026-08-17 00:00:00,Citizens Bank Park,MIA @ PHI,6:40,+13%,-1%,+1%,+7%,+0.30,-0.05,+0.10,+0.61,+16%,-3%,-2%,+5%,+0.36,-0.12,-0.19,+0.46,-3%,+2%,+3%,+2%,-0.06,+0.07,+0.29,+0.15
2026-08-17 00:00:00,Wrigley Field,CHW @ CHC,8:05,+8%,-14%,-3%,-4%,+0.18,-0.47,-0.34,-0.33,-1%,-11%,-3%,-6%,-0.02,-0.38,-0.33,-0.56,+9%,-3%,0%,+3%,+0.21,-0.09,-0.01,+0.22
2026-08-17 00:00:00,Kauffman Stadium,ATH @ KC,7:40,+5%,+3%,-1%,+1%,+0.11,+0.12,-0.14,+0.08,+11%,+2%,-1%,+4%,+0.26,+0.08,-0.07,+0.32,-7%,+1%,-1%,-3%,-0.15,+0.04,-0.07,-0.23
2026-08-17 00:00:00,Target Field,ATL @ MIN,7:40,+1%,+1%,0%,+2%,+0.02,+0.04,-0.02,+0.13,-7%,+2%,+2%,+0%,-0.15,+0.08,+0.19,+0.04,+8%,-1%,-2%,+1%,+0.18,-0.04,-0.22,+0.10
2026-08-17 00:00:00,Tropicana Field,BAL @ TB,6:05,-4%,-7%,-8%,-6%,-0.08,-0.23,-0.83,-0.53,-4%,-6%,-8%,-6%,-0.09,-0.22,-0.82,-0.52,+0%,0%,0%,0%,+0.01,-0.01,-0.01,0.00
2026-08-17 00:00:00,PNC Park,DET @ PIT,7:05,-6%,+10%,+3%,+4%,-0.14,+0.34,+0.28,+0.38,-16%,+12%,+0%,-1%,-0.35,+0.41,+0.01,-0.07,+10%,-2%,+3%,+5%,+0.22,-0.07,+0.27,+0.45
2026-08-17 00:00:00,Citi Field,SD  @ NYM,7:10,-6%,-24%,-5%,-12%,-0.14,-0.82,-0.55,-1.07,-1%,-19%,-5%,-8%,-0.02,-0.68,-0.48,-0.71,-5%,-4%,-1%,-4%,-0.11,-0.14,-0.07,-0.36
2026-08-17 00:00:00,Fenway Park,ARI @ BOS,7:10,-15%,+12%,+5%,+0%,-0.33,+0.43,+0.50,+0.04,-7%,+18%,+7%,+8%,-0.15,+0.62,+0.75,+0.71,-8%,-5%,-2%,-8%,-0.18,-0.19,-0.25,-0.67
