Matchup,BOS @ TB
Pitcher,Jake Bennett
Pitcher Team,BOS
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,10.1,42,0.297,0.330,0.378,0.081,1.45,1,0.87,9.5%,17.0%,9.5%,6.8%,8.8%,3.48,57.1%,7.0%,5.9%,47.1%,14.7%,20.0%,14.7%
vsLHB,2.2,10,0.200,0.176,0.200,-,0.75,0,-,-,4.2%,20.0%,9.1%,2.2%,6.75,60.0%,6.5%,-,12.5%,-,-,12.5%
vsRHB,7.2,32,0.333,0.380,0.444,0.111,1.70,1,1.17,12.5%,21.9%,6.2%,5.4%,11.2%,2.35,56.2%,7.2%,7.7%,57.7%,19.2%,20.0%,15.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Yandy Diaz RHB,,+543,27,20,4.60,1,3,0.412,0.500,0.706,0.294,0.507,15.0%,13.2%,10.0%,6.9%,94.5,291.2,6,3,6.7%,-,13.3%,60.0%,33.3%,75.1,55.3%,23.7%,21.1%,100.0%,40.0%,16.7%,26.7%,26.7%,13.3%,46.7%,40.0%,39.1%
Junior Caminero RHB,,+456,16,24,4.40,0,1,0.444,0.583,0.611,0.167,0.506,25.0%,16.1%,4.2%,6.3%,99.2,271.1,3,3,17.6%,5.9%,17.6%,64.7%,35.3%,81.7,96.7%,36.7%,36.7%,100.0%,17.6%,0.0%,35.3%,41.2%,41.2%,41.2%,17.6%,25.0%
Ryan Vilade RHB,,+900,16,21,3.80,0,0,0.333,0.381,0.500,0.167,0.369,9.5%,29.8%,28.6%,15.4%,78.3,266.6,3,1,-,-,7.7%,30.8%,30.8%,76.3,64.1%,7.7%,5.1%,88.6%,38.5%,0.0%,23.1%,23.1%,23.1%,38.5%,38.5%,23.8%
Austin Slater RHB,,+1020,16,19,3.20,0,0,0.222,0.263,0.222,-,0.222,5.3%,25.7%,26.3%,13.0%,85.8,257.8,2,1,-,-,-,15.4%,23.1%,70.4,12.1%,27.3%,6.1%,94.3%,15.4%,0.0%,15.4%,61.5%,38.5%,23.1%,38.5%,43.8%
Jonathan Aranda LHB,,+880,27,19,4.40,0,1,0.278,0.316,0.333,0.056,0.288,5.3%,24.3%,31.6%,11.2%,97.8,283.2,4,1,8.3%,-,16.7%,66.7%,25.0%,70.9,25.0%,34.4%,12.5%,91.4%,33.3%,0.0%,25.0%,41.7%,25.0%,50.0%,25.0%,64.7%
Chandler Simpson LHB,,+1860,14,19,3.00,0,0,0.222,0.263,0.333,0.111,0.262,5.3%,11.1%,10.5%,4.0%,79.8,228.6,1,0,-,-,-,-,18.8%,64.8,-,58.8%,-,100.0%,12.5%,0.0%,25.0%,50.0%,25.0%,37.5%,37.5%,30.0%
Taylor Walls SHB,,+1280,11,16,3.80,0,1,-,0.188,-,-,0.122,18.8%,30.8%,31.2%,12.7%,86.3,233.8,1,0,-,-,37.5%,12.5%,12.5%,67.9,-,25.0%,-,96.0%,50.0%,0.0%,-,25.0%,62.5%,25.0%,12.5%,33.3%
Nick Fortes RHB,,+1260,18,16,3.80,0,0,0.077,0.188,0.154,0.077,0.160,12.5%,6.2%,12.5%,3.2%,84.6,281.2,2,2,-,-,-,36.4%,18.2%,73.2,29.6%,18.5%,11.1%,90.0%,27.3%,0.0%,18.2%,36.4%,18.2%,54.5%,27.3%,30.8%
Cedric Mullins LHB,,+920,24,13,4.00,0,0,0.222,0.462,0.222,-,0.342,23.1%,18.2%,7.7%,7.8%,78.7,185.9,1,0,-,-,-,14.3%,-,69.7,-,23.5%,5.9%,89.5%,28.6%,0.0%,-,14.3%,14.3%,28.6%,57.1%,23.1%
Ben Williamson RHB,,+1680,8,12,3.60,0,0,0.333,0.333,0.417,0.083,0.328,-,14.3%,16.7%,7.5%,93.7,367.2,1,1,-,-,-,66.7%,11.1%,68.8,8.3%,29.2%,16.7%,92.3%,-,-,11.1%,88.9%,11.1%,55.6%,33.3%,9.1%
Richie Palacios LHB,—,N/A,9,11,3.80,0,0,0.222,0.364,0.222,-,0.280,18.2%,13.0%,18.2%,8.1%,82.2,192.8,0,0,-,-,14.3%,-,14.3%,68.3,5.0%,20.0%,-,87.0%,-,-,14.3%,71.4%,42.9%,57.1%,-,45.5%
Hunter Feduccia LHB,—,N/A,14,6,2.80,0,0,0.333,0.333,0.333,-,0.297,-,20.0%,33.3%,8.7%,92.7,285.8,1,1,25.0%,-,50.0%,50.0%,50.0%,70.4,22.2%,33.3%,11.1%,90.0%,50.0%,0.0%,25.0%,25.0%,50.0%,25.0%,25.0%,16.7%
Victor Mesa Jr. LHB,—,N/A,1,4,2.80,0,0,-,-,-,-,-,-,12.5%,25.0%,6.7%,59.7,119.1,0,0,-,-,-,-,-,72.9,28.6%,-,-,87.5%,-,-,-,66.7%,33.3%,66.7%,-,33.3%
