Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Victor Mesa Jr.,LHB,TB,Sonny Gray,R,40.4,61.6,26.3,82.2,54
Jonathan Aranda,LHB,TB,Sonny Gray,R,31.3,57.2,42.5,66.4,52.5
Heriberto Hernandez,RHB,MIA,Robert Gasser,L,64.9,34.6,39.1,46.1,41.9
Jac Caglianone,LHB,KC,German Marquez,R,30.3,54.7,19.7,42.5,38.7
Jake McCarthy,LHB,COL,Hunter Greene,R,57.8,42.2,24.4,43,38.6
Willson Contreras,RHB,BOS,Shane McClanahan,L,40.8,34.7,29.2,52.6,38.1
George Springer,RHB,TOR,Sean Burke,R,37.6,24.1,43.5,48,37.2
Jordan Walker,RHB,STL,Eduardo Rodriguez,L,36.6,47,23.7,39.3,37
TJ Rumfield,LHB,COL,Hunter Greene,R,31.1,34.8,30.2,48.7,36.5
Andruw Monasterio,RHB,BOS,Shane McClanahan,L,38.9,51.9,33.6,17.6,36.5
Nathaniel Lowe,LHB,CIN,Ryan Feltner,R,26.4,31.1,39.2,41.6,35.7
Braden Shewmake,LHB,MIL,Eury Perez,R,21.4,36.6,35.7,36.6,34.8
Jazz Chisholm Jr.,LHB,NYY,Yoshinobu Yamamoto,R,32.2,35.7,20.1,48.3,33.8
Kyle Karros,RHB,COL,Hunter Greene,R,66.7,21.4,21.8,50.9,33.4
Andy Pages,RHB,LAD,Cam Schlittler,R,36.4,30,36.3,32.9,33.3
A.J. Ewing,LHB,NYM,Alan Rangel,R,43.1,24.4,37.8,33.9,32.7
Christian Walker,RHB,HOU,Brandon Young,R,34.1,23.2,34.1,42.4,32.4
Max Muncy,LHB,LAD,Cam Schlittler,R,47.7,21.7,35.4,36.9,32.2
Derek Hill,RHB,PHI,Nolan McLean,R,15.8,34.3,26.9,41.5,32
Alejandro Osuna,LHB,TEX,Grant Holmes,R,16.2,23.5,22.4,60.5,31.7
Bryce Harper,LHB,PHI,Nolan McLean,R,36.5,26.2,32.7,35.6,31.5
Kyle Schwarber,LHB,PHI,Nolan McLean,R,29.7,29.7,29.1,37.2,31.4
Samuel Basallo,LHB,BAL,Hunter Brown,R,26.6,30.6,18,50.2,31.3
Corbin Carroll,LHB,ARI,Andre Pallante,R,30,28.5,29.5,37,31.1
Cole Carrigg,SHB,COL,Hunter Greene,R,48.1,24.4,16.3,51.2,31
Mickey Moniak,LHB,COL,Hunter Greene,R,32.5,24.4,21.4,51.2,31
Garrett Mitchell,LHB,MIL,Eury Perez,R,31.7,32.3,11.8,51.5,30.9
Drake Baldwin,LHB,ATL,Nathan Eovaldi,R,30.6,31.2,19.7,43.2,30.7
Lane Thomas,RHB,KC,German Marquez,R,35.9,18.4,15.9,60.5,29.9
Christian Yelich,LHB,MIL,Eury Perez,R,31,28.8,20.2,42.8,29.9
Willi Castro,SHB,COL,Hunter Greene,R,32.6,32.5,30,24.4,29.7
Gary Sanchez,RHB,MIL,Eury Perez,R,28.3,29.2,34.2,24.2,29.4
Caleb Durbin,RHB,BOS,Shane McClanahan,L,32.7,17.6,33.6,39.4,29.4
JJ Bleday,LHB,CIN,Ryan Feltner,R,33.7,22.6,31.1,31.1,28.4
Shohei Ohtani,LHB,LAD,Cam Schlittler,R,51.7,27.9,27.1,20.6,28.2
Nolan Arenado,RHB,ARI,Andre Pallante,R,27.8,24.3,22.3,40.8,28.2
Jorge Mateo,RHB,ATL,Nathan Eovaldi,R,42.5,20.5,20.5,42.3,28.2
Xavier Edwards,SHB,MIA,Robert Gasser,L,26.8,20.6,36.2,29.8,28.2
Seiya Suzuki,RHB,CHC,Zebby Matthews,R,44.7,17.8,23.5,41.3,28.1
Freddie Freeman,LHB,LAD,Cam Schlittler,R,17.9,29.6,24.9,33.7,28
Miguel Amaya,RHB,CHC,Zebby Matthews,R,26.4,19.9,18.3,51.2,27.9
Ryan Jeffers,RHB,MIN,Shota Imanaga,L,21.3,39,,48.6,27.9
Pete Crow-Armstrong,LHB,CHC,Zebby Matthews,R,37.2,21.8,26,32.5,27.3
Junior Caminero,RHB,TB,Sonny Gray,R,37.3,29.2,22.5,26.1,27.2
Dalton Rushing,LHB,LAD,Cam Schlittler,R,17.6,28.9,16.8,40.4,27
Javier Sanoja,RHB,MIA,Robert Gasser,L,20.6,20.6,32.4,32.2,27
Justin Foscue,RHB,TEX,Grant Holmes,R,23.2,17.5,18.4,51.8,26.9
Esteury Ruiz,RHB,MIA,Robert Gasser,L,40.1,18.8,18.8,42.1,26.8
Spencer Steer,RHB,CIN,Ryan Feltner,R,44.3,24.1,15.7,35.1,26.4
JJ Wetherholt,LHB,STL,Eduardo Rodriguez,L,27.2,22.7,23.5,34.4,26.3
Ryan Vilade,RHB,TB,Sonny Gray,R,36.2,20.7,20.7,36.8,26.3
Matt Olson,LHB,ATL,Nathan Eovaldi,R,24.3,25.8,17.7,37.4,26.1
Kyle Tucker,LHB,LAD,Cam Schlittler,R,45.8,19.6,18.2,36.9,26.1
Adrian Del Castillo,LHB,ARI,Andre Pallante,R,29.8,22.5,5.9,53.1,25.9
Francisco Alvarez,RHB,NYM,Alan Rangel,R,37.1,26.4,15.3,32.6,25.7
Michael Conforto,LHB,CHC,Zebby Matthews,R,28.7,21.7,16.1,41.3,25.6
Wyatt Langford,RHB,TEX,Grant Holmes,R,41.3,8.3,22.2,46.9,25.4
Ceddanne Rafaela,RHB,BOS,Shane McClanahan,L,25.5,23.5,17.6,36.6,25.2
Ian Happ,SHB,CHC,Zebby Matthews,R,34,17.8,9.6,50.7,25.2
Cedric Mullins,LHB,TB,Sonny Gray,R,32.4,10,17.2,52,24.9
Brice Turang,LHB,MIL,Eury Perez,R,24.6,17.8,17.9,43.1,24.8
Pete Alonso,RHB,BAL,Hunter Brown,R,25.5,16.3,22.4,38.3,24.6
Jackson Chourio,RHB,MIL,Eury Perez,R,36.4,32.8,14.5,20.2,24.5
Ketel Marte,SHB,ARI,Andre Pallante,R,29,23,24.8,23.5,24.3
Ezequiel Duran,RHB,TEX,Grant Holmes,R,36,19.6,20.6,30.4,24.2
Vinnie Pasquantino,LHB,KC,German Marquez,R,22,20.1,15.1,41.7,24.2
Yainer Diaz,RHB,HOU,Brandon Young,R,32,23.3,27.8,17.6,24.1
Mookie Betts,RHB,LAD,Cam Schlittler,R,60.5,13.4,18.6,31.1,24.1
Hunter Feduccia,LHB,TB,Sonny Gray,R,28.7,26,9.1,36.3,23.8
Leo Jimenez,RHB,MIA,Robert Gasser,L,40.4,20.6,20.6,25.5,23.8
Alex Bregman,RHB,CHC,Zebby Matthews,R,32.7,15.2,25,29.1,23.4
Jeremiah Jackson,RHB,BAL,Hunter Brown,R,68.6,9.2,21.9,27.2,23.4
Adley Rutschman,SHB,BAL,Hunter Brown,R,24.1,27.5,5.2,38.3,23.2
Evan Carter,LHB,TEX,Grant Holmes,R,34.1,35.9,7.4,19.9,23.2
Joc Pederson,LHB,TEX,Grant Holmes,R,28.2,25,26.1,14.8,23.1
Eli White,RHB,ATL,Nathan Eovaldi,R,32.2,22.3,10.9,34.7,23
Isaac Paredes,RHB,HOU,Brandon Young,R,45.2,19.1,25.1,17.2,23
Austin Wells,LHB,NYY,Yoshinobu Yamamoto,R,32.9,15.5,24.9,27.1,23
Yordan Alvarez,LHB,HOU,Brandon Young,R,16.6,28,16.5,26,22.9
Ben Rice,LHB,NYY,Yoshinobu Yamamoto,R,33,13.8,21.3,33.7,22.9
Juan Soto,LHB,NYM,Alan Rangel,R,21.5,24.2,17.7,27.4,22.8
Munetaka Murakami,LHB,CWS,Trey Yesavage,R,12.8,30,13.6,27.3,22.7
Hunter Goodman,RHB,COL,Hunter Greene,R,39.5,22.2,22.2,17.1,22.7
Jackson Holliday,LHB,BAL,Hunter Brown,R,10.7,20.2,7.8,47.7,22.4
Manny Machado,RHB,SD,Noah Cameron,L,21.8,24.2,16,26.5,22.1
Jose Altuve,RHB,HOU,Brandon Young,R,21.4,18,19.4,30.9,22
Ty France,RHB,SD,Noah Cameron,L,27.1,27.1,8.7,28.7,22
Austin Riley,RHB,ATL,Nathan Eovaldi,R,49.1,5.8,19.9,36,21.9
Mauricio Dubon,RHB,ATL,Nathan Eovaldi,R,29.7,20.9,20.9,20.9,21.8
Wilyer Abreu,LHB,BOS,Shane McClanahan,L,23.1,28.8,9.5,26.3,21.8
Taylor Trammell,LHB,HOU,Brandon Young,R,27.6,21.1,10.6,34.1,21.8
Cam Smith,RHB,HOU,Brandon Young,R,51,12.4,19.4,25.8,21.7
Jake Bauers,LHB,MIL,Eury Perez,R,33.2,17.9,18.3,26,21.6
