Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Yordan Alvarez","HOU","Anthony Kay","CWS","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Rafael Devers","SF","Bryce Elder","ATL","6","0.833","0.75","1.17","2.00","2","1","0","2","3","4","12","0.0","0.875","2"
"Dillon Dingler","DET","Taj Bradley","MIN","5","0.600","0.67","0.80","1.40","1","1","0","1","2","1","7","20.0","0.667","0"
"Bryce Eldridge","SF","Bryce Elder","ATL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Gabriel Arias","CHC","Kyle Harrison","MIL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Jake Burger","TEX","Gage Jump","ATH","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.667","1"
"Zach McKinstry","DET","Taj Bradley","MIN","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.600","1"
"Lars Nootbaar","ARI","Aaron Nola","PHI","9","0.444","0.43","0.44","0.89","2","1","0","1","2","1","8","11.1","0.583","3"
"JJ Bleday","CIN","Michael King","SD","7","0.429","0.40","0.43","0.86","2","0","0","1","1","1","6","14.3","0.600","3"
"Christian Yelich","MIL","Clay Holmes","CHC","7","0.429","0.50","0.29","0.71","1","2","0","0","2","2","5","14.3","0.600","3"
"Nico Hoerner","CHC","Kyle Harrison","MIL","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.400","0"
"Max Kepler","ARI","Aaron Nola","PHI","5","0.400","0.40","0.40","0.80","1","0","1","0","1","1","4","0.0","0.400","0"
"Dominic Canzone","SEA","Payton Tolle","BOS","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Jake Cronenworth","SD","Brady Singer","CIN","3","0.333","0.50","0.67","1.00","0","0","1","0","1","1","3","33.3","0.333","0"
"Manny Machado","SD","Brady Singer","CIN","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Sal Stewart","CIN","Michael King","SD","6","0.333","0.25","0.50","0.83","1","0","0","1","1","1","5","16.7","0.333","0"
"Jarren Duran","BOS","George Kirby","SEA","10","0.300","0.38","0.10","0.40","2","1","0","0","1","0","4","20.0","0.417","2"
"Tyler Stephenson","CIN","Michael King","SD","7","0.286","0.50","0.14","0.43","1","1","0","0","1","2","3","42.9","0.286","0"
"Geraldo Perdomo","ARI","Aaron Nola","PHI","14","0.286","0.33","0.14","0.43","2","2","0","0","2","1","6","14.3","0.313","1"
"Sal Frelick","MIL","Clay Holmes","CHC","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","0.0","0.250","0"
"Seiya Suzuki","CHC","Kyle Harrison","MIL","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","25.0","0.400","1"
"Trevor Story","BOS","George Kirby","SEA","8","0.250","0.00","0.75","1.00","0","0","0","2","2","4","8","25.0","0.250","0"
"Lawrence Butler","ATH","Jacob deGrom","TEX","10","0.200","0.20","0.40","0.60","0","1","0","1","2","1","6","40.0","0.273","1"
"Nolan Arenado","ARI","Aaron Nola","PHI","35","0.200","0.19","0.11","0.31","5","1","0","1","2","4","11","8.6","0.243","2"
"Adley Rutschman","BOS","George Kirby","SEA","22","0.182","0.19","0.14","0.32","3","0","0","1","1","2","7","22.7","0.182","0"
"James McCann","ARI","Aaron Nola","PHI","14","0.143","0.25","0.07","0.21","1","1","0","0","1","1","3","42.9","0.143","0"
