Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jazz Chisholm Jr.,LHB,NYY,Sonny Gray,R,31.8,49.2,18.8,66,42.5
Drake Baldwin,LHB,ATL,Robbie Ray,L,42.1,48.4,35.9,8.7,34.1
Dalton Rushing,LHB,LAD,Michael King,R,37.4,30.2,25.2,41.9,32.3
Ty France,RHB,SD,Emmet Sheehan,R,13.1,29.2,28.5,39.2,29.9
Miguel Andujar,RHB,SD,Emmet Sheehan,R,52.3,22.6,22.6,39.4,29.8
Ben Rice,LHB,NYY,Sonny Gray,R,39.8,22.1,26.8,39.3,29.6
Shohei Ohtani,LHB,LAD,Michael King,R,53.1,24.9,17.4,39.7,29.2
Jackson Merrill,LHB,SD,Emmet Sheehan,R,25.7,33.3,24.2,30.4,29.1
Willson Contreras,RHB,BOS,Carlos Rodon,L,41,31,19,31,28.4
Andy Pages,RHB,LAD,Michael King,R,19.3,28,20.9,39.9,28
Rodolfo Durán,RHB,SD,Emmet Sheehan,R,26.4,24.7,27.4,33.5,27.9
Andruw Monasterio,RHB,BOS,Carlos Rodon,L,34.1,34.9,23.4,19.3,27.5
Manny Machado,RHB,SD,Emmet Sheehan,R,31.8,29.1,16.7,36.1,27.4
Alex Freeland,SHB,LAD,Michael King,R,28.5,35.1,10.5,35.9,27.3
Austin Wells,LHB,NYY,Sonny Gray,R,37.8,12.4,13.6,55.7,26.1
Max Muncy,LHB,LAD,Michael King,R,14.5,28.5,18,33.6,25.2
Spencer Jones,LHB,NYY,Sonny Gray,R,19.9,9.8,9.8,60,23.4
Cody Bellinger,LHB,NYY,Sonny Gray,R,21.2,24.3,24.3,19.9,22.9
Ceddanne Rafaela,RHB,BOS,Carlos Rodon,L,36,17.9,7.8,42,22.7
Rafael Devers,LHB,SF,Chris Sale,L,40.4,17.2,,44.9,21.3
Mauricio Dubon,RHB,ATL,Robbie Ray,L,23.8,28.1,15.3,17.2,21.1
Joey Bart,RHB,ATL,Robbie Ray,L,19.5,35,7.7,17.2,20.8
Gavin Sheets,LHB,SD,Emmet Sheehan,R,18.1,15.2,20.5,27.9,20.3
Freddie Freeman,LHB,LAD,Michael King,R,28.3,11.4,11.9,39.2,20.2
Fernando Tatis Jr.,RHB,SD,Emmet Sheehan,R,27.4,22.9,3.7,33.5,20.2
Ryan Ward,LHB,LAD,Michael King,R,48.2,10.5,10.5,32.1,19.7
Samad Taylor,RHB,SD,Emmet Sheehan,R,42.4,8.3,8.3,39.2,19.4
Amed Rosario,RHB,NYY,Sonny Gray,R,35.3,6.8,6.8,45.3,19.3
Wilyer Abreu,LHB,BOS,Carlos Rodon,L,22.1,15.8,,43.9,18.7
Matt Chapman,RHB,SF,Chris Sale,L,43.1,8.7,8.7,34.3,18.5
Jung Hoo Lee,LHB,SF,Chris Sale,L,29.8,9.8,9.8,36.6,18.5
Bryce Eldridge,LHB,SF,Chris Sale,L,50.2,11.3,7.5,27.3,18
Xander Bogaerts,RHB,SD,Emmet Sheehan,R,53.3,5.3,14.5,26,18
Anthony Volpe,RHB,NYY,Sonny Gray,R,51.7,5,,44.4,18
Michael Harris II,LHB,ATL,Robbie Ray,L,28.2,14.6,11.5,24.9,17.6
Connor Wong,RHB,BOS,Carlos Rodon,L,27.2,7.8,7.8,38.8,17.5
Caleb Durbin,RHB,BOS,Carlos Rodon,L,32.4,7.8,,45.8,17.4
Willy Adames,RHB,SF,Chris Sale,L,18.8,23.1,8.7,18.8,17.3
Eli White,RHB,ATL,Robbie Ray,L,34.4,7.7,7.7,35,17.2
Matt Olson,LHB,ATL,Robbie Ray,L,21.8,11.1,12.1,30.1,17.2
Austin Riley,RHB,ATL,Robbie Ray,L,19.1,7.7,7,41.6,17.1
Paul Goldschmidt,RHB,NYY,Sonny Gray,R,22.2,13.5,15.1,20.4,16.6
Masataka Yoshida,LHB,BOS,Carlos Rodon,L,44.8,,,47.2,16.3
Jarren Duran,LHB,BOS,Carlos Rodon,L,16.6,8.6,9.8,32.4,15.7
Miguel Rojas,RHB,LAD,Michael King,R,36.1,9.5,,32.8,15.1
Casey Schmitt,RHB,SF,Chris Sale,L,24.4,13.6,8.7,20.7,15
Alex Call,RHB,LAD,Michael King,R,12.2,7.7,,43.1,14.7
Kyle Tucker,LHB,LAD,Michael King,R,31.8,4,3.5,32.6,13.8
Jose Caballero,RHB,NYY,Sonny Gray,R,16.3,9.5,5,27.8,13.4
Luis Arraez,LHB,SF,Chris Sale,L,35.6,,7.5,29.6,13.2
Jorge Mateo,RHB,ATL,Robbie Ray,L,24.8,,,42.9,13.2
Freddy Fermin,RHB,SD,Emmet Sheehan,R,33.4,6.9,,27.9,12.7
Carlos Narvaez,RHB,BOS,Carlos Rodon,L,49.8,7.8,,19,12.5
Ozzie Albies,SHB,ATL,Robbie Ray,L,16.2,,8.2,32.9,12.3
Heliot Ramos,RHB,SF,Chris Sale,L,18.8,15.4,,18.8,12
Sung-Mun Song,LHB,SD,Emmet Sheehan,R,32,7.3,,19.6,10.7
Jasson Dominguez,SHB,NYY,Sonny Gray,R,23,,9.8,19.9,10.2
Mookie Betts,RHB,LAD,Michael King,R,46.5,,5.3,11.3,9.1
Eric Haase,RHB,SF,Chris Sale,L,22.9,10.1,,10.1,8.4
Ha-Seong Kim,RHB,ATL,Robbie Ray,L,24.7,9.5,,9.5,8.2
Tommy Edman,SHB,LAD,Michael King,R,6.8,,,26,7.2
Will Wagner,LHB,SD,Emmet Sheehan,R,28.5,,,17.3,7.2
Victor Bericoto,RHB,SF,Chris Sale,L,18.8,,,20.8,7.1
Dominic Smith,LHB,ATL,Robbie Ray,L,34.1,,,10.7,6.1
Max Schuemann,RHB,NYY,Sonny Gray,R,31,,,10.1,5.6
Mike Yastrzemski,LHB,ATL,Robbie Ray,L,24.4,,,7.7,4.4
Jonah Cox,RHB,SF,Chris Sale,L,20.8,,,8.7,4.3
Mickey Gasper,SHB,BOS,Carlos Rodon,L,23.2,,,7.8,4.3
Drew Gilbert,LHB,SF,Chris Sale,L,32.7,,,,3.3
Chuckie Robinson,RHB,LAD,Michael King,R,21.4,,,,2.1
Jase Bowen,RHB,SD,Emmet Sheehan,R,14.2,,,,1.4
Drew Cavanaugh,LHB,SF,Chris Sale,L,,,,,
Oswaldo Cabrera,SHB,NYY,Sonny Gray,R,,,,,
Anthony Seigler,SHB,BOS,Carlos Rodon,L,,,,,
Nate Eaton,RHB,BOS,Carlos Rodon,L,,,,,
Ali Sanchez,RHB,NYY,Sonny Gray,R,,,,,
Rowdy Tellez,LHB,ATL,Robbie Ray,L,,,,,
Tsung-Che Cheng,LHB,BOS,Carlos Rodon,L,,,,,
