Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-09-07 00:00:00,Sutter Health Park,TOR @ ATH,10:05,+27%,+18%,+5%,+23%,+0.61,+0.64,+0.51,+1.99,+29%,+14%,+2%,+19%,+0.66,+0.48,+0.18,+1.69,-2%,+5%,+3%,+3%,-0.05,+0.16,+0.33,+0.31
2026-09-07 00:00:00,Dodger Stadium,CIN @ LAD,9:10,+21%,+0%,-4%,+5%,+0.48,+0.01,-0.37,+0.40,+18%,-4%,-5%,+0%,+0.42,-0.13,-0.57,+0.04,+3%,+4%,+2%,+4%,+0.06,+0.14,+0.20,+0.36
2026-09-07 00:00:00,Kauffman Stadium,ARI @ KC,2:10,+10%,+2%,0%,+4%,+0.23,+0.08,-0.01,+0.32,+12%,+3%,-1%,+4%,+0.26,+0.09,-0.07,+0.34,-1%,0%,+1%,0%,-0.03,-0.02,+0.06,-0.02
2026-09-07 00:00:00,Fenway Park,LAA @ BOS,1:35,-2%,+34%,+8%,+18%,-0.05,+1.20,+0.84,+1.56,-8%,+24%,+6%,+9%,-0.18,+0.83,+0.64,+0.81,+6%,+11%,+2%,+9%,+0.13,+0.37,+0.20,+0.75
2026-09-07 00:00:00,Citizens Bank Park,ATL @ PHI,1:05,-4%,0%,+1%,+1%,-0.09,-0.01,+0.13,+0.05,+14%,-3%,-2%,+5%,+0.33,-0.12,-0.20,+0.41,-19%,+3%,+3%,-4%,-0.42,+0.11,+0.33,-0.36
2026-09-07 00:00:00,Petco Park,WAS @ SD,5:10,-5%,-10%,-6%,-8%,-0.12,-0.35,-0.61,-0.70,-6%,-11%,-4%,-8%,-0.15,-0.39,-0.46,-0.68,+1%,+1%,-1%,0%,+0.03,+0.04,-0.16,-0.02
2026-09-07 00:00:00,American Family Fld,CHC @ MIL,2:10,-11%,-3%,-11%,-10%,-0.25,-0.12,-1.16,-0.88,-3%,-10%,-8%,-8%,-0.07,-0.36,-0.90,-0.69,-8%,+7%,-3%,-2%,-0.18,+0.24,-0.27,-0.20
2026-09-07 00:00:00,LoanDepot Park,NYM @ MIA,1:10,-12%,+2%,-1%,-4%,-0.27,+0.08,-0.15,-0.36,-12%,+2%,-1%,-4%,-0.26,+0.06,-0.06,-0.33,0%,+1%,-1%,0%,-0.01,+0.02,-0.10,-0.04
2026-09-07 00:00:00,Comerica Park,MIN @ DET,3:10,-14%,+10%,+3%,0%,-0.31,+0.36,+0.35,-0.04,-10%,+2%,+6%,-1%,-0.21,+0.06,+0.63,-0.07,-4%,+9%,-3%,+0%,-0.10,+0.30,-0.28,+0.03
2026-09-07 00:00:00,Oriole Park,CLE @ BAL,1:35,-17%,+17%,+7%,+4%,-0.37,+0.58,+0.79,+0.39,-8%,+10%,+6%,+4%,-0.17,+0.34,+0.67,+0.37,-9%,+7%,+1%,+0%,-0.20,+0.24,+0.12,+0.02
2026-09-07 00:00:00,Oracle Park,STL @ SF,8:10,-18%,+14%,+10%,+3%,-0.40,+0.48,+1.02,+0.26,-19%,+14%,+5%,-1%,-0.43,+0.48,+0.58,-0.07,+1%,0%,+4%,+4%,+0.03,0.00,+0.44,+0.33
