Matchup,ATH @ HOU
Pitcher,Tatsuya Imai
Pitcher Team,HOU
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,29.1,126,0.194,0.314,0.350,0.155,1.36,5,1.53,15.9%,28.2%,21.4%,14.8%,12.0%,8.28,46.5%,5.8%,9.3%,48.0%,21.3%,31.2%,10.7%
vsLHB,16.1,75,0.203,0.348,0.407,0.203,1.65,4,2.20,20.0%,24.2%,18.7%,12.3%,10.4%,7.71,40.0%,6.5%,11.4%,54.5%,25.0%,36.4%,9.1%
vsRHB,13.0,51,0.182,0.263,0.273,0.091,1.00,1,0.69,9.8%,35.2%,25.5%,18.8%,14.6%,9.00,55.8%,4.7%,6.5%,38.7%,16.1%,20.0%,12.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Tyler Soderstrom LHB,N/A,17,4.00,1,2,0.308,0.471,0.615,0.308,0.456,23.5%,18.5%,5.9%,9.1%,85.9,16.7%,-,-,33.3%,33.3%,74.0,32.0%,16.0%,16.0%,92.6%,16.7%,0.0%,25.0%,58.3%,16.7%,50.0%,33.3%,42.1%
Darell Hernaiz RHB,N/A,21,3.60,0,0,0.250,0.286,0.350,0.100,0.279,4.8%,23.3%,19.0%,11.7%,89.5,-,-,6.2%,31.2%,31.2%,67.1,-,46.4%,7.1%,96.6%,31.2%,0.0%,31.2%,37.5%,18.8%,50.0%,31.2%,33.3%
Brent Rooker RHB,N/A,20,3.60,0,0,0.176,0.300,0.235,0.059,0.257,5.0%,35.0%,25.0%,20.0%,83.2,-,-,-,8.3%,16.7%,73.4,30.8%,10.3%,-,97.5%,66.7%,0.0%,-,33.3%,8.3%,41.7%,50.0%,44.4%
Lawrence Butler LHB,N/A,20,3.00,0,0,0.056,0.150,0.056,-,0.109,10.0%,27.8%,25.0%,13.7%,91.5,-,-,15.4%,46.2%,23.1%,73.9,34.4%,18.8%,15.6%,91.4%,-,-,30.8%,61.5%,30.8%,30.8%,38.5%,33.3%
Nick Kurtz LHB,N/A,20,4.40,0,1,0.250,0.400,0.312,0.062,0.327,20.0%,42.4%,35.0%,17.9%,95.4,11.1%,-,-,66.7%,22.2%,78.6,81.2%,18.8%,18.8%,97.0%,11.1%,0.0%,11.1%,77.8%,55.6%,44.4%,-,25.0%
Jeff McNeil LHB,N/A,19,4.00,0,0,0.176,0.263,0.176,-,0.209,10.5%,17.1%,15.8%,10.8%,86.5,-,-,-,21.4%,21.4%,66.5,2.6%,26.3%,2.6%,92.7%,-,-,21.4%,64.3%,42.9%,35.7%,21.4%,40.0%
Carlos Cortes LHB,N/A,16,3.20,0,2,0.250,0.438,0.333,0.083,0.353,25.0%,7.1%,-,2.5%,88.1,16.7%,8.3%,8.3%,41.7%,66.7%,71.1,15.4%,30.8%,15.4%,92.9%,41.7%,0.0%,33.3%,-,8.3%,50.0%,41.7%,20.0%
Jonah Heim SHB,N/A,15,3.80,0,0,0.182,0.333,0.182,-,0.248,20.0%,21.4%,6.7%,9.4%,91.0,-,-,9.1%,27.3%,36.4%,70.4,11.1%,37.0%,11.1%,96.4%,54.5%,0.0%,18.2%,27.3%,9.1%,45.5%,45.5%,40.0%
Shea Langeliers RHB,N/A,14,4.20,0,0,0.077,0.143,0.154,0.077,0.137,7.1%,34.6%,14.3%,20.0%,87.7,18.2%,-,18.2%,36.4%,36.4%,74.2,34.6%,23.1%,11.5%,100.0%,9.1%,0.0%,27.3%,36.4%,36.4%,27.3%,36.4%,58.8%
Zack Gelof RHB,N/A,13,4.00,0,0,0.231,0.231,0.308,0.077,0.235,-,28.0%,46.2%,12.3%,83.6,-,-,-,14.3%,14.3%,72.6,18.2%,9.1%,-,88.0%,28.6%,0.0%,-,71.4%,14.3%,57.1%,28.6%,15.4%
Henry Bolte RHB,N/A,9,3.60,0,0,0.222,0.222,0.222,-,0.198,-,33.3%,22.2%,17.9%,89.2,-,-,-,57.1%,14.3%,76.1,64.7%,29.4%,17.6%,81.0%,14.3%,0.0%,14.3%,71.4%,42.9%,28.6%,28.6%,57.1%
Alika Williams RHB,N/A,6,2.60,0,0,0.167,0.167,0.167,-,0.148,-,27.3%,33.3%,12.0%,83.0,-,-,-,25.0%,25.0%,69.6,9.1%,9.1%,9.1%,100.0%,25.0%,0.0%,25.0%,25.0%,-,100.0%,-,33.3%
Colby Thomas RHB,N/A,1,2.40,0,0,1.000,1.000,1.000,-,0.890,-,0.0%,-,-,74.5,-,-,-,-,100.0%,75.4,50.0%,-,-,100.0%,-,-,100.0%,-,-,100.0%,-,100.0%
