Matchup,TB @ MIA
Pitcher,Lake Bachar
Pitcher Team,MIA
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,31.1,125,0.171,0.265,0.342,0.171,0.96,5,1.44,8.8%,33.9%,28.0%,23.8%,16.2%,10.05,52.4%,8.0%,7.8%,44.2%,36.4%,17.9%,24.7%
vsLHB,15.1,66,0.207,0.294,0.362,0.155,1.24,2,1.17,10.6%,29.7%,24.2%,21.6%,14.0%,9.39,48.5%,8.5%,9.5%,45.2%,28.6%,16.7%,23.8%
vsRHB,16.0,59,0.132,0.231,0.321,0.189,0.69,3,1.69,6.8%,38.5%,32.2%,26.0%,18.8%,10.69,56.7%,7.5%,5.7%,42.9%,45.7%,18.8%,25.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonathan Aranda LHB,N/A,22,4.60,3,4,0.278,0.364,0.778,0.500,0.456,13.6%,18.2%,27.3%,8.9%,91.7,23.1%,15.4%,15.4%,53.8%,46.2%,71.6,24.3%,24.3%,16.2%,86.0%,61.5%,37.5%,15.4%,23.1%,30.8%,53.8%,15.4%,45.8%
Cedric Mullins LHB,N/A,20,3.80,2,2,0.250,0.400,0.688,0.438,0.448,20.0%,28.6%,20.0%,12.7%,95.0,16.7%,16.7%,41.7%,50.0%,58.3%,70.3,-,33.3%,18.2%,94.3%,41.7%,40.0%,33.3%,16.7%,50.0%,33.3%,16.7%,26.3%
Ryan Vilade RHB,N/A,17,3.80,2,2,0.267,0.353,0.667,0.400,0.428,11.8%,31.0%,23.5%,13.2%,89.8,18.2%,18.2%,18.2%,45.5%,45.5%,75.1,53.8%,23.1%,15.4%,96.3%,36.4%,50.0%,18.2%,36.4%,27.3%,45.5%,27.3%,25.0%
Yandy Diaz RHB,N/A,17,4.40,1,1,0.429,0.529,0.714,0.286,0.522,17.6%,7.7%,5.9%,3.3%,98.7,15.4%,7.7%,15.4%,76.9%,30.8%,74.9,50.0%,38.5%,34.6%,100.0%,30.8%,25.0%,15.4%,53.8%,15.4%,69.2%,15.4%,31.2%
Victor Mesa Jr. LHB,N/A,16,3.60,1,1,0.154,0.312,0.385,0.231,0.309,18.8%,32.4%,12.5%,17.5%,92.3,18.2%,9.1%,36.4%,54.5%,27.3%,74.2,32.3%,22.6%,19.4%,91.2%,36.4%,25.0%,9.1%,27.3%,54.5%,27.3%,18.2%,44.4%
Hunter Feduccia LHB,N/A,14,3.00,1,2,0.308,0.357,0.615,0.308,0.414,7.1%,24.1%,28.6%,14.6%,82.0,11.1%,-,11.1%,33.3%,22.2%,69.4,3.8%,26.9%,7.7%,92.9%,55.6%,20.0%,11.1%,11.1%,11.1%,55.6%,33.3%,46.2%
Taylor Walls SHB,N/A,23,4.40,0,0,0.190,0.261,0.381,0.190,0.276,8.7%,35.1%,39.1%,13.1%,85.3,16.7%,8.3%,16.7%,25.0%,33.3%,67.0,2.9%,23.5%,2.9%,91.9%,25.0%,0.0%,25.0%,33.3%,50.0%,16.7%,33.3%,17.4%
Richie Palacios LHB,N/A,23,4.60,0,0,0.105,0.261,0.211,0.105,0.222,17.4%,30.8%,13.0%,13.5%,84.6,-,-,18.8%,31.2%,12.5%,70.3,6.1%,30.3%,12.1%,84.6%,25.0%,0.0%,12.5%,37.5%,43.8%,37.5%,18.8%,43.5%
Chandler Simpson LHB,N/A,20,3.40,0,0,0.316,0.350,0.316,-,0.299,5.0%,11.1%,5.0%,5.0%,81.9,-,-,-,16.7%,16.7%,64.6,4.3%,52.2%,-,92.0%,16.7%,0.0%,27.8%,44.4%,27.8%,27.8%,44.4%,20.0%
Junior Caminero RHB,N/A,18,4.60,0,0,0.312,0.389,0.375,0.062,0.340,11.1%,24.1%,16.7%,9.2%,92.1,-,-,7.7%,61.5%,23.1%,78.3,72.0%,32.0%,20.0%,89.3%,7.7%,0.0%,15.4%,76.9%,38.5%,38.5%,23.1%,14.3%
Ben Williamson RHB,N/A,18,2.60,0,0,0.200,0.333,0.200,-,0.256,16.7%,20.0%,22.2%,8.0%,93.6,-,-,-,54.5%,9.1%,67.2,4.5%,31.8%,-,88.0%,-,-,9.1%,90.9%,18.2%,63.6%,18.2%,14.3%
Nick Fortes RHB,N/A,12,3.80,0,0,-,-,-,-,-,-,20.7%,16.7%,11.1%,89.4,-,-,30.0%,20.0%,10.0%,72.4,28.0%,24.0%,4.0%,86.2%,30.0%,0.0%,10.0%,30.0%,50.0%,40.0%,10.0%,50.0%
Oliver Dunn LHB,N/A,3,2.00,0,0,-,0.333,-,-,0.216,33.3%,25.0%,33.3%,6.2%,80.6,-,-,-,-,-,75.0,50.0%,-,-,100.0%,-,-,-,-,-,100.0%,-,0.0%
