Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-09-23,Coors Field,ARI @ COL,8:40,+19%,+22%,+13%,+26%,+0.44,+0.76,+1.42,+2.30,+19%,+30%,+16%,+32%,+0.43,+1.06,+1.70,+2.83,+0%,-9%,-3%,-6%,+0.00,-0.30,-0.27,-0.53
2026-09-23,Sutter Health Park,LAA @ ATH,9:40,+27%,+15%,+3%,+20%,+0.61,+0.54,+0.35,+1.78,+31%,+13%,+2%,+20%,+0.69,+0.47,+0.17,+1.72,-4%,+2%,+2%,+1%,-0.08,+0.07,+0.17,+0.06
2026-09-23,Oriole Park,TOR @ BAL,1:35,-23%,+15%,+8%,+1%,-0.52,+0.51,+0.81,+0.10,-4%,+8%,+6%,+5%,-0.08,+0.28,+0.67,+0.46,-19%,+7%,+1%,-4%,-0.44,+0.23,+0.14,-0.36
2026-09-23,Oriole Park,TOR @ BAL,6:35,-23%,+17%,+6%,+1%,-0.51,+0.59,+0.65,+0.08,-4%,+8%,+6%,+5%,-0.08,+0.28,+0.67,+0.46,-19%,+9%,0%,-4%,-0.43,+0.30,-0.02,-0.38
2026-09-23,Dodger Stadium,SD  @ LAD,10:10,+24%,-5%,-8%,+0%,+0.53,-0.17,-0.86,+0.01,+19%,-4%,-5%,+1%,+0.44,-0.14,-0.53,+0.09,+4%,-1%,-3%,-1%,+0.10,-0.03,-0.33,-0.07
2026-09-23,Kauffman Stadium,CHW @ KC,7:40,-7%,+2%,+3%,-1%,-0.16,+0.06,+0.32,-0.09,+13%,+2%,-1%,+4%,+0.29,+0.07,-0.07,+0.36,-20%,0%,+4%,-5%,-0.45,0.00,+0.39,-0.45
2026-09-23,Oracle Park,MIN @ SF,3:45,-16%,+6%,+4%,-3%,-0.35,+0.20,+0.45,-0.30,-12%,+9%,+7%,+1%,-0.27,+0.32,+0.70,+0.11,-4%,-4%,-2%,-5%,-0.08,-0.13,-0.24,-0.41
2026-09-23,Citizens Bank Park,MIL @ PHI,6:40,-20%,+1%,+3%,-4%,-0.44,+0.05,+0.30,-0.35,+15%,-3%,-2%,+5%,+0.33,-0.09,-0.19,+0.44,-34%,+4%,+5%,-9%,-0.77,+0.14,+0.48,-0.79
2026-09-23,Globe Life Field,NYM @ TEX,8:05,-11%,-8%,-1%,-8%,-0.25,-0.27,-0.16,-0.67,-11%,-8%,-1%,-7%,-0.24,-0.28,-0.13,-0.65,-1%,+0%,0%,0%,-0.01,+0.01,-0.03,-0.02
2026-09-23,Comerica Park,WAS @ DET,1:10,-29%,+5%,+0%,-12%,-0.65,+0.18,+0.01,-1.03,-10%,+2%,+6%,-1%,-0.23,+0.07,+0.64,-0.07,-19%,+3%,-6%,-11%,-0.43,+0.11,-0.63,-0.96
2026-09-23,Truist Park,CIN @ ATL,7:15,-18%,-11%,-1%,-14%,-0.41,-0.38,-0.14,-1.23,-4%,-6%,+1%,-4%,-0.09,-0.19,+0.13,-0.32,-14%,-5%,-3%,-10%,-0.32,-0.19,-0.28,-0.91
2026-09-23,Fenway Park,CLE @ BOS,7:10,-42%,+15%,-2%,-15%,-0.94,+0.53,-0.25,-1.36,-9%,+22%,+6%,+8%,-0.20,+0.77,+0.60,+0.69,-33%,-7%,-8%,-23%,-0.74,-0.24,-0.84,-2.04
2026-09-23,PNC Park,STL @ PIT,6:40,-34%,0%,-4%,-17%,-0.77,-0.02,-0.40,-1.51,-16%,+12%,+0%,-1%,-0.36,+0.42,+0.01,-0.08,-18%,-12%,-4%,-16%,-0.41,-0.43,-0.41,-1.44
2026-09-23,T-Mobile Park,HOU @ SEA,10:10,-9%,-24%,-9%,-18%,-0.21,-0.84,-0.92,-1.55,+1%,-15%,-6%,-8%,+0.02,-0.51,-0.65,-0.70,-10%,-9%,-2%,-10%,-0.23,-0.33,-0.26,-0.85
2026-09-23,Yankee Stadium,TB  @ NYY,7:05,-28%,-2%,-11%,-18%,-0.63,-0.08,-1.17,-1.55,+12%,-12%,-6%,-2%,+0.26,-0.41,-0.66,-0.17,-40%,+10%,-5%,-16%,-0.89,+0.33,-0.51,-1.38
2026-09-23,Wrigley Field,MIA @ CHC,7:40,-32%,-15%,-8%,-26%,-0.72,-0.53,-0.89,-2.27,-2%,-11%,-3%,-7%,-0.04,-0.38,-0.32,-0.58,-30%,-4%,-5%,-19%,-0.68,-0.15,-0.56,-1.68
