HR Split,Overall
Dates,="6/3/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,1:40 PM,Erick Fedde,@,1.64,0.01,2.11,2.72,9.4%,21.5%,41.9%,32.5%,6.0%,960
2,7:15 PM,Grant Holmes,vs,1.34,1.39,0.52,1.89,11.2%,29.9%,45.3%,24.8%,7.1%,845
3,9:40 PM,Zac Gallen,vs,1.18,0.90,0.88,2.00,11.3%,18.4%,44.0%,29.2%,5.9%,1194
4,8:05 PM,Colin Rea,vs,1.02,0.36,1.29,1.70,13.3%,15.1%,40.0%,28.0%,7.7%,1067
5,1:40 PM,Taj Bradley,vs,0.86,1.16,0.10,1.42,11.4%,18.3%,42.9%,30.9%,7.3%,959
6,8:05 PM,Jeffrey Springs,@,0.71,0.21,0.61,1.74,9.4%,15.4%,36.4%,30.8%,6.3%,1109
7,9:38 PM,Michael Lorenzen,@,0.69,1.78,-0.30,1.57,9.1%,21.2%,42.4%,22.4%,7.5%,1000
8,7:05 PM,Gavin Williams,@,0.46,0.82,-0.26,0.99,11.1%,14.0%,49.2%,22.1%,9.4%,1163
9,1:05 PM,Max Meyer,@,0.24,-0.52,0.84,0.93,9.2%,13.2%,43.0%,29.8%,7.6%,685
10,6:40 PM,Walker Buehler,@,0.19,-0.38,0.62,0.99,8.7%,15.4%,41.5%,22.5%,9.4%,889
11,7:45 PM,Andre Pallante,vs,0.18,0.41,-0.13,1.28,6.5%,22.3%,34.9%,20.0%,8.2%,1078
12,3:40 PM,Freddy Peralta,@,0.16,0.32,-0.20,1.22,6.3%,16.9%,37.2%,27.5%,7.5%,1192
13,7:10 PM,Chase Burns,vs,0.08,0.40,-0.23,1.01,7.9%,16.4%,37.6%,27.0%,6.6%,552
14,3:40 PM,George Kirby,vs,-0.05,0.34,-0.39,0.94,6.9%,13.8%,43.1%,22.9%,7.3%,1025
15,6:45 PM,Payton Tolle,vs,-0.11,0.41,-0.21,0.93,6.0%,12.3%,35.7%,30.1%,8.2%,355
16,7:45 PM,MacKenzie Gore,@,-0.13,-0.10,-0.04,0.68,7.6%,8.9%,45.0%,28.0%,8.3%,1042
17,7:10 PM,Stephen Kolek,@,-0.16,-0.27,0.18,1.09,6.3%,12.8%,37.6%,23.9%,5.8%,703
18,7:15 PM,Patrick Corbin,@,-0.16,-1.09,0.13,0.89,7.2%,13.1%,45.0%,22.6%,4.8%,983
19,7:40 PM,Logan Webb,@,-0.16,-0.10,0.19,0.81,7.0%,21.5%,46.7%,13.9%,5.1%,1205
20,1:05 PM,Andrew Alvarez,vs,-0.24,0.82,-0.72,0.55,8.5%,21.3%,42.0%,10.8%,8.6%,226
21,6:45 PM,Chris Bassitt,@,-0.45,0.13,-1.06,0.83,5.0%,12.5%,36.9%,22.5%,6.2%,1120
22,8:10 PM,Spencer Arrighetti,vs,-0.64,-0.74,-0.27,0.52,6.0%,6.9%,30.9%,30.4%,7.1%,474
23,9:38 PM,Walbert Urena,vs,-0.66,-0.71,-0.30,0.61,6.4%,9.6%,31.8%,22.1%,6.4%,309
24,8:10 PM,Paul Skenes,@,-0.70,-0.66,-0.34,0.67,3.7%,14.2%,34.3%,20.9%,6.3%,1109
25,1:10 PM,Nick Martinez,vs,-0.72,-0.32,-0.78,0.55,6.3%,7.0%,32.5%,24.2%,6.5%,1081
26,9:40 PM,Shohei Ohtani,@,-0.81,-0.85,-0.43,0.50,3.0%,8.7%,38.8%,26.2%,6.3%,604
27,1:10 PM,Troy Melton,@,-0.83,-0.77,-0.01,0.23,5.4%,3.1%,41.6%,28.6%,7.0%,316
28,6:40 PM,Cristopher Sanchez,vs,-0.92,-1.00,-0.53,0.21,6.6%,5.1%,43.3%,17.4%,6.6%,1322
29,7:05 PM,Gerrit Cole,vs,-2.00,-1.95,-1.24,0.00,0.0%,0.0%,20.0%,26.7%,3.3%,90
