Matchup,HOU @ KC
Pitcher,Spencer Arrighetti
Pitcher Team,HOU
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.0,243,0.184,0.275,0.259,0.075,1.19,3,0.47,12.8%,25.6%,21.8%,23.8%,10.9%,8.37,52.0%,6.7%,6.0%,29.5%,30.2%,6.7%,19.5%
vsLHB,30.0,132,0.173,0.279,0.212,0.038,1.33,0,-,16.7%,28.0%,22.7%,23.6%,10.5%,9.00,48.9%,6.4%,4.1%,28.4%,31.1%,-,17.6%
vsRHB,26.2,111,0.196,0.272,0.309,0.113,1.05,3,1.01,8.1%,23.2%,20.7%,24.0%,11.4%,7.76,55.9%,7.2%,8.0%,30.7%,29.3%,13.6%,21.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Michael Massey LHB,,N/A,19,17,3.40,2,2,0.438,0.471,0.812,0.375,0.547,5.9%,16.7%,17.6%,9.7%,93.1,281.6,6,2,7.7%,7.7%,38.5%,46.2%,46.2%,71.8,9.1%,30.3%,12.1%,91.7%,53.8%,28.6%,30.8%,15.4%,53.8%,38.5%,7.7%,33.3%
Lane Thomas RHB,,N/A,18,18,3.60,1,2,0.308,0.500,0.615,0.308,0.470,22.2%,8.7%,16.7%,3.9%,88.4,275.9,2,2,10.0%,10.0%,20.0%,40.0%,30.0%,73.9,36.4%,22.7%,13.6%,95.7%,30.0%,33.3%,20.0%,40.0%,40.0%,50.0%,10.0%,45.5%
Nick Loftin RHB,—,N/A,13,16,3.80,1,1,0.143,0.250,0.357,0.214,0.268,12.5%,9.5%,18.8%,3.7%,90.4,292.6,4,2,9.1%,9.1%,9.1%,45.5%,27.3%,69.2,5.0%,45.0%,5.0%,95.2%,27.3%,33.3%,9.1%,45.5%,45.5%,36.4%,18.2%,14.3%
Vinnie Pasquantino LHB,,N/A,20,16,4.20,1,1,0.400,0.438,0.667,0.267,0.474,6.2%,11.8%,12.5%,5.8%,92.5,272.2,4,2,7.7%,7.7%,23.1%,53.8%,53.8%,72.0,21.9%,25.0%,18.8%,97.0%,23.1%,33.3%,46.2%,23.1%,30.8%,38.5%,30.8%,14.3%
Jac Caglianone LHB,,N/A,24,16,3.80,1,1,0.231,0.375,0.462,0.231,0.364,18.8%,26.3%,31.2%,13.3%,98.4,295.3,2,1,12.5%,12.5%,25.0%,62.5%,50.0%,76.9,78.4%,13.5%,10.8%,97.4%,25.0%,50.0%,37.5%,37.5%,62.5%,37.5%,-,50.0%
Starling Marte RHB,—,N/A,10,10,3.00,1,1,0.222,0.300,0.556,0.333,0.371,-,33.3%,50.0%,18.8%,99.2,355.0,2,1,50.0%,-,-,75.0%,75.0%,73.5,47.1%,17.6%,17.6%,94.4%,25.0%,100.0%,50.0%,25.0%,25.0%,75.0%,-,14.3%
Bobby Witt Jr. RHB,,N/A,13,21,4.40,0,0,0.188,0.381,0.188,-,0.282,23.8%,23.5%,28.6%,9.4%,87.7,224.3,2,1,-,-,10.0%,50.0%,30.0%,72.9,32.1%,17.9%,10.7%,84.8%,20.0%,0.0%,10.0%,50.0%,20.0%,70.0%,10.0%,22.7%
Salvador Perez RHB,,N/A,18,18,4.60,0,2,0.214,0.333,0.214,-,0.260,11.1%,23.3%,16.7%,13.7%,91.8,262.8,5,2,8.3%,8.3%,33.3%,50.0%,33.3%,71.7,15.0%,25.0%,7.5%,95.2%,33.3%,0.0%,33.3%,16.7%,50.0%,-,50.0%,38.5%
Isaac Collins SHB,—,N/A,10,18,3.80,0,2,0.083,0.389,0.167,0.083,0.287,33.3%,14.8%,16.7%,5.5%,81.4,304.3,3,2,11.1%,-,11.1%,33.3%,33.3%,72.9,33.3%,20.8%,4.2%,88.9%,44.4%,0.0%,22.2%,11.1%,11.1%,44.4%,44.4%,30.0%
Carter Jensen LHB,,N/A,11,14,4.40,0,0,0.154,0.143,0.231,0.077,0.154,-,16.0%,28.6%,6.8%,91.1,298.3,3,0,-,-,-,30.0%,20.0%,72.5,13.0%,21.7%,13.0%,92.0%,40.0%,0.0%,20.0%,40.0%,10.0%,40.0%,50.0%,33.3%
