Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-06-03,Angel Stadium,COL @ LAA,9:38,+7%,-3%,+1%,+2%,+0.16,-0.11,+0.10,+0.20,+9%,-4%,+1%,+3%,+0.20,-0.14,+0.14,+0.25,-2%,+1%,0%,-1%,-0.04,+0.03,-0.04,-0.05
2026-06-03,Daikin Park,PIT @ HOU,8:10,+6%,-10%,-4%,-4%,+0.12,-0.36,-0.42,-0.36,+6%,-11%,-4%,-4%,+0.14,-0.37,-0.47,-0.37,-1%,+0%,+0%,+0%,-0.01,+0.01,+0.04,+0.01
2026-06-03,Citizens Bank Park,SD  @ PHI,6:40,+3%,-3%,-2%,+0%,+0.07,-0.11,-0.17,+0.01,+14%,-4%,-2%,+4%,+0.32,-0.12,-0.21,+0.38,-11%,+0%,+0%,-4%,-0.25,+0.01,+0.04,-0.36
2026-06-03,Great American BP,KC  @ CIN,7:10,+0%,-6%,+1%,+2%,+0.01,-0.21,+0.14,+0.16,+15%,+2%,-1%,+9%,+0.33,+0.05,-0.11,+0.81,-14%,-8%,+2%,-7%,-0.32,-0.27,+0.24,-0.66
2026-06-03,T-Mobile Park,NYM @ SEA,3:40,-2%,-15%,-3%,-7%,-0.04,-0.53,-0.33,-0.61,+0%,-15%,-6%,-8%,+0.01,-0.52,-0.63,-0.71,-2%,0%,+3%,+1%,-0.05,-0.01,+0.30,+0.10
2026-06-03,Yankee Stadium,CLE @ NYY,7:05,-2%,-18%,-9%,-12%,-0.04,-0.62,-0.94,-1.03,+8%,-11%,-7%,-4%,+0.18,-0.40,-0.71,-0.31,-10%,-7%,-2%,-8%,-0.23,-0.23,-0.23,-0.73
2026-06-03,Tropicana Field,DET @ TB,1:10,-3%,-7%,-8%,-6%,-0.08,-0.24,-0.87,-0.55,-4%,-6%,-8%,-6%,-0.09,-0.23,-0.87,-0.57,+1%,0%,0%,+0%,+0.01,-0.01,0.00,+0.01
2026-06-03,American Family Fld,SF  @ MIL,7:40,-3%,-6%,-10%,-7%,-0.08,-0.21,-1.06,-0.64,+11%,-12%,-9%,-3%,+0.24,-0.40,-0.94,-0.28,-14%,+6%,-1%,-4%,-0.32,+0.19,-0.12,-0.36
2026-06-03,Wrigley Field,ATH @ CHC,8:05,-5%,-13%,-3%,-9%,-0.11,-0.47,-0.33,-0.81,-1%,-11%,-3%,-6%,-0.02,-0.37,-0.33,-0.55,-4%,-3%,+0%,-3%,-0.09,-0.10,+0.00,-0.27
2026-06-03,Chase Field,LAD @ ARI,9:40,-8%,+11%,+0%,+0%,-0.18,+0.38,+0.00,+0.03,-8%,+13%,+0%,+1%,-0.17,+0.45,+0.03,+0.13,0%,-2%,0%,-1%,-0.01,-0.07,-0.03,-0.10
2026-06-03,Fenway Park,BAL @ BOS,6:45,-10%,+25%,+7%,+9%,-0.23,+0.88,+0.71,+0.82,-7%,+20%,+7%,+9%,-0.16,+0.71,+0.74,+0.78,-3%,+5%,0%,+0%,-0.07,+0.17,-0.04,+0.04
2026-06-03,Target Field,CHW @ MIN,1:40,-11%,+3%,-1%,-3%,-0.25,+0.11,-0.08,-0.25,-7%,+2%,+3%,+1%,-0.15,+0.06,+0.28,+0.08,-5%,+1%,-3%,-4%,-0.10,+0.05,-0.36,-0.33
2026-06-03,Busch Stadium,TEX @ STL,7:45,-20%,+2%,+4%,-7%,-0.45,+0.08,+0.46,-0.64,-9%,-5%,+4%,-6%,-0.19,-0.17,+0.41,-0.52,-11%,+7%,+0%,-1%,-0.25,+0.25,+0.05,-0.12
2026-06-03,Truist Park,TOR @ ATL,7:15,-20%,-6%,+1%,-11%,-0.45,-0.21,+0.11,-0.95,-5%,-6%,+1%,-4%,-0.11,-0.20,+0.15,-0.34,-15%,0%,0%,-7%,-0.35,-0.01,-0.04,-0.61
2026-06-03,Nationals Park,MIA @ WAS,1:05,-21%,+8%,+4%,-4%,-0.47,+0.28,+0.47,-0.35,+2%,+4%,+3%,+2%,+0.04,+0.16,+0.28,+0.22,-23%,+4%,+2%,-6%,-0.51,+0.12,+0.19,-0.57
