Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Willson Contreras,RHB,BOS,Gage Jump,L,49.8,46.4,35.9,65.9,48.5
Jonathan Aranda,LHB,TB,George Kirby,R,23.3,56.3,34.2,56.3,46.4
Derek Hill,RHB,PHI,Max Scherzer,R,29.1,33.7,43.9,57.9,42.4
Kody Clemens,LHB,MIN,Robert Gasser,L,25.4,37.2,36,49.3,38.7
Ronald Acuna Jr.,RHB,ATL,Gerrit Cole,R,45.9,28.7,34.8,50.8,37.8
Jesus Sanchez,LHB,TOR,Aaron Nola,R,23.9,42.1,20.6,56.5,37.4
Jordan Walker,RHB,STL,Kyle Freeland,L,51.5,32.5,15.3,62.8,36.8
Junior Caminero,RHB,TB,George Kirby,R,54.3,35.2,37.4,30.1,36.5
Mike Trout,RHB,LAA,Sandy Alcantara,R,40.2,38.2,27.7,40.2,35.8
Brandon Lowe,LHB,PIT,Robert Stock,R,41.5,47.1,29.3,24.4,35.5
Hunter Goodman,RHB,COL,Matthew Liberatore,L,32,40.3,36.7,28.1,35.3
Royce Lewis,RHB,MIN,Robert Gasser,L,35.5,31.4,22.4,55.5,35.1
Christian Yelich,LHB,MIL,Taj Bradley,R,31.2,33.1,23.7,51.8,34.8
Ryan Jeffers,RHB,MIN,Robert Gasser,L,30.9,38.2,22.8,43.5,34.2
Austin Riley,RHB,ATL,Gerrit Cole,R,60.3,31,23.7,40.1,34
Victor Mesa Jr.,LHB,TB,George Kirby,R,34.7,36.9,19.8,45.7,33.8
Luis Garcia Jr.,LHB,NYY,Chris Sale,L,28,29.6,20.6,55.5,33.2
Liam Hicks,LHB,TB,George Kirby,R,41.8,36.5,18.9,41.9,33.1
Tyrone Taylor,RHB,CHC,Seth Lugo,R,49.8,28.9,18.7,49.3,33
Miguel Amaya,RHB,CHC,Seth Lugo,R,35.3,27.9,20.3,53.2,32.7
Kazuma Okamoto,RHB,TOR,Aaron Nola,R,38.8,33.1,23,40.8,32.6
Leo Jimenez,RHB,MIA,Walbert Urena,R,43.2,43.3,,52.7,32.6
Michael Conforto,LHB,CHC,Seth Lugo,R,31.2,30.1,14.6,55.6,31.9
Pete Crow-Armstrong,LHB,CHC,Seth Lugo,R,36.8,27.1,19.3,51.9,31.9
Bryson Stott,LHB,PHI,Max Scherzer,R,20.7,33.4,11.7,52.2,30.3
Seiya Suzuki,RHB,CHC,Seth Lugo,R,48,20.9,25.6,41.9,30.3
Andruw Monasterio,RHB,BOS,Gage Jump,L,26.6,32,35.2,23.1,30.2
Cedric Mullins,LHB,TB,George Kirby,R,17.5,19.3,26.1,55.3,30.2
JJ Wetherholt,LHB,STL,Kyle Freeland,L,29.6,27.4,22.3,43.2,30
Carter Jensen,LHB,KC,Clay Holmes,R,26,33.3,27.5,30.1,30
Pete Alonso,RHB,BAL,Jacob deGrom,R,27.6,24.2,31.1,37.6,30
Lane Thomas,RHB,ATL,Gerrit Cole,R,38.9,25.5,20.6,43,29.7
Ivan Herrera,RHB,STL,Kyle Freeland,L,21.3,24.5,20.4,51.5,29.7
Munetaka Murakami,LHB,CWS,Gavin Williams,R,22.5,36.6,13.3,41.9,29.5
Brooks Lee,SHB,MIN,Robert Gasser,L,30.3,27.1,15.7,48.4,29.3
Nelson Velazquez,RHB,STL,Kyle Freeland,L,41.7,26.8,18.4,40.9,29.3
Drake Baldwin,LHB,ATL,Gerrit Cole,R,29.2,23.6,19,49.3,29.2
Dillon Dingler,RHB,DET,Landen Roupp,R,32,23.5,23.3,42.7,29.1
Trea Turner,RHB,PHI,Max Scherzer,R,45.4,25.7,26.9,29.4,29
Jackson Chourio,RHB,MIL,Taj Bradley,R,34.5,30.2,28.5,25.4,28.9
Jahmai Jones,RHB,BOS,Gage Jump,L,35.9,17.7,33.5,35.9,28.8
Zach Neto,RHB,LAA,Sandy Alcantara,R,38.2,23.4,21.8,40.2,28.6
Henry Davis,RHB,PIT,Robert Stock,R,50,24.9,21.7,33.3,28.6
Bryce Harper,LHB,PHI,Max Scherzer,R,40,25.7,36.9,17.8,28.5
Gary Sanchez,RHB,MIL,Taj Bradley,R,32.9,26,22.2,36.1,28.1
Gabriel Moreno,RHB,ARI,Yoshinobu Yamamoto,R,35.4,27.7,15,41.6,28.1
Jose Ramirez,SHB,CLE,Anthony Kay,L,18.8,27.7,18.4,43.3,27.9
Michael Busch,LHB,CHC,Seth Lugo,R,43.1,23.2,11,48.6,27.9
James McCann,RHB,ARI,Yoshinobu Yamamoto,R,46.3,15.9,27.6,37.2,27.8
Yordan Alvarez,LHB,HOU,Michael King,R,34.1,28.7,19.4,33.9,27.8
Trevor Larnach,LHB,MIN,Robert Gasser,L,47.2,21.3,21.3,36,27.6
Ty France,RHB,SD,Peter Lambert,R,21.8,24.7,21.6,39.9,27.3
Edmundo Sosa,RHB,PHI,Max Scherzer,R,34.6,25.4,22.9,31.4,27.1
Bobby Witt Jr.,RHB,KC,Clay Holmes,R,40.3,24.2,14.4,40.3,26.9
Esmerlyn Valdez,RHB,PIT,Robert Stock,R,40.9,26.1,16.7,33.3,26.6
Max Muncy,LHB,LAD,Brandon Pfaadt,R,28.4,25.1,17.9,38.4,26.6
Ryan Vilade,RHB,TB,George Kirby,R,36.3,21.3,21.3,36.3,26.6
Drew Romo,SHB,CWS,Gavin Williams,R,37.6,14.8,31.9,32.1,26.5
Cal Raleigh,SHB,SEA,Griffin Jax,R,32.3,16.8,16.8,49.1,26.4
Colson Montgomery,LHB,CWS,Gavin Williams,R,30.2,14.8,31.4,35.1,26.4
Tyler Freeman,RHB,COL,Matthew Liberatore,L,23.2,5,35,45.8,26
Daylen Lile,LHB,WSH,Chase Burns,R,20.8,31.4,20.5,27.2,26
Trent Grisham,LHB,NYY,Chris Sale,L,47.8,21,28.8,20.6,25.9
Vaughn Grissom,RHB,LAA,Sandy Alcantara,R,42,23.2,23.3,26.4,25.9
Kyle Schwarber,LHB,PHI,Max Scherzer,R,36.7,17.4,24.1,35.3,25.8
Luis Campusano,RHB,SD,Peter Lambert,R,36.8,20.5,19.4,36.6,25.8
Angel Martinez,SHB,CLE,Anthony Kay,L,19.1,19.8,33.4,27.9,25.8
Jared Young,LHB,NYM,Bubba Chandler,R,42.2,21.2,18.5,34.1,25.7
Colton Cowser,LHB,BAL,Jacob deGrom,R,37.8,31.8,15.1,24.5,25.6
Garrett Mitchell,LHB,MIL,Taj Bradley,R,36,19.9,14.6,42.2,25.5
Matt Olson,LHB,ATL,Gerrit Cole,R,26.3,23.8,17.3,36.9,25.4
William Contreras,RHB,MIL,Taj Bradley,R,34.4,26.6,16.2,31.3,25.4
Francisco Lindor,SHB,NYM,Bubba Chandler,R,23.2,24.8,18.5,34.9,25.3
Andy Pages,RHB,LAD,Brandon Pfaadt,R,32.6,15.8,17.9,44.6,25.3
Tim Tawa,RHB,ARI,Yoshinobu Yamamoto,R,38.2,24,18.5,30.3,25.3
Yainer Diaz,RHB,HOU,Michael King,R,19.7,22.5,25.4,31.1,25.2
Jo Adell,RHB,CLE,Anthony Kay,L,36.2,27.6,32.4,7.7,24.9
Josh Smith,LHB,TOR,Aaron Nola,R,31.2,28.7,,46.1,24.7
Caleb Durbin,RHB,BOS,Gage Jump,L,40.2,9.2,33.6,29.7,24.7
Justin Foscue,RHB,TEX,Kyle Bradish,R,16.3,8,8,71.2,24.6
Miguel Vargas,RHB,CWS,Gavin Williams,R,23,21.2,28.9,24,24.4
Francisco Alvarez,RHB,NYM,Bubba Chandler,R,18,26.2,19.7,29.9,24.4
Lawrence Butler,LHB,ATH,Jake Bennett,L,53.6,18.8,8.6,39.6,24.4
Kyle Stowers,LHB,MIA,Walbert Urena,R,34.7,12.8,15.7,46.5,24.3
Brice Turang,LHB,MIL,Taj Bradley,R,30.1,15.8,14,45.8,24.2
Corbin Carroll,LHB,ARI,Yoshinobu Yamamoto,R,22.6,19.9,15.5,41.3,24.2
A.J. Ewing,LHB,NYM,Bubba Chandler,R,31,15.6,14.5,44.6,24.1
Richie Palacios,LHB,TB,George Kirby,R,27.9,27.9,18.6,23.5,24
Blaze Jordan,RHB,STL,Kyle Freeland,L,39.2,23.5,,46.3,23.7
Shohei Ohtani,LHB,LAD,Brandon Pfaadt,R,44.8,12.1,16.5,39.7,23.6
Jose Siri,RHB,LAA,Sandy Alcantara,R,44.5,27.9,9.4,26.4,23.6
Denzer Guzman,RHB,LAA,Sandy Alcantara,R,53.5,15.8,11.8,36.9,23.6
Tyler Soderstrom,LHB,ATH,Jake Bennett,L,56.3,6.6,28,29.2,23.6
Braden Montgomery,SHB,CWS,Gavin Williams,R,32.1,15.4,22.5,32.1,23.4
Jared Triolo,RHB,PIT,Robert Stock,R,55.3,17.7,11.1,33.3,23.4
Connor Wong,RHB,BOS,Gage Jump,L,51.9,16.1,9,39.3,23.3
Eugenio Suarez,RHB,CIN,Andrew Alvarez,L,31.1,13.6,21.3,36.2,23.3
Elly De La Cruz,SHB,CIN,Andrew Alvarez,L,29.9,15.8,28,25.5,23.3
Amed Rosario,RHB,NYY,Chris Sale,L,24.3,18.8,18.8,34,23.2
Griffin Conine,LHB,MIA,Walbert Urena,R,34.9,23.7,17.4,24.2,23.1
Alejandro Osuna,LHB,TEX,Kyle Bradish,R,11.5,19.7,17.2,39.5,23.1
Alec Bohm,RHB,PHI,Max Scherzer,R,39.4,14.5,10.5,43.1,22.9
Davis Schneider,RHB,TOR,Aaron Nola,R,26,19.6,19.6,29.1,22.6
Jackson Holliday,LHB,BAL,Jacob deGrom,R,14.6,21,14.1,38.3,22.6
Freddie Freeman,LHB,LAD,Brandon Pfaadt,R,26.1,17.9,9.3,43.1,22.4
Manny Machado,RHB,SD,Peter Lambert,R,28.1,19.1,16.7,31.4,22.4
Jake Bauers,LHB,MIL,Taj Bradley,R,37.1,17.8,14.7,32.4,22.4
Nathan Church,LHB,STL,Kyle Freeland,L,42.7,14,12.8,37.1,22.3
Brett Baty,LHB,NYM,Bubba Chandler,R,24.8,12.9,15.9,42.1,22.3
Evan Carter,LHB,TEX,Kyle Bradish,R,20,30.4,2.5,35.7,22.3
Matt McLain,RHB,CIN,Andrew Alvarez,L,21.7,9.5,9.5,55.6,22.2
Gabriel Arias,RHB,NYM,Bubba Chandler,R,55.1,15.5,12.6,29.9,22.2
Randal Grichuk,RHB,CWS,Gavin Williams,R,40.1,18,9.5,35.8,22.1
Jac Caglianone,LHB,KC,Clay Holmes,R,25.9,27.4,13.3,23.9,22.1
Josh Bell,SHB,MIN,Robert Gasser,L,27.7,22.6,11.4,31.2,21.9
Randy Arozarena,RHB,SEA,Griffin Jax,R,36,19,8.8,36,21.9
Joe Mack,LHB,MIA,Walbert Urena,R,38.2,18.8,7.5,36.7,21.8
Heriberto Hernandez,RHB,MIA,Walbert Urena,R,34.6,14.4,15.6,34.6,21.8
Wilyer Abreu,LHB,BOS,Gage Jump,L,21.7,29.1,11.3,23.8,21.7
