Matchup,NYM @ PIT
Pitcher,Zach Thornton
Pitcher Team,NYM
Opposing Team,PIT

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,4.2,0.64,="3-17",.176,.235,0.059,0,1,0,1,16.7,0,.167,.402
Batting Second,4.0,1.25,="3-15",.200,.200,0.000,0,0,0,0,17.6,2,.294,.494
Batting Third,3.1,2.10,="3-12",.250,.250,0.000,0,0,0,2,6.3,4,.438,.688
Batting Fourth,5.0,0.80,="3-15",.200,.600,0.400,2,0,0,6,6.3,1,.250,.850
Batting Fifth,5.0,0.20,="1-15",.067,.067,0.000,0,0,0,0,37.5,0,.067,.134
Batting Sixth,3.1,1.20,="2-12",.167,.250,0.083,0,1,0,0,21.4,2,.286,.536
Batting Seventh,3.2,0.82,="3-13",.231,.538,0.307,1,1,0,2,23.1,0,.231,.769
Batting Eighth,2.1,1.71,="3-10",.300,.300,0.000,0,0,0,0,25.0,1,.417,.717
Batting Ninth,2.1,2.14,="5-12",.417,.500,0.083,0,1,0,1,8.3,0,.417,.917

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Jake Mangum SHB,Batting First ​,="38-131",.290,.389,0.099,2,5,1,9,21.1,7,.345,.734
Brandon Lowe LHB,Batting Second ​,="102-386",.264,.516,0.252,24,23,1,70,27.4,40,.332,.848
Bryan Reynolds SHB,Batting Third ​,="113-424",.267,.443,0.176,15,26,2,61,24.6,70,.379,.822
Esmerlyn Valdez RHB,Batting Fourth ​,="23-106",.217,.509,0.292,8,5,1,26,38.2,22,.351,.860
Spencer Horwitz LHB,Batting Fifth ​,="8-35",.229,.343,0.114,1,1,0,7,26.3,2,.289,.632
Nick Gonzales RHB,Batting Sixth ​,="53-147",.361,.476,0.115,3,8,0,17,15.1,9,.409,.885
Ronny Simon SHB,Batting Seventh ​,="0-4",.000,.000,0.000,0,0,0,0,0.0,0,.000,.000
Jared Triolo RHB,Batting Eighth ​,="26-90",.289,.367,0.078,1,4,0,10,22.2,6,.347,.714
Rafael Flores RHB,Batting Eighth ​,="3-17",.176,.412,0.236,1,1,0,2,19.0,4,.333,.745
