HR Split,Overall
Dates,="6/8/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:38 PM,Grayson Rodriguez,vs,1.35,1.59,0.02,2.00,10.3%,21.1%,50.0%,32.8%,6.7%,172
2,9:45 PM,Miles Mikolas,@,1.28,0.61,1.72,2.00,11.5%,23.0%,40.4%,28.5%,6.9%,1013
3,10:05 PM,Jeffrey Springs,vs,0.93,0.61,0.88,2.02,9.3%,18.8%,37.5%,30.1%,7.1%,1122
4,6:40 PM,Connelly Early,@,0.55,0.99,0.25,1.36,10.4%,14.6%,43.4%,32.5%,7.6%,501
5,6:40 PM,Gavin Williams,vs,0.38,0.59,-0.28,1.06,10.4%,17.3%,47.5%,23.2%,9.4%,1178
6,6:35 PM,Emerson Hancock,@,0.34,0.56,-0.24,1.16,9.9%,16.6%,45.5%,27.7%,7.2%,786
7,9:40 PM,Andrew Abbott,@,-0.13,-0.15,0.04,1.23,7.9%,10.1%,38.6%,28.9%,6.7%,1096
8,6:40 PM,Will Warren,@,-0.16,0.16,-0.29,1.03,7.1%,12.7%,39.3%,31.2%,8.3%,1122
9,9:40 PM,Walker Buehler,vs,-0.17,-0.40,0.26,0.80,9.9%,13.5%,41.6%,21.0%,8.8%,914
10,7:07 PM,Patrick Corbin,vs,-0.17,-1.10,0.33,1.09,7.5%,14.4%,44.3%,24.8%,4.9%,1007
11,6:40 PM,Ian Seymour,vs,-0.23,0.36,-0.48,1.10,5.5%,12.3%,34.5%,35.7%,9.2%,412
12,9:38 PM,Spencer Arrighetti,@,-0.86,-0.96,-0.04,0.74,5.4%,9.4%,30.3%,30.6%,7.2%,489
13,9:45 PM,Logan Webb,vs,-0.91,-0.56,-0.70,0.62,5.7%,15.1%,41.4%,15.4%,5.1%,1224
14,10:05 PM,Kyle Harrison,@,-0.93,-1.22,-0.43,0.70,5.2%,10.6%,29.7%,27.1%,7.7%,494
15,7:07 PM,Cristopher Sanchez,@,-1.27,-1.06,-1.04,0.20,7.0%,4.9%,43.8%,18.3%,7.0%,1345
