Matchup,TOR @ SF
Pitcher,Landen Roupp
Pitcher Team,SF
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,49.0,222,0.287,0.364,0.477,0.190,1.63,5,0.92,10.8%,27.0%,24.8%,17.9%,11.3%,10.10,57.7%,4.6%,6.4%,33.3%,24.8%,14.3%,17.0%
vsLHB,27.1,127,0.269,0.350,0.417,0.148,1.72,2,0.66,14.2%,26.0%,24.4%,19.3%,10.4%,10.21,55.9%,4.2%,5.3%,32.9%,25.0%,10.5%,15.8%
vsRHB,21.2,95,0.310,0.383,0.552,0.241,1.52,3,1.25,6.3%,28.0%,25.3%,16.4%,12.5%,9.97,60.0%,5.2%,7.7%,33.8%,24.6%,18.8%,18.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brandon Valenzuela SHB,—,N/A,16,15,2.60,1,2,0.231,0.333,0.538,0.308,0.371,13.3%,18.5%,33.3%,6.8%,87.2,249.8,3,1,12.5%,12.5%,50.0%,37.5%,62.5%,72.2,19.2%,15.4%,3.8%,96.3%,75.0%,37.5%,33.3%,37.5%,12.5%,62.5%,25.0%,12.5%,41.2%
Daulton Varsho LHB,,+720,18,15,3.40,1,1,0.267,0.267,0.600,0.333,0.369,-,27.3%,26.7%,16.7%,86.5,244.9,2,1,9.1%,9.1%,36.4%,36.4%,36.4%,73.3,33.3%,16.7%,8.3%,85.7%,54.6%,36.4%,25.0%,18.2%,27.3%,54.5%,36.4%,9.1%,40.0%
Kazuma Okamoto RHB,,+571,25,12,3.80,1,1,0.091,0.167,0.364,0.273,0.229,8.3%,40.9%,50.0%,17.0%,74.3,388.4,1,1,20.0%,20.0%,20.0%,40.0%,20.0%,72.7,21.1%,15.8%,5.3%,86.4%,20.0%,20.0%,100.0%,-,80.0%,80.0%,-,20.0%,18.2%
Ernie Clement RHB,,+1620,12,18,3.60,0,0,0.118,0.167,0.118,-,0.135,5.6%,16.7%,5.6%,8.6%,83.8,292.0,6,0,-,-,12.5%,-,31.2%,67.8,-,45.8%,-,82.8%,56.3%,37.5%,0.0%,18.8%,43.8%,31.2%,68.8%,-,36.8%
Vladimir Guerrero Jr. RHB,,+960,9,16,4.00,0,0,0.200,0.250,0.333,0.133,0.255,6.2%,23.8%,25.0%,10.2%,92.3,247.6,2,2,18.2%,9.1%,27.3%,54.5%,27.3%,76.7,57.9%,31.6%,31.6%,90.5%,36.4%,9.1%,0.0%,27.3%,54.5%,45.5%,27.3%,27.3%,17.6%
Myles Straw RHB,—,N/A,9,15,1.60,0,0,0.143,0.200,0.143,-,0.162,6.7%,5.6%,6.7%,2.2%,89.2,168.7,0,0,-,-,-,30.8%,15.4%,69.1,-,62.5%,12.5%,88.9%,7.7%,-,-,7.7%,84.6%,46.2%,38.5%,15.4%,18.2%
Yohendrick Pinango LHB,,+1150,5,14,2.80,0,0,0.154,0.214,0.231,0.077,0.201,7.1%,16.0%,7.1%,8.3%,83.3,190.3,1,0,-,-,-,33.3%,25.0%,76.4,65.2%,21.7%,8.7%,92.0%,25.0%,16.7%,0.0%,8.3%,50.0%,8.3%,41.7%,50.0%,30.8%
Nathan Lukes LHB,,+1200,10,13,4.40,0,0,0.231,0.231,0.231,-,0.205,-,19.0%,15.4%,8.9%,83.3,236.9,1,0,-,-,18.2%,-,27.3%,67.1,-,23.5%,-,85.0%,63.7%,27.3%,0.0%,36.4%,27.3%,27.3%,36.4%,36.4%,21.4%
Alejandro Kirk RHB,,+900,17,13,4.00,0,0,0.231,0.231,0.231,-,0.205,-,8.7%,7.7%,4.8%,78.4,268.5,2,0,-,-,16.7%,16.7%,16.7%,70.5,11.1%,27.8%,5.6%,78.3%,33.4%,16.7%,0.0%,16.7%,58.3%,33.3%,25.0%,41.7%,21.4%
Andres Gimenez LHB,,+1200,10,9,3.20,0,0,0.250,0.333,0.375,0.125,0.312,11.1%,40.0%,33.3%,19.4%,87.5,175.0,0,0,-,-,-,20.0%,40.0%,69.5,6.7%,26.7%,6.7%,100.0%,60.0%,20.0%,0.0%,40.0%,20.0%,20.0%,20.0%,60.0%,33.3%
Sean Keys LHB,—,N/A,10,8,3.40,0,0,0.125,0.125,0.125,-,0.111,-,58.8%,50.0%,29.4%,97.0,202.2,1,0,-,-,25.0%,75.0%,25.0%,73.5,28.6%,21.4%,14.3%,82.4%,25.0%,-,-,25.0%,50.0%,25.0%,75.0%,-,28.6%
Luis Urias RHB,—,N/A,5,5,2.40,0,0,0.250,0.400,0.250,-,0.308,20.0%,0.0%,-,-,75.1,176.7,0,0,-,-,25.0%,-,25.0%,67.9,9.1%,18.2%,-,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,75.0%,25.0%,-,40.0%
