Matchup,TOR @ BAL
Pitcher,Chris Bassitt
Pitcher Team,BAL
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,97.0,438,0.291,0.344,0.418,0.126,1.55,10,0.93,8.4%,21.6%,16.4%,16.3%,9.9%,6.68,58.3%,8.0%,5.0%,37.2%,24.7%,12.7%,14.7%
vsLHB,55.2,260,0.310,0.372,0.472,0.162,1.72,8,1.29,9.6%,21.0%,15.8%,13.7%,9.9%,6.63,57.5%,7.8%,6.8%,39.3%,27.7%,15.1%,16.8%
vsRHB,40.1,178,0.264,0.305,0.340,0.075,1.34,2,0.45,6.7%,22.5%,17.4%,21.7%,9.8%,6.92,59.4%,8.4%,2.3%,34.1%,20.2%,7.7%,11.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brett Bateman LHB,,+760,8,3.80,8,1,1,87.3,296.0,1,1,12.5%,12.5%,12.5%,25.0%,25.0%,69.4,7.1%,28.6%,7.1%,93.3%,50.0%,37.5%,33.3%,12.5%,50.0%,37.5%,25.0%,37.5%,42.9%
Sean Keys LHB,—,N/A,30,2.40,8,1,1,92.5,310.4,5,3,37.5%,12.5%,25.0%,75.0%,62.5%,75.3,80.0%,70.0%,40.0%,90.9%,62.5%,37.5%,33.3%,25.0%,25.0%,50.0%,37.5%,12.5%,16.7%
Davis Schneider RHB,—,N/A,25,1.60,8,1,1,90.2,305.5,4,2,12.5%,-,12.5%,50.0%,50.0%,69.9,-,45.5%,18.2%,100.0%,87.5%,62.5%,20.0%,25.0%,12.5%,25.0%,62.5%,12.5%,20.0%
Kazuma Okamoto RHB,,+566,20,4.20,8,0,0,93.0,299.9,5,0,-,-,25.0%,50.0%,50.0%,71.6,16.7%,41.7%,25.0%,100.0%,87.5%,50.0%,0.0%,37.5%,12.5%,25.0%,62.5%,12.5%,28.6%
Brandon Valenzuela SHB,—,N/A,15,3.60,8,0,0,86.6,210.8,2,0,-,-,25.0%,25.0%,25.0%,73.1,16.7%,33.3%,16.7%,100.0%,50.0%,25.0%,0.0%,25.0%,37.5%,50.0%,50.0%,-,37.5%
George Springer RHB,,+750,17,3.40,8,0,0,85.4,311.7,3,0,-,-,-,25.0%,12.5%,75.1,70.0%,30.0%,10.0%,90.9%,37.5%,25.0%,0.0%,12.5%,62.5%,50.0%,50.0%,-,40.0%
Charles McAdoo RHB,—,N/A,6,2.00,8,0,0,89.1,226.1,0,0,-,-,-,37.5%,-,73.4,44.4%,55.6%,11.1%,100.0%,12.5%,12.5%,0.0%,-,87.5%,37.5%,37.5%,25.0%,28.6%
Myles Straw RHB,,+1100,11,3.00,8,0,0,89.1,278.5,2,0,-,-,37.5%,25.0%,50.0%,66.3,-,87.5%,-,100.0%,62.5%,12.5%,0.0%,50.0%,37.5%,50.0%,25.0%,25.0%,42.9%
Nathan Lukes LHB,,+1120,12,3.40,8,0,1,91.4,292.1,3,1,-,-,12.5%,25.0%,62.5%,66.5,-,43.8%,6.2%,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,25.0%,12.5%,62.5%,57.1%
Vladimir Guerrero Jr. RHB,,+750,17,3.60,8,0,0,89.5,152.1,0,0,-,-,12.5%,50.0%,12.5%,77.5,80.0%,40.0%,30.0%,100.0%,37.5%,12.5%,0.0%,25.0%,62.5%,50.0%,37.5%,12.5%,33.3%
Andres Gimenez LHB,,+1060,14,3.60,8,0,0,91.3,241.2,2,0,-,-,37.5%,37.5%,37.5%,69.5,-,40.0%,13.3%,100.0%,62.5%,25.0%,0.0%,37.5%,25.0%,62.5%,25.0%,12.5%,85.7%
Josh Smith LHB,,+920,24,3.00,8,0,0,84.7,256.2,2,0,-,-,12.5%,25.0%,25.0%,68.8,-,30.8%,-,92.9%,62.5%,50.0%,0.0%,12.5%,37.5%,12.5%,50.0%,37.5%,40.0%
Alejandro Kirk RHB,,+880,23,4.20,8,0,0,80.0,211.3,0,0,-,-,-,25.0%,12.5%,73.0,33.3%,22.2%,22.2%,81.8%,25.0%,12.5%,0.0%,12.5%,75.0%,37.5%,12.5%,50.0%,50.0%
Ernie Clement RHB,,+1300,14,3.40,8,0,0,79.6,260.7,0,0,-,-,12.5%,25.0%,-,68.1,-,50.0%,-,88.9%,50.0%,50.0%,0.0%,-,50.0%,37.5%,50.0%,12.5%,20.0%
