Matchup,MIN @ PIT
Pitcher,Braxton Ashcraft
Pitcher Team,PIT
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,68.2,275,0.220,0.276,0.344,0.124,1.05,6,0.79,6.2%,27.0%,25.5%,26.0%,13.7%,9.17,68.0%,7.6%,5.5%,37.2%,25.7%,12.8%,12.6%
vsLHB,34.1,147,0.221,0.297,0.374,0.153,1.17,4,1.05,7.5%,26.5%,29.3%,28.1%,13.5%,11.27,70.7%,7.1%,5.6%,39.3%,29.2%,15.4%,20.2%
vsRHB,33.2,128,0.218,0.252,0.311,0.092,0.95,2,0.53,4.7%,27.5%,21.1%,23.3%,13.9%,7.22,64.8%,8.2%,5.3%,35.1%,22.3%,9.5%,5.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan Kreidler RHB,N/A,18,1.60,2,2,0.278,0.278,0.611,0.333,0.382,-,29.7%,33.3%,20.4%,89.5,16.7%,8.3%,8.3%,41.7%,41.7%,73.8,38.9%,16.7%,11.1%,97.3%,33.3%,50.0%,25.0%,41.7%,33.3%,58.3%,8.3%,70.6%
Byron Buxton RHB,+229,23,4.20,1,1,0.200,0.304,0.450,0.250,0.328,8.7%,22.9%,17.4%,11.6%,93.1,6.2%,-,12.5%,43.8%,25.0%,74.6,45.7%,21.7%,10.9%,95.8%,37.5%,0.0%,25.0%,31.2%,37.5%,31.2%,31.2%,29.2%
Trevor Larnach LHB,+583,22,3.80,1,1,0.286,0.318,0.476,0.190,0.348,-,22.9%,22.7%,14.5%,89.1,6.2%,6.2%,25.0%,37.5%,37.5%,70.8,17.2%,31.0%,17.2%,82.9%,31.2%,20.0%,25.0%,31.2%,43.8%,25.0%,31.2%,55.0%
Kody Clemens LHB,+297,18,4.20,1,2,0.235,0.278,0.471,0.235,0.322,5.6%,21.6%,22.2%,11.3%,93.2,7.7%,-,15.4%,38.5%,23.1%,71.8,8.3%,30.6%,8.3%,97.3%,46.2%,16.7%,23.1%,23.1%,30.8%,30.8%,38.5%,38.9%
Victor Caratini SHB,N/A,17,3.60,1,1,0.250,0.412,0.500,0.250,0.381,23.5%,25.0%,17.6%,8.6%,91.5,10.0%,-,10.0%,50.0%,60.0%,71.6,13.3%,46.7%,26.7%,75.0%,10.0%,100.0%,40.0%,40.0%,10.0%,70.0%,20.0%,17.6%
Austin Martin RHB,+1208,26,3.80,0,0,0.080,0.115,0.120,0.040,0.108,3.8%,24.1%,23.1%,12.3%,88.7,-,-,21.1%,21.1%,31.6%,69.6,5.9%,27.5%,3.9%,94.4%,15.8%,0.0%,31.6%,52.6%,57.9%,21.1%,21.1%,39.3%
Luke Keaschall RHB,+965,24,4.00,0,0,0.273,0.333,0.318,0.045,0.298,-,22.6%,16.7%,10.6%,83.2,-,-,5.6%,27.8%,27.8%,67.5,3.6%,32.1%,10.7%,93.3%,16.7%,0.0%,33.3%,38.9%,27.8%,38.9%,33.3%,30.0%
Josh Bell SHB,+393,17,3.60,0,0,0.294,0.294,0.412,0.118,0.306,-,40.5%,17.6%,22.1%,94.0,14.3%,7.1%,28.6%,42.9%,35.7%,70.8,16.7%,40.0%,13.3%,83.3%,28.6%,0.0%,21.4%,50.0%,50.0%,14.3%,35.7%,45.0%
James Outman LHB,N/A,15,2.60,0,0,0.308,0.400,0.385,0.077,0.349,13.3%,30.0%,26.7%,14.1%,90.0,-,-,33.3%,33.3%,33.3%,71.7,13.8%,24.1%,6.9%,96.7%,33.3%,0.0%,33.3%,33.3%,66.7%,11.1%,22.2%,47.1%
Brooks Lee SHB,+710,15,3.40,0,1,0.143,0.200,0.286,0.143,0.211,6.7%,19.4%,13.3%,10.9%,78.2,-,-,8.3%,16.7%,16.7%,68.8,3.8%,19.2%,3.8%,86.7%,33.3%,0.0%,8.3%,58.3%,50.0%,33.3%,16.7%,35.7%
Tristan Gray LHB,+443,14,3.20,0,1,0.273,0.429,0.364,0.091,0.357,21.4%,38.2%,35.7%,22.0%,95.3,-,-,33.3%,66.7%,83.3%,72.9,31.0%,13.8%,3.4%,87.9%,33.3%,0.0%,50.0%,16.7%,33.3%,33.3%,33.3%,47.1%
Orlando Arcia RHB,N/A,9,2.80,0,0,0.500,0.556,0.625,0.125,0.510,11.1%,15.4%,11.1%,6.9%,91.2,-,-,14.3%,42.9%,57.1%,72.5,16.7%,41.7%,8.3%,92.3%,28.6%,0.0%,42.9%,28.6%,28.6%,57.1%,14.3%,37.5%
Alex Jackson RHB,+880,4,3.33,0,0,0.250,0.250,0.500,0.250,0.318,-,14.3%,25.0%,5.9%,78.0,-,-,-,-,-,73.1,42.9%,14.3%,-,100.0%,66.7%,0.0%,-,33.3%,33.3%,33.3%,33.3%,25.0%
