Matchup,MIA @ COL
Pitcher,Ryan Gusto
Pitcher Team,MIA
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,21.2,99,0.278,0.326,0.400,0.122,1.52,2,0.83,8.1%,20.1%,20.2%,18.2%,9.9%,8.31,63.6%,7.8%,10.0%,47.1%,25.7%,5.6%,14.3%
vsLHB,12.0,60,0.308,0.369,0.442,0.135,1.92,1,0.75,11.7%,13.4%,15.0%,15.0%,5.8%,6.75,61.7%,9.8%,9.3%,55.8%,23.3%,10.0%,20.9%
vsRHB,9.2,39,0.237,0.259,0.342,0.105,1.03,1,0.93,2.6%,27.6%,28.2%,22.0%,16.1%,10.24,66.7%,4.7%,11.1%,33.3%,29.6%,-,3.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,,+240,24,24,4.20,4,6,0.250,0.250,0.792,0.542,0.440,-,31.9%,37.5%,18.5%,96.1,311.1,7,6,26.7%,13.3%,33.3%,60.0%,20.0%,75.9,61.9%,23.8%,19.0%,91.3%,53.4%,46.7%,57.1%,6.7%,33.3%,53.3%,33.3%,13.3%,34.8%
Kyle Karros RHB,,+870,36,23,3.80,2,2,0.333,0.391,0.762,0.429,0.481,8.7%,20.0%,21.7%,11.1%,96.0,300.1,4,4,18.8%,6.2%,18.8%,68.8%,37.5%,71.7,19.4%,32.3%,19.4%,93.9%,50.0%,31.2%,40.0%,18.8%,50.0%,56.2%,18.8%,25.0%,56.2%
Mickey Moniak LHB,,+265,34,23,3.60,2,2,0.136,0.174,0.409,0.273,0.250,4.3%,21.4%,17.4%,14.1%,91.2,321.9,10,4,11.1%,-,22.2%,33.3%,33.3%,75.4,69.2%,30.8%,7.7%,92.9%,77.8%,66.7%,16.7%,11.1%,22.2%,44.4%,38.9%,16.7%,63.2%
Brett Sullivan LHB,—,N/A,21,20,2.80,2,3,0.222,0.250,0.556,0.333,0.331,5.0%,12.1%,20.0%,5.6%,91.1,279.5,7,4,13.3%,13.3%,53.3%,46.7%,73.3%,70.6,8.0%,40.0%,8.0%,100.0%,86.6%,53.3%,25.0%,33.3%,6.7%,60.0%,26.7%,13.3%,33.3%
Willi Castro SHB,,+475,24,23,4.80,1,1,0.238,0.304,0.476,0.238,0.336,8.7%,26.5%,21.7%,14.3%,96.3,266.7,4,2,18.8%,12.5%,37.5%,62.5%,43.8%,72.7,23.8%,26.2%,14.3%,89.4%,75.0%,37.5%,16.7%,37.5%,25.0%,50.0%,43.8%,6.2%,40.0%
Jake McCarthy LHB,,+780,33,21,4.00,1,1,0.350,0.381,0.750,0.400,0.474,4.8%,11.8%,14.3%,6.5%,92.2,297.1,5,1,5.9%,5.9%,17.6%,47.1%,41.2%,72.9,16.7%,45.8%,16.7%,80.0%,47.1%,11.8%,0.0%,35.3%,47.1%,47.1%,41.2%,11.8%,55.6%
Ezequiel Tovar RHB,,+650,15,21,3.20,1,2,0.200,0.190,0.400,0.200,0.245,-,34.1%,19.0%,24.6%,82.0,242.3,4,2,-,-,29.4%,23.5%,35.3%,71.9,18.9%,21.6%,5.4%,84.1%,53.0%,41.2%,14.3%,11.8%,35.3%,47.1%,35.3%,17.6%,65.0%
TJ Rumfield LHB,,+545,32,20,4.40,1,2,0.467,0.600,0.733,0.267,0.557,20.0%,22.6%,10.0%,8.1%,90.4,276.0,3,3,8.3%,-,16.7%,33.3%,33.3%,69.0,3.3%,30.0%,10.0%,96.8%,66.6%,58.3%,14.3%,8.3%,33.3%,41.7%,33.3%,25.0%,25.9%
Edouard Julien LHB,,+970,21,26,3.60,0,1,0.105,0.346,0.211,0.105,0.272,26.9%,9.4%,15.4%,3.3%,88.4,295.2,4,2,6.7%,-,6.7%,33.3%,46.7%,72.1,11.1%,29.6%,-,93.1%,53.4%,26.7%,0.0%,26.7%,46.7%,33.3%,53.3%,13.3%,33.3%
Tyler Freeman RHB,—,N/A,11,24,3.40,0,1,0.200,0.333,0.250,0.050,0.284,-,7.5%,12.5%,4.3%,90.9,243.6,5,1,-,-,-,41.2%,41.2%,69.6,5.9%,35.3%,8.8%,87.2%,58.8%,23.5%,0.0%,35.3%,29.4%,5.9%,35.3%,58.8%,47.1%
Cole Carrigg SHB,,+478,25,22,3.80,0,0,0.188,0.409,0.250,0.062,0.316,27.3%,28.9%,9.1%,11.5%,81.2,241.2,1,1,-,-,14.3%,7.1%,21.4%,73.6,45.5%,15.2%,3.0%,89.2%,50.0%,28.6%,0.0%,21.4%,42.9%,50.0%,21.4%,28.6%,20.0%
Troy Johnston LHB,,+790,14,14,3.20,0,1,0.333,0.571,0.556,0.222,0.482,28.6%,29.2%,7.1%,10.9%,90.7,272.0,2,1,-,-,25.0%,37.5%,50.0%,70.0,9.5%,23.8%,9.5%,95.5%,75.0%,50.0%,0.0%,25.0%,25.0%,50.0%,25.0%,25.0%,35.3%
Braxton Fulford RHB,—,N/A,-,6,2.40,0,0,-,0.333,-,-,0.216,33.3%,30.0%,16.7%,11.1%,94.6,306.5,1,0,-,-,-,66.7%,33.3%,72.6,28.6%,28.6%,14.3%,87.5%,66.6%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,16.7%
