HR Split,Overall
Dates,="6/10/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:07 PM,Max Scherzer,vs,1.65,1.17,1.25,3.28,13.8%,29.7%,38.7%,30.6%,7.3%,584
2,4:10 PM,Brady Singer,@,1.57,1.41,0.48,3.06,13.9%,32.8%,40.9%,30.2%,6.1%,1079
3,8:40 PM,Shota Imanaga,@,1.56,0.98,1.41,2.97,12.2%,32.6%,42.3%,33.7%,7.0%,1026
4,3:45 PM,Foster Griffin,@,1.01,0.05,1.20,2.32,13.4%,25.6%,40.0%,32.2%,5.8%,404
5,6:40 PM,Jared Jones,vs,0.78,2.54,-1.24,1.93,10.7%,20.0%,50.0%,35.7%,5.9%,84
6,7:40 PM,Seth Lugo,vs,0.57,0.23,0.91,1.44,13.2%,14.5%,43.9%,34.1%,8.5%,1056
7,3:45 PM,Robbie Ray,vs,0.50,-0.55,0.80,1.79,10.8%,19.1%,39.7%,33.5%,6.6%,1155
8,7:10 PM,Austin Warren,vs,0.42,0.12,0.33,1.02,15.7%,14.6%,47.3%,30.5%,6.9%,152
9,6:40 PM,Ryne Nelson,@,0.39,0.15,0.64,1.70,8.7%,16.0%,39.6%,37.5%,7.8%,1060
10,8:40 PM,Michael Lorenzen,vs,0.35,0.71,-0.10,1.64,10.3%,20.1%,42.1%,24.6%,7.4%,1018
11,9:05 PM,Brandon Sproat,@,0.24,-0.50,0.91,1.46,9.0%,21.6%,43.0%,23.3%,8.2%,433
12,6:35 PM,Brandon Young,vs,-0.03,0.03,-0.00,1.16,9.7%,13.9%,41.7%,28.4%,6.9%,588
13,4:10 PM,Michael King,vs,-0.06,0.06,-0.10,1.20,10.3%,16.8%,38.0%,25.7%,6.5%,723
14,1:10 PM,Parker Messick,vs,-0.33,-0.22,-0.24,1.12,6.3%,17.2%,37.2%,25.9%,6.9%,575
15,6:35 PM,George Kirby,@,-0.36,0.00,-0.69,0.97,6.4%,15.4%,43.6%,20.9%,7.7%,1045
16,9:38 PM,Reid Detmers,vs,-0.38,-0.61,-0.08,0.81,7.8%,11.8%,36.6%,30.1%,8.1%,695
17,1:10 PM,Jake Bennett,@,-0.42,-,0.13,0.87,5.9%,20.0%,47.1%,14.7%,7.0%,84
18,7:10 PM,Andre Pallante,@,-0.46,0.00,-0.77,1.08,5.3%,18.3%,32.9%,21.4%,8.3%,1097
19,7:07 PM,Jesus Luzardo,@,-0.53,-0.79,-0.20,0.94,7.3%,15.7%,30.8%,22.9%,7.4%,1223
20,7:40 PM,MacKenzie Gore,@,-0.54,-0.24,-0.42,0.65,7.5%,9.0%,42.2%,25.9%,7.5%,1069
21,9:38 PM,Peter Lambert,@,-0.57,-0.90,0.46,0.76,6.0%,9.6%,40.7%,31.0%,6.5%,335
22,9:05 PM,Jack Perkins,vs,-0.57,-0.85,0.02,0.97,6.2%,10.2%,31.5%,37.3%,5.2%,363
23,6:40 PM,Framber Valdez,vs,-0.58,-0.29,-0.47,0.72,6.9%,10.7%,41.7%,25.5%,6.4%,1241
24,1:10 PM,Drew Rasmussen,vs,-0.62,-0.06,-1.07,0.88,5.0%,19.6%,32.1%,17.8%,8.6%,954
25,6:40 PM,Ryan Gusto,vs,-0.62,-0.26,-0.43,0.40,10.7%,3.5%,48.8%,16.0%,7.6%,501
26,1:10 PM,Carlos Rodon,@,-0.88,0.22,-1.08,0.47,5.4%,7.2%,32.7%,28.2%,8.7%,1037
27,7:40 PM,Chris Sale,@,-1.04,-0.26,-0.98,0.56,5.7%,10.1%,29.8%,22.4%,6.2%,934
28,6:40 PM,Shohei Ohtani,@,-1.05,-0.80,-0.68,0.48,3.9%,9.7%,35.9%,23.3%,6.7%,617
