Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-07,Fenway Park,ATH @ BOS,7:10,+11%,+21%,+7%,+17%,+0.25,+0.73,+0.73,+1.48,-8%,+20%,+7%,+8%,-0.17,+0.70,+0.72,+0.74,+19%,+1%,+0%,+8%,+0.42,+0.02,+0.01,+0.74
2026-08-07,Citizens Bank Park,TOR @ PHI,6:40,+38%,0%,-4%,+14%,+0.86,-0.02,-0.39,+1.27,+15%,-3%,-2%,+5%,+0.35,-0.12,-0.18,+0.45,+23%,+3%,-2%,+9%,+0.51,+0.10,-0.22,+0.82
2026-08-07,Nationals Park,CIN @ WAS,6:45,+24%,+6%,+4%,+14%,+0.54,+0.23,+0.42,+1.19,+3%,+5%,+3%,+4%,+0.07,+0.18,+0.34,+0.34,+21%,+1%,+1%,+10%,+0.47,+0.04,+0.08,+0.86
2026-08-07,PNC Park,NYM @ PIT,6:40,-6%,+15%,0%,+4%,-0.14,+0.53,-0.05,+0.37,-16%,+11%,+0%,-1%,-0.36,+0.40,+0.01,-0.09,+10%,+4%,-1%,+5%,+0.22,+0.13,-0.05,+0.46
2026-08-07,Rate Field,CLE @ CHW,7:40,+1%,-2%,+4%,+4%,+0.02,-0.05,+0.47,+0.36,-4%,-7%,+3%,-2%,-0.10,-0.25,+0.31,-0.16,+5%,+6%,+1%,+6%,+0.12,+0.20,+0.16,+0.52
2026-08-07,Kauffman Stadium,CHC @ KC,8:10,+18%,+4%,-5%,+4%,+0.41,+0.15,-0.53,+0.34,+10%,+2%,-1%,+3%,+0.23,+0.09,-0.08,+0.29,+8%,+2%,-4%,+1%,+0.18,+0.07,-0.45,+0.06
2026-08-07,Yankee Stadium,ATL @ NYY,7:05,+15%,-9%,-5%,+2%,+0.35,-0.31,-0.48,+0.17,+4%,-13%,-6%,-5%,+0.08,-0.44,-0.62,-0.46,+12%,+4%,+1%,+7%,+0.26,+0.13,+0.14,+0.63
2026-08-07,American Family Fld,MIN @ MIL,7:40,+18%,-4%,-10%,+2%,+0.40,-0.14,-1.05,+0.15,+10%,-11%,-9%,-3%,+0.22,-0.38,-0.91,-0.27,+8%,+7%,-1%,+5%,+0.17,+0.24,-0.14,+0.42
2026-08-07,Chase Field,LAD @ ARI,9:40,-8%,+11%,0%,+0%,-0.18,+0.39,-0.01,+0.03,-8%,+13%,+0%,+1%,-0.18,+0.46,+0.03,+0.12,0%,-2%,0%,-1%,-0.01,-0.07,-0.04,-0.10
2026-08-07,Busch Stadium,COL @ STL,8:15,-2%,0%,+4%,-1%,-0.05,0.00,+0.47,-0.09,-10%,-5%,+4%,-6%,-0.22,-0.18,+0.43,-0.56,+8%,+5%,+0%,+5%,+0.17,+0.18,+0.04,+0.47
2026-08-07,T-Mobile Park,TB  @ SEA,9:45,+5%,-6%,-8%,-4%,+0.12,-0.22,-0.85,-0.34,+1%,-16%,-7%,-9%,+0.02,-0.54,-0.70,-0.75,+4%,+9%,-1%,+5%,+0.09,+0.33,-0.15,+0.41
2026-08-07,LoanDepot Park,LAA @ MIA,7:10,-12%,+2%,-2%,-5%,-0.28,+0.07,-0.19,-0.41,-13%,+1%,-1%,-5%,-0.28,+0.05,-0.11,-0.40,+0%,+1%,-1%,0%,+0.00,+0.02,-0.09,-0.02
2026-08-07,Oracle Park,DET @ SF,10:15,-26%,+2%,+10%,-5%,-0.59,+0.08,+1.02,-0.44,-17%,+13%,+6%,+0%,-0.39,+0.47,+0.64,+0.01,-9%,-11%,+4%,-5%,-0.20,-0.39,+0.38,-0.46
2026-08-07,Globe Life Field,BAL @ TEX,8:15,-10%,-7%,-2%,-7%,-0.23,-0.24,-0.20,-0.65,-10%,-7%,-2%,-7%,-0.22,-0.25,-0.18,-0.63,-1%,+0%,0%,0%,-0.01,+0.01,-0.02,-0.02
2026-08-07,Petco Park,HOU @ SD,9:40,-1%,-11%,-7%,-8%,-0.02,-0.38,-0.79,-0.71,-4%,-11%,-5%,-7%,-0.08,-0.39,-0.50,-0.63,+3%,+0%,-3%,-1%,+0.06,+0.02,-0.29,-0.08
