Matchup,CLE @ NYY
Pitcher,Slade Cecconi
Pitcher Team,CLE
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.2,272,0.294,0.350,0.453,0.159,1.49,9,1.31,7.4%,20.6%,18.4%,16.4%,9.6%,7.30,65.2%,6.9%,8.5%,34.2%,26.6%,11.3%,14.6%
vsLHB,33.0,146,0.279,0.323,0.380,0.101,1.45,3,0.82,8.2%,18.8%,19.9%,19.2%,8.7%,7.91,61.6%,7.1%,6.8%,33.0%,32.0%,6.1%,14.6%
vsRHB,28.2,126,0.310,0.380,0.534,0.224,1.53,6,1.88,6.3%,22.8%,16.7%,13.7%,10.7%,6.59,69.3%,6.7%,10.4%,35.4%,20.8%,20.0%,14.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan McMahon LHB,+470,16,3.20,3,3,0.375,0.375,0.938,0.562,0.561,-,25.9%,31.2%,11.5%,93.4,27.3%,-,-,63.6%,54.5%,75.4,60.0%,32.0%,28.0%,96.2%,36.4%,50.0%,18.2%,45.5%,9.1%,72.7%,18.2%,27.8%
Jazz Chisholm Jr. LHB,+390,25,4.80,1,1,0.217,0.280,0.348,0.130,0.278,8.0%,34.1%,32.0%,16.3%,93.2,6.7%,6.7%,13.3%,40.0%,13.3%,72.9,30.2%,25.6%,14.0%,97.7%,13.3%,50.0%,13.3%,73.3%,66.7%,20.0%,13.3%,26.1%
Aaron Judge RHB,N/A,24,4.60,1,3,0.190,0.292,0.381,0.190,0.296,12.5%,25.7%,20.8%,11.4%,97.1,18.8%,-,6.2%,68.8%,31.2%,75.8,64.7%,38.2%,29.4%,97.1%,43.8%,14.3%,18.8%,37.5%,25.0%,50.0%,25.0%,31.8%
Jose Caballero RHB,+880,22,3.60,1,1,0.286,0.318,0.429,0.143,0.327,4.5%,13.5%,4.5%,6.3%,76.9,-,-,15.0%,25.0%,25.0%,70.2,6.1%,27.3%,9.1%,89.2%,15.0%,33.3%,20.0%,45.0%,35.0%,20.0%,45.0%,25.0%
Paul Goldschmidt RHB,+520,21,4.60,1,1,0.167,0.286,0.389,0.222,0.296,14.3%,31.8%,28.6%,14.4%,89.8,-,-,16.7%,41.7%,50.0%,70.2,7.3%,17.1%,4.9%,93.2%,41.7%,20.0%,25.0%,25.0%,25.0%,41.7%,33.3%,20.8%
Ben Rice LHB,+260,21,4.80,1,2,0.350,0.381,0.800,0.450,0.492,4.8%,13.3%,23.8%,5.7%,87.2,13.3%,6.7%,20.0%,20.0%,53.3%,72.1,14.3%,25.0%,7.1%,96.6%,40.0%,16.7%,26.7%,26.7%,33.3%,46.7%,20.0%,27.8%
Cody Bellinger LHB,+430,19,4.80,1,1,0.267,0.421,0.467,0.200,0.388,21.1%,20.6%,10.5%,9.0%,90.1,15.4%,7.7%,15.4%,38.5%,38.5%,69.5,3.3%,26.7%,10.0%,88.2%,61.5%,12.5%,7.7%,30.8%,30.8%,46.2%,23.1%,23.1%
Austin Wells LHB,N/A,19,3.40,1,2,0.250,0.368,0.438,0.188,0.354,15.8%,21.1%,21.1%,12.3%,88.3,8.3%,8.3%,50.0%,50.0%,50.0%,73.1,29.4%,20.6%,8.8%,89.5%,41.7%,20.0%,25.0%,25.0%,66.7%,33.3%,-,52.6%
Trent Grisham LHB,+310,20,4.60,0,0,0.375,0.500,0.500,0.125,0.435,20.0%,6.1%,10.0%,2.3%,87.7,-,-,7.1%,21.4%,35.7%,69.8,3.4%,31.0%,6.9%,90.6%,21.4%,0.0%,21.4%,50.0%,28.6%,50.0%,21.4%,25.0%
J.C. Escarra LHB,+770,19,3.20,0,0,0.125,0.263,0.125,-,0.196,15.8%,17.4%,10.5%,6.5%,83.0,-,-,14.3%,35.7%,28.6%,70.0,-,42.9%,9.5%,91.3%,21.4%,0.0%,28.6%,42.9%,14.3%,57.1%,28.6%,20.0%
Anthony Volpe RHB,+710,15,3.80,0,0,0.154,0.267,0.154,-,0.205,13.3%,17.9%,20.0%,9.7%,81.3,-,-,10.0%,30.0%,10.0%,70.8,5.6%,13.9%,2.8%,92.3%,30.0%,0.0%,-,60.0%,40.0%,20.0%,30.0%,40.0%
Amed Rosario RHB,N/A,11,3.40,0,0,0.273,0.273,0.273,-,0.243,-,34.8%,36.4%,19.0%,88.5,-,-,-,28.6%,-,72.5,16.7%,5.6%,5.6%,81.8%,28.6%,0.0%,-,71.4%,14.3%,42.9%,42.9%,30.8%
Max Schuemann RHB,N/A,6,3.00,0,0,0.250,0.500,0.500,0.250,0.428,33.3%,40.0%,33.3%,15.8%,95.4,-,-,50.0%,50.0%,50.0%,70.1,16.7%,8.3%,8.3%,92.3%,50.0%,0.0%,50.0%,-,50.0%,-,50.0%,37.5%
