HR Split,Overall
Dates,="6/12/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:37 PM,Ryan Weathers,@,1.17,0.83,1.19,1.84,11.6%,23.9%,42.1%,27.5%,6.5%,578
2,7:15 PM,Nick Lodolo,vs,1.06,-1.37,2.05,2.02,9.7%,24.0%,38.0%,28.0%,5.3%,918
3,8:10 PM,Tatsuya Imai,@,1.01,1.27,-0.21,1.55,10.6%,26.5%,48.6%,24.8%,7.5%,256
4,7:15 PM,Spencer Strider,@,0.91,1.11,-0.33,1.64,10.5%,18.4%,35.1%,37.5%,7.3%,795
5,7:10 PM,Tanner Bibee,vs,0.86,0.99,0.33,1.60,10.5%,17.0%,43.6%,30.0%,8.1%,1224
6,7:40 PM,Andrew Painter,@,0.75,0.49,0.73,1.76,8.0%,19.0%,33.2%,31.2%,8.9%,369
7,7:05 PM,Griffin Canning,@,0.73,1.28,-1.00,1.72,10.3%,14.3%,50.6%,21.5%,6.6%,564
8,7:10 PM,Jack Leiter,@,0.47,0.55,0.03,1.28,10.5%,14.4%,40.1%,32.9%,7.2%,1079
9,8:10 PM,Joe Ryan,vs,0.43,0.46,0.10,1.05,11.5%,12.4%,43.8%,33.5%,8.1%,1122
10,7:40 PM,Anthony Kay,vs,0.42,-0.51,0.90,1.41,9.4%,20.8%,39.8%,24.2%,6.3%,395
11,6:45 PM,Zack Littell,vs,0.38,0.52,0.06,1.24,9.1%,12.0%,43.0%,36.5%,7.3%,1160
12,6:40 PM,Sandy Alcantara,@,0.23,0.18,0.21,1.38,8.0%,17.2%,39.0%,24.0%,7.5%,1250
13,7:40 PM,Roki Sasaki,@,0.22,-0.03,0.61,1.07,9.7%,17.6%,45.0%,23.0%,8.0%,564
14,7:10 PM,Jack Flaherty,@,0.20,-0.11,0.67,1.12,9.4%,12.1%,48.2%,28.9%,6.8%,1126
15,8:10 PM,Kyle Leahy,@,0.11,0.81,-0.57,0.90,10.4%,11.8%,47.5%,25.8%,8.4%,741
16,7:15 PM,Nolan McLean,vs,0.10,0.11,0.01,1.28,7.3%,21.3%,36.9%,24.1%,6.4%,611
17,7:05 PM,Shane Baz,vs,-0.02,-0.05,0.05,0.96,9.3%,13.1%,42.9%,26.3%,7.4%,1175
18,7:10 PM,Sonny Gray,vs,-0.16,-0.01,-0.48,1.04,7.2%,20.3%,37.4%,19.2%,7.7%,1097
19,9:38 PM,Samuel Aldegheri,vs,-0.23,0.41,0.07,0.95,8.3%,9.5%,34.2%,33.9%,6.6%,175
20,7:15 PM,Eduardo Rodriguez,@,-0.38,-0.72,0.30,0.95,8.3%,12.2%,36.2%,25.3%,5.3%,1135
21,6:40 PM,Braxton Ashcraft,vs,-0.38,0.08,-0.57,0.94,5.5%,16.2%,40.6%,22.8%,7.6%,745
22,9:38 PM,Shane McClanahan,@,-0.43,-1.13,0.17,0.59,8.7%,7.6%,39.0%,30.4%,8.8%,352
23,10:15 PM,Javier Assad,@,-0.46,0.57,-1.09,0.82,4.5%,10.9%,49.7%,27.8%,7.8%,343
24,6:45 PM,Bryce Miller,@,-0.68,-1.37,0.74,0.80,5.3%,13.1%,28.0%,26.1%,8.3%,644
25,10:15 PM,Landen Roupp,vs,-0.72,-0.80,-0.00,0.81,6.1%,14.1%,35.3%,21.3%,5.7%,885
26,7:37 PM,Trey Yesavage,vs,-0.92,-0.81,-0.26,0.58,5.1%,10.9%,37.3%,24.5%,6.8%,460
27,8:10 PM,Luinder Avila,vs,-1.18,-0.38,-1.35,0.48,6.6%,8.1%,26.6%,22.1%,6.6%,262
28,7:40 PM,Jacob Misiorowski,vs,-1.55,-1.08,-1.01,0.34,2.8%,7.0%,29.6%,21.2%,8.0%,745
29,10:05 PM,Gage Jump,vs,-1.94,-1.30,-1.28,0.00,3.8%,0.0%,30.2%,22.6%,7.4%,146
