Matchup,TEX @ STL
Pitcher,Michael McGreevy
Pitcher Team,STL
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.1,239,0.228,0.284,0.379,0.152,1.09,8,1.19,6.3%,20.6%,18.0%,15.8%,9.2%,6.41,54.4%,5.8%,11.0%,41.4%,26.0%,14.9%,13.8%
vsLHB,39.2,156,0.219,0.284,0.390,0.171,1.06,6,1.36,6.4%,19.5%,14.7%,14.9%,8.4%,5.22,49.4%,5.7%,12.2%,41.5%,29.3%,16.7%,16.3%
vsRHB,20.2,83,0.244,0.283,0.359,0.115,1.16,2,0.87,6.0%,22.5%,24.1%,16.8%,10.8%,8.71,63.9%,6.0%,8.6%,41.4%,19.0%,9.1%,8.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joc Pederson LHB,+390,25,4.40,3,3,0.182,0.280,0.636,0.455,0.381,12.0%,24.0%,12.0%,10.7%,86.0,15.8%,15.8%,31.6%,21.1%,26.3%,71.3,13.3%,22.2%,8.9%,93.8%,21.1%,50.0%,21.1%,47.4%,68.4%,21.1%,10.5%,23.1%
Brandon Nimmo LHB,+484,25,4.20,2,5,0.208,0.240,0.500,0.292,0.316,4.0%,22.0%,20.0%,9.2%,93.5,26.3%,5.3%,26.3%,47.4%,42.1%,73.7,33.3%,33.3%,18.2%,86.8%,68.4%,15.4%,15.8%,15.8%,31.6%,63.2%,5.3%,20.8%
Evan Carter LHB,+700,24,3.60,1,1,0.273,0.333,0.636,0.364,0.407,4.2%,28.3%,29.2%,12.3%,90.1,6.7%,-,6.7%,46.7%,13.3%,71.7,27.5%,27.5%,10.0%,88.9%,26.7%,25.0%,13.3%,53.3%,53.3%,26.7%,20.0%,33.3%
Nicky Lopez LHB,+1348,16,3.60,1,2,0.267,0.312,0.467,0.200,0.339,6.2%,25.9%,12.5%,12.5%,83.8,-,-,30.8%,30.8%,38.5%,66.2,-,34.8%,8.7%,88.5%,23.1%,0.0%,30.8%,38.5%,38.5%,53.8%,7.7%,44.4%
Kyle Higashioka RHB,N/A,15,3.40,1,1,0.214,0.267,0.429,0.214,0.307,-,4.8%,13.3%,1.5%,83.0,8.3%,-,8.3%,33.3%,33.3%,70.4,5.3%,36.8%,10.5%,90.5%,16.7%,50.0%,16.7%,58.3%,41.7%,50.0%,8.3%,12.5%
Danny Jansen RHB,+790,27,3.60,0,2,0.143,0.333,0.190,0.048,0.262,14.8%,17.9%,18.5%,8.9%,84.3,6.2%,-,25.0%,31.2%,18.8%,71.0,9.1%,30.3%,6.1%,91.7%,43.8%,0.0%,18.8%,31.2%,56.2%,37.5%,6.2%,37.5%
Josh Jung RHB,+810,22,4.60,0,0,0.350,0.409,0.400,0.050,0.359,9.1%,20.0%,13.6%,8.3%,88.8,5.9%,5.9%,29.4%,41.2%,52.9%,70.5,6.9%,41.4%,13.8%,96.7%,11.8%,0.0%,52.9%,23.5%,41.2%,41.2%,17.6%,36.4%
Jake Burger RHB,+564,21,4.20,0,0,0.316,0.381,0.421,0.105,0.352,9.5%,33.3%,23.8%,15.9%,89.9,-,-,14.3%,50.0%,35.7%,74.7,44.4%,29.6%,22.2%,90.0%,-,-,35.7%,64.3%,28.6%,57.1%,14.3%,22.2%
Ezequiel Duran RHB,+820,21,3.80,0,1,0.300,0.286,0.350,0.050,0.272,-,32.7%,38.1%,20.5%,87.6,7.7%,-,-,38.5%,61.5%,72.3,24.4%,20.0%,6.7%,88.2%,15.4%,0.0%,23.1%,46.2%,23.1%,46.2%,30.8%,66.7%
Alejandro Osuna LHB,+1200,21,3.20,0,1,0.158,0.238,0.158,-,0.192,4.8%,13.9%,4.8%,6.1%,89.5,-,-,16.7%,33.3%,33.3%,72.4,30.6%,33.3%,5.6%,100.0%,11.1%,0.0%,33.3%,44.4%,44.4%,16.7%,38.9%,17.4%
Justin Foscue RHB,N/A,13,2.20,0,0,-,0.077,-,-,0.050,7.7%,15.0%,23.1%,5.6%,80.8,-,-,-,33.3%,-,70.2,-,31.2%,6.2%,80.0%,44.4%,0.0%,-,44.4%,22.2%,44.4%,33.3%,27.8%
Sam Haggerty SHB,N/A,7,1.80,0,0,0.143,0.143,0.143,-,0.127,-,35.3%,28.6%,21.4%,75.9,-,-,-,-,20.0%,71.7,6.2%,-,-,94.1%,20.0%,0.0%,-,80.0%,40.0%,60.0%,-,77.8%
Michael Helman RHB,+1040,5,3.40,0,0,-,-,-,-,-,-,18.8%,-,9.7%,61.0,-,-,-,-,-,68.8,-,6.7%,-,100.0%,20.0%,0.0%,20.0%,20.0%,20.0%,60.0%,20.0%,25.0%
