Matchup,COL @ LAA
Pitcher,Tomoyuki Sugano
Pitcher Team,COL
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,58.1,242,0.258,0.338,0.484,0.226,1.25,11,1.70,6.6%,15.9%,12.8%,12.4%,7.1%,4.78,62.6%,8.7%,16.0%,47.4%,29.9%,15.5%,17.0%
vsLHB,27.2,120,0.264,0.372,0.564,0.300,1.41,8,2.60,8.3%,19.7%,14.2%,14.8%,9.0%,5.53,62.5%,8.6%,19.4%,47.3%,32.3%,23.3%,16.1%
vsRHB,30.0,122,0.252,0.303,0.405,0.153,1.13,3,0.90,4.9%,12.2%,11.5%,10.3%,5.4%,4.20,62.6%,8.9%,12.9%,47.5%,27.7%,7.1%,17.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Zach Neto RHB,+357,33,4.40,2,3,0.379,0.455,0.724,0.345,0.497,9.1%,16.7%,15.2%,8.2%,87.7,12.5%,8.3%,20.8%,33.3%,50.0%,72.5,22.2%,33.3%,8.9%,95.7%,33.3%,25.0%,29.2%,25.0%,41.7%,41.7%,16.7%,45.5%
Jo Adell RHB,+390,30,4.40,2,3,0.143,0.200,0.393,0.250,0.260,-,23.6%,20.0%,11.5%,90.6,18.2%,4.5%,13.6%,54.5%,31.8%,77.1,67.9%,22.6%,18.9%,96.4%,31.8%,28.6%,18.2%,36.4%,22.7%,59.1%,18.2%,32.1%
Mike Trout RHB,+290,29,4.80,2,4,0.273,0.448,0.591,0.318,0.437,24.1%,23.7%,17.2%,9.7%,90.4,17.6%,5.9%,11.8%,47.1%,35.3%,75.1,54.4%,19.3%,8.8%,100.0%,47.1%,25.0%,35.3%,17.6%,29.4%,35.3%,35.3%,17.1%
Wade Meckler LHB,+710,20,3.40,2,4,0.368,0.400,0.684,0.316,0.465,5.0%,13.3%,10.0%,7.3%,87.7,17.6%,11.8%,29.4%,47.1%,47.1%,71.1,11.5%,46.2%,19.2%,89.7%,41.2%,28.6%,23.5%,35.3%,58.8%,11.8%,29.4%,45.0%
Vaughn Grissom RHB,+820,24,4.80,1,2,0.300,0.375,0.500,0.200,0.373,8.3%,15.9%,8.3%,6.5%,91.4,5.3%,-,15.8%,52.6%,31.6%,71.5,25.6%,41.0%,12.8%,88.6%,42.1%,12.5%,15.8%,36.8%,21.1%,52.6%,26.3%,6.9%
Logan O'Hoppe RHB,+630,23,3.80,1,2,0.182,0.217,0.364,0.182,0.252,4.3%,34.1%,21.7%,17.7%,80.9,11.8%,5.9%,17.6%,23.5%,17.6%,72.1,23.7%,18.4%,5.3%,92.7%,17.6%,33.3%,11.8%,52.9%,29.4%,41.2%,29.4%,30.4%
Oswald Peraza RHB,+710,22,4.00,1,1,0.450,0.500,0.600,0.150,0.481,4.5%,25.0%,18.2%,14.5%,84.1,6.2%,-,12.5%,37.5%,56.2%,72.8,37.8%,18.9%,10.8%,84.1%,12.5%,50.0%,43.8%,31.2%,31.2%,31.2%,31.2%,36.0%
Jorge Soler RHB,+414,28,4.40,0,0,0.269,0.321,0.346,0.077,0.295,7.1%,30.5%,25.0%,16.8%,85.8,10.5%,-,26.3%,42.1%,42.1%,74.4,44.4%,16.7%,11.1%,93.1%,10.5%,0.0%,42.1%,42.1%,57.9%,26.3%,15.8%,54.8%
Sebastián Rivero RHB,N/A,18,3.60,0,0,0.062,0.167,0.062,-,0.122,11.1%,29.4%,38.9%,16.5%,70.8,-,-,11.1%,-,-,70.4,15.9%,4.5%,-,86.3%,11.1%,0.0%,-,55.6%,55.6%,22.2%,22.2%,22.2%
Donovan Walton LHB,N/A,17,3.60,0,0,0.333,0.412,0.400,0.067,0.360,11.8%,36.6%,23.5%,21.1%,89.3,-,-,-,36.4%,27.3%,67.3,-,23.1%,5.1%,95.1%,18.2%,0.0%,27.3%,54.5%,45.5%,27.3%,27.3%,58.8%
Adam Frazier LHB,+980,14,2.00,0,0,0.231,0.286,0.308,0.077,0.264,7.1%,36.4%,42.9%,19.4%,87.0,-,-,28.6%,14.3%,57.1%,65.5,-,14.8%,-,87.1%,28.6%,0.0%,42.9%,28.6%,42.9%,28.6%,28.6%,35.3%
Jose Siri RHB,N/A,10,2.60,0,1,0.200,0.200,0.300,0.100,0.216,-,44.4%,30.0%,26.7%,77.4,14.3%,-,14.3%,14.3%,42.9%,73.7,26.7%,20.0%,6.7%,83.3%,-,-,57.1%,42.9%,28.6%,42.9%,28.6%,40.0%
Nick Madrigal RHB,N/A,5,2.50,0,0,0.500,0.600,0.500,-,0.500,-,12.5%,20.0%,10.0%,83.4,-,-,-,-,33.3%,67.0,-,28.6%,-,87.5%,-,-,33.3%,66.7%,33.3%,33.3%,33.3%,75.0%
