Matchup,MIN @ PIT
Pitcher,Zebby Matthews
Pitcher Team,MIN
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,19.0,73,0.200,0.253,0.357,0.157,0.84,3,1.42,2.7%,24.4%,23.3%,22.1%,11.4%,8.05,69.9%,9.6%,7.5%,35.8%,32.1%,17.6%,18.9%
vsLHB,10.1,40,0.162,0.241,0.324,0.162,0.77,2,1.74,5.0%,31.3%,37.5%,36.6%,14.5%,13.06,62.5%,9.7%,4.5%,31.8%,40.9%,22.2%,27.3%
vsRHB,8.2,33,0.242,0.269,0.394,0.152,0.92,1,1.04,-,16.7%,6.1%,5.6%,7.9%,2.08,78.8%,9.5%,9.7%,38.7%,25.8%,12.5%,12.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Spencer Horwitz LHB,+383,28,4.60,3,3,0.292,0.357,0.667,0.375,0.422,10.7%,12.2%,14.3%,5.8%,86.0,19.0%,14.3%,28.6%,42.9%,38.1%,68.6,7.7%,20.5%,10.3%,92.9%,33.3%,42.9%,19.0%,28.6%,38.1%,38.1%,23.8%,20.7%
Brandon Lowe LHB,+247,22,4.00,2,4,0.350,0.409,0.750,0.400,0.490,4.5%,25.0%,22.7%,10.5%,94.9,26.7%,13.3%,26.7%,60.0%,46.7%,74.7,47.1%,32.4%,20.6%,94.4%,46.7%,28.6%,20.0%,33.3%,46.7%,33.3%,20.0%,28.6%
Oneil Cruz LHB,+304,19,4.20,2,3,0.235,0.316,0.588,0.353,0.383,10.5%,43.8%,26.3%,16.5%,97.5,16.7%,8.3%,25.0%,75.0%,50.0%,77.9,76.9%,30.8%,23.1%,83.9%,41.7%,40.0%,25.0%,33.3%,33.3%,50.0%,16.7%,25.0%
Bryan Reynolds SHB,+341,21,4.40,1,1,0.412,0.476,0.706,0.294,0.483,14.3%,5.4%,4.8%,2.5%,87.7,11.8%,11.8%,17.6%,35.3%,29.4%,72.6,28.1%,31.2%,18.8%,91.4%,23.5%,25.0%,17.6%,58.8%,47.1%,35.3%,17.6%,32.0%
Marcell Ozuna RHB,N/A,17,4.20,1,1,0.154,0.353,0.385,0.231,0.329,23.5%,29.6%,17.6%,10.0%,90.1,20.0%,10.0%,10.0%,30.0%,50.0%,73.2,36.4%,22.7%,9.1%,84.6%,30.0%,33.3%,30.0%,30.0%,20.0%,60.0%,20.0%,0.0%
Jake Mangum SHB,+1047,17,3.00,1,1,0.308,0.471,0.538,0.231,0.437,17.6%,13.3%,11.8%,6.0%,83.3,9.1%,9.1%,18.2%,36.4%,45.5%,65.6,-,28.0%,8.0%,86.2%,9.1%,100.0%,36.4%,36.4%,36.4%,18.2%,45.5%,29.4%
Konnor Griffin RHB,N/A,12,4.40,1,1,0.273,0.333,0.545,0.273,0.377,8.3%,27.3%,50.0%,14.5%,77.6,-,-,-,20.0%,40.0%,72.6,29.6%,3.7%,-,84.4%,20.0%,100.0%,40.0%,40.0%,40.0%,20.0%,40.0%,31.2%
Jared Triolo RHB,+602,24,3.60,0,0,0.208,0.208,0.208,-,0.185,-,28.6%,29.2%,14.9%,82.5,5.9%,-,5.9%,29.4%,29.4%,69.9,-,31.0%,13.8%,82.9%,17.6%,0.0%,17.6%,58.8%,35.3%,47.1%,17.6%,26.3%
Endy Rodriguez SHB,N/A,21,3.40,0,0,0.235,0.381,0.294,0.059,0.311,19.0%,33.3%,38.1%,14.6%,87.9,-,-,33.3%,33.3%,44.4%,71.3,11.1%,13.9%,-,87.8%,44.4%,0.0%,44.4%,-,33.3%,33.3%,33.3%,37.0%
Nick Gonzales RHB,+638,12,3.80,0,1,0.250,0.250,0.333,0.083,0.254,-,16.0%,16.7%,8.3%,90.5,-,-,30.0%,50.0%,30.0%,69.8,4.5%,36.4%,13.6%,91.7%,20.0%,0.0%,20.0%,40.0%,60.0%,30.0%,10.0%,43.8%
Jhostynxon Garcia RHB,N/A,11,2.40,0,0,0.200,0.273,0.200,-,0.221,9.1%,27.3%,27.3%,17.6%,79.5,-,-,-,14.3%,14.3%,73.9,35.0%,15.0%,5.0%,90.9%,14.3%,0.0%,14.3%,57.1%,-,71.4%,28.6%,75.0%
Henry Davis RHB,+344,11,3.60,0,0,-,0.182,-,-,0.118,18.2%,39.1%,36.4%,22.5%,92.1,-,-,80.0%,40.0%,40.0%,73.5,26.3%,21.1%,10.5%,82.6%,-,-,40.0%,20.0%,100.0%,-,-,71.4%
Tyler Callihan LHB,N/A,2,2.50,0,0,-,1.000,-,-,0.649,100.0%,42.9%,-,17.6%,-,-,-,-,-,-,65.9,-,-,-,100.0%,-,-,-,-,-,-,-,50.0%
