Matchup,CIN @ MIL
Pitcher,Brandon Sproat
Pitcher Team,MIL
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,46.2,200,0.229,0.321,0.406,0.177,1.26,8,1.54,9.5%,27.6%,26.5%,21.2%,12.5%,10.22,59.7%,7.7%,8.2%,40.2%,23.8%,24.1%,17.2%
vsLHB,23.2,101,0.198,0.292,0.326,0.128,1.18,2,0.76,10.9%,27.5%,29.7%,24.0%,13.0%,11.41,60.8%,7.0%,5.4%,46.4%,23.2%,15.4%,10.7%
vsRHB,23.0,99,0.258,0.350,0.483,0.225,1.35,6,2.35,8.1%,27.7%,23.2%,18.4%,12.1%,9.00,58.6%,8.4%,10.6%,34.8%,24.2%,31.2%,22.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Spencer Steer RHB,,+573,24,24,3.80,2,3,0.167,0.167,0.417,0.250,0.249,-,28.0%,37.5%,13.6%,88.9,292.1,4,3,20.0%,6.7%,6.7%,33.3%,26.7%,71.4,8.2%,22.4%,6.1%,98.0%,40.0%,26.7%,50.0%,13.3%,46.7%,40.0%,33.3%,26.7%,28.6%
Sal Stewart RHB,,+420,19,28,4.60,1,4,0.192,0.214,0.423,0.231,0.266,3.6%,35.8%,28.6%,20.2%,89.4,272.8,9,4,27.8%,11.1%,27.8%,38.9%,44.4%,72.7,29.2%,22.9%,14.6%,92.3%,77.8%,55.6%,10.0%,22.2%,16.7%,38.9%,27.8%,33.3%,52.0%
Tyler Stephenson RHB,,+574,28,24,3.60,1,2,0.304,0.333,0.435,0.130,0.337,4.2%,24.3%,20.8%,11.7%,93.5,286.6,7,2,11.1%,5.6%,50.0%,66.7%,50.0%,71.7,8.6%,34.3%,22.9%,97.2%,72.2%,22.2%,25.0%,50.0%,27.8%,72.2%,16.7%,11.1%,27.8%
Elly De La Cruz SHB,,+430,23,29,5.00,0,0,0.120,0.241,0.120,-,0.182,13.8%,19.3%,24.1%,8.8%,91.5,308.6,5,3,5.9%,-,5.9%,47.1%,29.4%,74.5,50.0%,18.5%,11.1%,94.7%,35.3%,23.5%,0.0%,11.8%,58.8%,35.3%,47.1%,17.6%,20.7%
Noelvi Marte RHB,—,N/A,15,29,3.80,0,1,0.154,0.241,0.269,0.115,0.229,10.3%,15.9%,24.1%,6.2%,84.7,225.1,2,1,-,-,11.1%,16.7%,11.1%,72.4,22.0%,17.1%,4.9%,93.2%,33.4%,16.7%,0.0%,16.7%,55.6%,44.4%,27.8%,27.8%,33.3%
Matt McLain RHB,,+750,21,28,3.60,0,0,0.130,0.286,0.217,0.087,0.241,14.3%,33.3%,50.0%,14.0%,97.2,255.6,1,0,11.1%,11.1%,33.3%,55.6%,55.6%,72.0,13.0%,19.6%,6.5%,90.2%,77.8%,22.2%,0.0%,55.6%,11.1%,44.4%,11.1%,44.4%,38.5%
Edwin Arroyo SHB,,+594,14,26,3.40,0,0,0.240,0.269,0.320,0.080,0.260,3.8%,28.6%,23.1%,16.7%,78.0,227.0,1,0,-,-,23.5%,11.8%,47.1%,68.3,2.9%,28.6%,8.6%,87.5%,41.2%,5.9%,0.0%,35.3%,35.3%,41.2%,17.6%,41.2%,36.4%
JJ Bleday LHB,,+400,22,26,4.00,0,0,0.095,0.231,0.095,-,0.171,11.5%,20.9%,26.9%,9.5%,86.0,265.8,3,0,-,-,20.0%,20.0%,46.7%,73.1,28.2%,15.4%,2.6%,90.7%,73.3%,33.3%,0.0%,40.0%,26.7%,40.0%,40.0%,20.0%,45.8%
Eugenio Suarez RHB,,+489,24,23,4.00,0,0,0.095,0.174,0.143,0.048,0.157,-,30.6%,34.8%,15.6%,89.3,240.3,2,1,-,-,23.1%,23.1%,23.1%,70.9,11.9%,16.7%,4.8%,87.5%,46.2%,23.1%,0.0%,23.1%,46.2%,69.2%,7.7%,23.1%,29.6%
TJ Friedl LHB,,+1120,15,22,2.40,0,0,0.158,0.227,0.158,-,0.184,4.5%,26.5%,22.7%,11.7%,80.6,272.6,3,0,-,-,28.6%,28.6%,14.3%,70.5,11.1%,33.3%,11.1%,87.1%,42.9%,28.6%,0.0%,14.3%,28.6%,57.1%,14.3%,28.6%,22.7%
Nathaniel Lowe LHB,,+650,33,22,2.00,0,0,0.263,0.364,0.368,0.105,0.325,13.6%,17.0%,36.4%,8.3%,83.7,166.1,0,0,-,-,9.1%,27.3%,45.5%,74.1,38.3%,6.4%,6.4%,90.4%,36.4%,9.1%,0.0%,27.3%,45.5%,27.3%,63.6%,9.1%,22.7%
Jose Trevino RHB,,+669,8,18,3.40,0,0,0.278,0.278,0.278,-,0.247,-,21.4%,11.1%,11.3%,83.6,222.9,1,0,-,-,13.3%,33.3%,20.0%,68.8,-,41.7%,16.7%,92.3%,40.0%,13.3%,0.0%,26.7%,53.3%,40.0%,40.0%,20.0%,23.8%
