Matchup,MIA @ WSH
Pitcher,Andrew Alvarez
Pitcher Team,WSH
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,15.2,64,0.254,0.294,0.356,0.102,1.28,1,0.57,7.8%,27.5%,26.6%,22.1%,12.8%,9.77,46.9%,8.9%,9.5%,42.9%,9.5%,25.0%,21.4%
vsLHB,4.1,19,0.235,0.317,0.412,0.176,1.38,1,2.08,10.5%,30.3%,26.3%,21.7%,13.5%,10.38,52.6%,6.8%,8.3%,41.7%,33.3%,25.0%,16.7%
vsRHB,11.1,45,0.262,0.285,0.333,0.071,1.24,0,-,6.7%,26.4%,26.7%,22.2%,12.5%,9.53,44.4%,9.8%,10.0%,43.3%,-,-,23.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Heriberto Hernandez RHB,+590,17,2.80,3,4,0.250,0.235,0.812,0.562,0.423,-,28.6%,17.6%,12.7%,97.2,21.4%,21.4%,35.7%,71.4%,42.9%,75.2,52.0%,48.0%,32.0%,89.3%,42.9%,50.0%,21.4%,28.6%,57.1%,14.3%,28.6%,15.0%
Xavier Edwards SHB,+1220,5,4.60,2,2,0.400,0.400,1.600,1.200,0.840,-,9.1%,-,3.2%,93.6,40.0%,40.0%,40.0%,40.0%,80.0%,71.4,-,27.3%,18.2%,100.0%,80.0%,50.0%,-,-,40.0%,60.0%,-,9.1%
Connor Norby RHB,+940,11,4.20,1,1,0.200,0.273,0.600,0.400,0.365,9.1%,31.8%,18.2%,17.5%,92.7,25.0%,12.5%,50.0%,50.0%,62.5%,71.8,9.5%,28.6%,19.0%,95.5%,75.0%,16.7%,12.5%,12.5%,50.0%,37.5%,12.5%,46.2%
Javier Sanoja RHB,+1000,10,3.40,1,1,0.111,0.200,0.444,0.333,0.275,10.0%,0.0%,-,-,92.0,11.1%,11.1%,22.2%,44.4%,55.6%,70.0,16.7%,58.3%,25.0%,100.0%,11.1%,0.0%,55.6%,22.2%,33.3%,55.6%,11.1%,37.5%
Christopher Morel RHB,+546,14,3.60,0,0,0.071,0.071,0.071,-,0.064,-,35.7%,42.9%,22.7%,87.4,-,-,12.5%,37.5%,37.5%,76.0,65.4%,19.2%,3.8%,92.9%,25.0%,0.0%,25.0%,37.5%,50.0%,25.0%,25.0%,54.5%
Leo Jimenez RHB,+980,13,3.80,0,0,0.083,0.154,0.083,-,0.118,7.7%,26.1%,38.5%,11.1%,92.8,14.3%,-,-,42.9%,42.9%,72.8,22.2%,16.7%,5.6%,90.0%,28.6%,0.0%,14.3%,57.1%,-,100.0%,-,21.4%
Esteury Ruiz RHB,+880,12,2.60,0,2,0.182,0.250,0.455,0.273,0.295,8.3%,56.0%,50.0%,24.1%,88.4,-,-,60.0%,-,20.0%,72.2,20.0%,16.0%,-,100.0%,80.0%,0.0%,20.0%,-,60.0%,-,40.0%,55.6%
Kyle Stowers LHB,+570,11,4.60,0,0,0.333,0.455,0.556,0.222,0.430,18.2%,27.3%,18.2%,9.7%,89.0,-,-,28.6%,28.6%,71.4%,73.3,22.2%,55.6%,22.2%,81.8%,-,-,71.4%,28.6%,42.9%,42.9%,14.3%,30.0%
Owen Caissie LHB,N/A,9,3.40,0,0,0.333,0.333,0.444,0.111,0.339,-,30.0%,44.4%,10.0%,83.3,-,-,-,20.0%,40.0%,75.2,44.4%,22.2%,11.1%,90.0%,20.0%,0.0%,-,80.0%,60.0%,40.0%,-,0.0%
Otto Lopez RHB,+920,8,4.60,0,1,0.750,0.750,1.000,0.250,0.762,-,5.6%,-,2.6%,99.3,12.5%,-,12.5%,75.0%,25.0%,71.2,25.0%,43.8%,25.0%,94.1%,12.5%,0.0%,25.0%,62.5%,25.0%,25.0%,50.0%,14.3%
Jakob Marsee LHB,N/A,5,4.20,0,0,0.250,0.400,0.250,-,0.308,20.0%,14.3%,-,4.3%,75.7,-,-,-,25.0%,-,66.9,-,33.3%,-,85.7%,-,-,-,75.0%,25.0%,25.0%,50.0%,14.3%
Joe Mack LHB,+1050,5,3.60,0,0,0.250,0.400,0.250,-,0.308,20.0%,15.4%,20.0%,5.0%,59.2,-,-,-,-,-,73.0,30.0%,-,-,90.9%,-,-,-,66.7%,33.3%,33.3%,33.3%,0.0%
Liam Hicks LHB,+1040,5,4.60,0,0,0.200,0.200,0.200,-,0.178,-,30.0%,40.0%,9.1%,73.6,-,-,33.3%,33.3%,66.7%,68.9,10.0%,10.0%,10.0%,100.0%,-,-,66.7%,33.3%,66.7%,33.3%,-,30.0%
