HR Split,Overall
Dates,="8/28/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,10:15 PM,Kohl Drake,@,1.34,2.23,0.36,1.62,16.4%,13.6%,49.1%,40.0%,5.8%,154
2,8:10 PM,Luis Castillo,@,1.26,0.67,0.93,2.03,10.5%,23.7%,45.2%,28.5%,7.6%,1413
3,7:15 PM,Tomoyuki Sugano,@,1.05,0.99,0.20,2.01,10.9%,19.6%,41.0%,28.2%,7.3%,1302
4,9:40 PM,Brandon Young,@,0.79,-0.59,1.66,1.91,9.2%,22.0%,39.0%,26.1%,6.7%,895
5,8:15 PM,Jared Jones,@,0.78,-0.28,1.50,1.81,8.6%,22.0%,40.9%,29.6%,7.0%,392
6,6:40 PM,Drew Anderson,vs,0.70,0.43,0.37,1.68,9.7%,21.8%,38.0%,28.8%,7.8%,426
7,7:10 PM,Casey Mize,@,0.55,-0.21,1.07,1.41,10.8%,12.8%,40.1%,35.4%,8.9%,1174
8,8:10 PM,Dean Kremer,vs,0.38,-0.23,0.79,1.67,6.7%,19.5%,35.8%,32.8%,6.7%,1054
9,7:10 PM,Tanner Bibee,vs,0.38,0.96,-0.81,1.59,7.4%,18.9%,38.7%,29.7%,7.1%,1548
10,2:20 PM,Rhett Lowder,@,0.35,0.27,0.12,1.54,9.1%,17.9%,34.0%,29.1%,7.8%,600
11,7:15 PM,Grant Holmes,vs,0.35,0.26,0.15,1.36,9.0%,18.6%,44.2%,26.3%,7.2%,1128
12,7:10 PM,Michael Wacha,@,0.22,-0.69,1.23,1.40,7.8%,13.3%,37.8%,32.6%,9.1%,1493
13,7:40 PM,Logan Henderson,vs,0.12,0.53,-0.68,1.34,7.3%,14.9%,38.3%,29.6%,9.3%,478
14,9:38 PM,Reid Detmers,vs,0.09,-0.11,0.07,1.09,9.2%,15.1%,41.1%,31.1%,7.7%,978
15,9:38 PM,Andrew Painter,@,-0.03,-0.04,-0.01,1.31,6.9%,19.5%,39.0%,24.3%,6.3%,521
16,7:10 PM,Hunter Brown,@,-0.06,0.66,-0.91,1.36,6.4%,27.0%,33.4%,20.6%,5.5%,1159
17,7:15 PM,Patrick Sandoval,@,-0.10,0.19,-0.14,1.31,7.8%,18.4%,34.5%,25.1%,5.4%,304
18,7:10 PM,Shane McClanahan,vs,-0.20,-0.51,0.11,0.76,9.3%,9.5%,46.0%,31.0%,8.3%,531
19,7:10 PM,Christian Scott,vs,-0.33,0.13,-0.73,1.03,7.9%,15.7%,34.5%,27.0%,6.2%,509
20,6:45 PM,Jackson Kent,vs,-0.47,-1.45,0.04,0.73,8.3%,16.7%,47.2%,16.7%,6.0%,122
21,7:40 PM,Cody Bradford,@,-0.55,0.79,-0.63,0.45,11.6%,4.2%,40.6%,34.8%,6.5%,174
22,6:40 PM,Tarik Skubal,@,-0.58,-0.03,-0.39,0.74,8.1%,8.9%,36.7%,28.9%,8.0%,1420
23,7:15 PM,Cam Schlittler,vs,-0.76,-0.34,-0.70,0.73,7.0%,5.6%,38.5%,26.8%,8.1%,1097
24,2:20 PM,David Peterson,vs,-0.87,-0.26,-0.69,0.78,5.5%,15.6%,37.3%,18.1%,5.8%,1358
25,10:15 PM,Blade Tidwell,vs,-0.92,-0.13,-1.19,0.76,5.4%,12.2%,35.9%,20.1%,7.3%,304
26,6:45 PM,Eury Perez,@,-0.95,-0.86,-0.30,0.55,6.3%,7.0%,38.6%,27.4%,7.8%,1016
27,7:15 PM,Dylan Cease,vs,-1.05,-0.73,-0.62,0.66,4.6%,11.7%,33.2%,28.0%,5.7%,1436
28,8:15 PM,Quinn Mathews,vs,-1.49,-,-0.80,0.64,2.2%,7.1%,28.3%,30.4%,4.5%,132
