Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-09-24 00:00:00,Coors Field,ARI @ COL,3:10,+13%,+32%,+14%,+29%,+0.28,+1.11,+1.52,+2.51,+20%,+30%,+16%,+32%,+0.44,+1.05,+1.68,+2.82,-7%,+2%,-2%,-3%,-0.16,+0.07,-0.17,-0.31
2026-09-24 00:00:00,Sutter Health Park,HOU @ ATH,9:40,+31%,+18%,+5%,+24%,+0.70,+0.64,+0.50,+2.13,+28%,+13%,+1%,+18%,+0.64,+0.46,+0.15,+1.62,+3%,+5%,+3%,+6%,+0.07,+0.18,+0.35,+0.51
2026-09-24 00:00:00,Dodger Stadium,SD  @ LAD,10:10,+21%,-3%,-3%,+4%,+0.48,-0.10,-0.33,+0.32,+19%,-4%,-5%,+1%,+0.43,-0.14,-0.55,+0.06,+2%,+1%,+2%,+3%,+0.06,+0.04,+0.22,+0.26
2026-09-24 00:00:00,Kauffman Stadium,CHW @ KC,2:10,-3%,+5%,+1%,+1%,-0.07,+0.18,+0.12,+0.05,+13%,+2%,-1%,+4%,+0.30,+0.06,-0.06,+0.37,-16%,+3%,+2%,-4%,-0.36,+0.12,+0.18,-0.32
2026-09-24 00:00:00,Globe Life Field,NYM @ TEX,2:35,-12%,-7%,-1%,-7%,-0.26,-0.25,-0.12,-0.65,-11%,-7%,-1%,-7%,-0.25,-0.25,-0.11,-0.64,-1%,+0%,0%,0%,-0.01,+0.01,-0.01,-0.02
2026-09-24 00:00:00,Citizens Bank Park,MIL @ PHI,6:05,-22%,-5%,0%,-11%,-0.50,-0.19,-0.04,-0.92,+15%,-3%,-2%,+5%,+0.33,-0.09,-0.19,+0.44,-37%,-3%,+1%,-16%,-0.83,-0.10,+0.15,-1.36
2026-09-24 00:00:00,Fenway Park,CLE @ BOS,6:45,-36%,+15%,-1%,-12%,-0.81,+0.54,-0.11,-1.04,-8%,+22%,+6%,+8%,-0.17,+0.75,+0.63,+0.73,-28%,-6%,-7%,-20%,-0.63,-0.21,-0.74,-1.77
2026-09-24 00:00:00,T-Mobile Park,LAA @ SEA,9:40,+0%,-22%,-8%,-12%,+0.01,-0.75,-0.86,-1.09,+0%,-15%,-6%,-8%,+0.00,-0.52,-0.66,-0.74,+0%,-7%,-2%,-4%,+0.01,-0.23,-0.20,-0.35
2026-09-24 00:00:00,Truist Park,CIN @ ATL,7:15,-21%,-11%,+0%,-14%,-0.47,-0.40,+0.03,-1.24,-2%,-6%,+1%,-3%,-0.05,-0.20,+0.15,-0.26,-19%,-6%,-1%,-11%,-0.42,-0.20,-0.12,-0.98
2026-09-24 00:00:00,Yankee Stadium,TB  @ NYY,7:05,-23%,-5%,-10%,-16%,-0.52,-0.17,-1.06,-1.41,+12%,-12%,-6%,-2%,+0.27,-0.41,-0.66,-0.17,-35%,+7%,-4%,-14%,-0.79,+0.24,-0.40,-1.24
2026-09-24 00:00:00,PNC Park,STL @ PIT,12:35,-46%,+0%,-3%,-21%,-1.03,+0.01,-0.30,-1.84,-15%,+11%,+0%,-1%,-0.34,+0.40,+0.01,-0.05,-31%,-11%,-3%,-20%,-0.69,-0.39,-0.32,-1.79
2026-09-24 00:00:00,Wrigley Field,MIA @ CHC,2:20,-33%,-21%,-6%,-27%,-0.74,-0.74,-0.62,-2.40,-1%,-11%,-3%,-6%,-0.02,-0.38,-0.33,-0.56,-32%,-10%,-3%,-21%,-0.73,-0.36,-0.29,-1.85
