Matchup,COL @ ATH
Pitcher,Joey Estes
Pitcher Team,ATH
Opposing Team,COL

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,,+154,32,26,4.40,3,3,0.200,0.346,0.700,0.500,0.416,19.2%,32.6%,30.8%,16.1%,93.8,275.1,6,4,30.8%,15.4%,23.1%,46.2%,46.2%,74.6,42.1%,21.1%,10.5%,100.0%,38.5%,40.0%,30.8%,15.4%,23.1%,46.2%,30.8%,50.0%
Brett Sullivan LHB,,+180,17,18,2.20,2,3,0.235,0.222,0.588,0.353,0.332,-,3.6%,11.1%,1.9%,91.2,274.7,4,3,12.5%,12.5%,37.5%,31.2%,37.5%,68.6,3.7%,44.4%,11.1%,100.0%,37.5%,33.3%,18.8%,25.0%,62.5%,12.5%,25.0%,21.4%
Ezequiel Tovar RHB,,+173,25,23,4.00,1,1,0.227,0.217,0.364,0.136,0.246,-,25.9%,39.1%,17.7%,89.6,246.4,2,1,7.1%,7.1%,35.7%,28.6%,35.7%,71.7,23.9%,13.0%,6.5%,88.5%,35.7%,20.0%,28.6%,28.6%,57.1%,14.3%,28.6%,73.9%
TJ Rumfield LHB,,+360,28,19,4.40,1,1,0.143,0.316,0.429,0.286,0.318,15.8%,13.8%,15.8%,6.2%,83.8,303.7,4,1,-,-,25.0%,41.7%,16.7%,70.5,14.8%,22.2%,11.1%,96.4%,33.3%,25.0%,16.7%,50.0%,58.3%,16.7%,25.0%,47.1%
Willi Castro SHB,,+310,28,18,4.40,1,2,0.286,0.444,0.500,0.214,0.409,22.2%,34.4%,16.7%,15.5%,86.9,287.0,3,1,9.1%,9.1%,18.2%,27.3%,54.5%,73.1,29.6%,18.5%,-,87.1%,54.5%,16.7%,36.4%,9.1%,27.3%,36.4%,36.4%,22.2%
Jake McCarthy LHB,,+490,23,16,4.80,1,1,0.333,0.375,0.600,0.267,0.418,6.2%,18.8%,18.8%,9.5%,88.5,268.4,3,1,8.3%,-,8.3%,33.3%,41.7%,70.6,3.3%,26.7%,6.7%,96.8%,33.3%,25.0%,16.7%,33.3%,25.0%,50.0%,25.0%,38.1%
Cole Carrigg SHB,—,N/A,3,5,4.00,1,1,0.400,0.400,1.400,1.000,0.744,-,22.2%,20.0%,14.3%,90.0,321.3,2,1,25.0%,25.0%,25.0%,50.0%,25.0%,75.4,62.5%,25.0%,12.5%,88.9%,50.0%,50.0%,25.0%,25.0%,50.0%,25.0%,25.0%,80.0%
Kyle Karros RHB,,+520,20,19,3.40,0,0,0.400,0.526,0.533,0.133,0.461,15.8%,25.7%,5.3%,12.9%,84.7,315.4,2,1,-,-,7.1%,28.6%,35.7%,70.3,9.7%,29.0%,9.7%,93.9%,21.4%,0.0%,21.4%,57.1%,35.7%,28.6%,35.7%,42.1%
Edouard Julien LHB,,+419,24,17,2.40,0,0,0.429,0.529,0.500,0.071,0.451,17.6%,8.3%,17.6%,2.9%,96.7,250.6,2,0,-,-,9.1%,72.7%,54.5%,72.3,13.0%,43.5%,17.4%,100.0%,-,-,45.5%,54.5%,27.3%,63.6%,9.1%,28.6%
Troy Johnston LHB,,+390,16,15,4.00,0,1,0.231,0.333,0.308,0.077,0.290,13.3%,22.2%,13.3%,12.3%,92.3,274.5,3,1,-,-,20.0%,30.0%,30.0%,68.5,-,20.6%,8.8%,97.1%,10.0%,0.0%,30.0%,50.0%,30.0%,50.0%,20.0%,42.9%
Sterlin Thompson LHB,,+391,14,13,1.80,0,0,0.273,0.385,0.364,0.091,0.334,15.4%,12.0%,23.1%,4.8%,90.4,287.0,2,0,-,-,-,50.0%,37.5%,75.4,56.5%,17.4%,17.4%,100.0%,12.5%,0.0%,37.5%,50.0%,25.0%,37.5%,37.5%,38.5%
Chad Stevens RHB,,+630,10,11,1.80,0,0,0.125,0.273,0.125,-,0.199,18.2%,30.0%,27.3%,13.6%,88.1,305.8,4,1,-,-,-,33.3%,50.0%,72.7,35.3%,17.6%,5.9%,94.4%,50.0%,0.0%,50.0%,-,-,66.7%,33.3%,46.2%
Braxton Fulford RHB,,+310,15,7,2.40,0,0,0.167,0.286,0.167,-,0.220,14.3%,40.0%,28.6%,15.4%,85.8,280.8,2,0,-,-,-,25.0%,50.0%,68.8,11.1%,33.3%,11.1%,90.0%,25.0%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,16.7%
