Matchup,DET @ TB
Pitcher,Steven Matz
Pitcher Team,TB
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,44.1,184,0.230,0.307,0.400,0.170,1.24,7,1.42,9.2%,23.9%,19.0%,16.4%,11.4%,7.11,61.4%,7.0%,10.7%,36.6%,28.2%,16.2%,11.5%
vsLHB,12.2,49,0.217,0.266,0.370,0.152,0.95,2,1.42,4.1%,22.4%,18.4%,21.4%,11.2%,6.39,61.2%,7.1%,5.3%,28.9%,18.4%,28.6%,5.3%
vsRHB,31.2,135,0.235,0.322,0.412,0.176,1.36,5,1.42,11.1%,24.3%,19.3%,15.2%,11.4%,7.39,61.5%,7.0%,12.9%,39.8%,32.3%,13.3%,14.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Wenceel Perez SHB,+700,9,4.20,1,1,0.333,0.333,0.667,0.333,0.431,-,11.8%,-,7.4%,87.9,11.1%,11.1%,11.1%,44.4%,11.1%,72.5,23.5%,41.2%,17.6%,100.0%,33.3%,33.3%,-,44.4%,33.3%,44.4%,22.2%,33.3%
Kevin McGonigle LHB,+900,13,4.40,0,0,0.231,0.231,0.231,-,0.205,-,26.1%,23.1%,12.8%,85.5,-,-,10.0%,40.0%,30.0%,71.4,15.8%,31.6%,15.8%,82.6%,30.0%,0.0%,20.0%,50.0%,20.0%,80.0%,-,44.4%
Matt Vierling RHB,+725,11,3.20,0,0,0.300,0.364,0.300,-,0.302,9.1%,17.4%,36.4%,8.2%,79.6,-,-,33.3%,-,33.3%,70.6,-,9.5%,-,91.3%,33.3%,0.0%,16.7%,50.0%,50.0%,33.3%,16.7%,9.1%
Riley Greene LHB,+600,11,4.20,0,0,0.100,0.182,0.100,-,0.140,9.1%,39.1%,36.4%,20.9%,93.6,-,-,-,50.0%,16.7%,75.5,52.4%,19.0%,14.3%,91.3%,50.0%,0.0%,-,50.0%,16.7%,50.0%,33.3%,42.9%
Spencer Torkelson RHB,+490,10,4.20,0,1,0.300,0.300,0.400,0.100,0.305,-,31.2%,30.0%,13.5%,87.9,14.3%,-,14.3%,57.1%,42.9%,73.4,31.2%,37.5%,18.8%,100.0%,42.9%,0.0%,14.3%,42.9%,28.6%,28.6%,42.9%,33.3%
Dillon Dingler RHB,+500,10,4.20,0,0,0.111,0.200,0.222,0.111,0.192,10.0%,33.3%,40.0%,16.7%,97.3,-,-,-,40.0%,20.0%,72.6,22.2%,27.8%,11.1%,100.0%,20.0%,0.0%,20.0%,60.0%,40.0%,60.0%,-,25.0%
Zach McKinstry LHB,+963,8,3.20,0,0,-,0.375,-,-,0.243,37.5%,14.3%,12.5%,5.3%,86.9,-,-,25.0%,25.0%,25.0%,68.3,-,15.4%,7.7%,100.0%,-,-,25.0%,75.0%,100.0%,-,-,0.0%
Hao-Yu Lee RHB,+730,8,3.00,0,0,0.375,0.375,0.375,-,0.334,-,18.8%,-,9.1%,86.6,-,-,-,25.0%,50.0%,70.5,7.1%,21.4%,14.3%,87.5%,25.0%,0.0%,37.5%,37.5%,-,37.5%,62.5%,12.5%
Jahmai Jones RHB,+650,7,1.40,0,0,-,0.143,-,-,0.093,14.3%,26.7%,28.6%,11.4%,88.5,-,-,-,50.0%,-,73.7,46.2%,15.4%,15.4%,86.7%,-,-,-,100.0%,75.0%,25.0%,-,14.3%
Colt Keith LHB,N/A,7,3.00,0,0,0.167,0.286,0.167,-,0.230,-,25.0%,14.3%,10.5%,69.0,-,-,-,20.0%,20.0%,70.1,-,40.0%,20.0%,62.5%,20.0%,0.0%,-,60.0%,-,80.0%,20.0%,28.6%
Kerry Carpenter LHB,N/A,4,2.20,0,0,-,-,-,-,-,-,50.0%,50.0%,18.5%,73.5,-,-,50.0%,-,50.0%,70.6,-,12.5%,-,88.9%,50.0%,0.0%,50.0%,-,50.0%,50.0%,-,0.0%
Jake Rogers RHB,N/A,3,3.20,0,0,-,0.333,-,-,0.216,33.3%,75.0%,66.7%,23.1%,-,-,-,-,-,-,72.2,25.0%,-,-,100.0%,-,-,-,-,-,-,-,0.0%
Zack Short RHB,+920,3,3.20,0,0,-,0.333,-,-,0.216,33.3%,40.0%,-,16.0%,91.5,-,-,50.0%,-,100.0%,71.1,10.0%,20.0%,-,100.0%,-,-,100.0%,-,50.0%,50.0%,-,25.0%
