Matchup,LAA @ TEX
Pitcher,MacKenzie Gore
Pitcher Team,TEX
Opposing Team,LAA

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,16.1,1.53,="20-69",.290,.580,0.290,4,6,1,9,24.3,5,.338,.918
Batting Second,17.0,1.29,="17-67",.254,.388,0.134,2,3,0,4,20.5,5,.301,.689
Batting Third,18.0,1.17,="16-68",.235,.353,0.118,1,3,1,10,27.4,5,.288,.641
Batting Fourth,16.2,1.32,="14-63",.222,.524,0.302,5,4,0,11,27.8,8,.319,.843
Batting Fifth,14.2,1.70,="21-64",.328,.531,0.203,3,4,0,11,24.3,4,.371,.902
Batting Sixth,15.0,1.47,="11-55",.200,.345,0.145,2,2,0,4,28.8,11,.333,.678
Batting Seventh,14.2,1.02,="10-52",.192,.308,0.116,1,3,0,8,34.4,5,.283,.591
Batting Eighth,14.0,0.86,="7-49",.143,.204,0.061,0,1,1,7,26.8,5,.236,.440
Batting Ninth,13.0,0.92,="9-48",.188,.250,0.062,0,3,0,2,17.3,3,.250,.500

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Zach Neto RHB,Batting First ​,="98-442",.222,.407,0.185,18,22,3,46,31.7,46,.304,.711
Mike Trout RHB,Batting Second ​,="94-394",.239,.434,0.195,20,17,0,45,25.7,85,.382,.816
Moisés Ballesteros LHB,Batting Seventh ​,="10-56",.179,.196,0.017,0,1,0,4,23.4,8,.281,.477
Vaughn Grissom RHB,Batting Fourth ​,="10-46",.217,.348,0.131,1,3,0,6,27.1,1,.250,.598
Jose Siri RHB,Batting Fifth ​,="2-8",.250,.625,0.375,1,0,0,2,50.0,0,.250,.875
Denzer Guzman RHB,Batting Sixth ​,="12-43",.279,.465,0.186,2,2,0,5,20.0,2,.311,.776
Josh Lowe LHB,Batting Seventh ​,="26-113",.230,.416,0.186,6,3,0,12,30.1,7,.279,.695
Travis d'Arnaud RHB,Batting Eighth ​,="6-34",.176,.294,0.118,1,1,0,3,23.1,3,.282,.576
Oswald Peraza RHB,Batting Ninth ​,="9-48",.188,.292,0.104,1,2,0,2,33.3,3,.235,.527
