Matchup,TOR @ KC
Pitcher,Daniel Lynch IV
Pitcher Team,KC
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.2,250,0.202,0.265,0.333,0.132,1.05,5,0.73,7.6%,25.1%,18.4%,18.9%,11.7%,6.71,56.8%,7.5%,6.6%,37.7%,26.2%,10.4%,12.6%
vsLHB,26.1,103,0.175,0.210,0.247,0.072,0.80,1,0.34,3.9%,26.1%,20.4%,21.9%,12.9%,7.18,52.4%,7.2%,6.6%,28.9%,21.1%,6.2%,10.5%
vsRHB,35.1,147,0.221,0.304,0.397,0.176,1.25,4,1.02,10.2%,24.4%,17.0%,17.0%,10.9%,6.37,59.9%,7.7%,6.5%,43.9%,29.9%,12.5%,14.0%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,,+325,29,3.80,8,1,2,94.2,280.3,5,2,37.5%,25.0%,62.5%,50.0%,62.5%,74.2,46.2%,46.2%,30.8%,100.0%,87.5%,50.0%,25.0%,37.5%,-,62.5%,25.0%,12.5%,66.7%
Brett Bateman LHB,,+1840,6,4.60,8,0,0,73.6,278.3,1,1,-,-,-,12.5%,37.5%,69.1,-,44.4%,-,90.0%,37.5%,25.0%,0.0%,12.5%,37.5%,12.5%,25.0%,62.5%,12.5%
Brandon Valenzuela SHB,—,N/A,26,3.40,8,0,1,93.4,187.8,1,1,-,-,12.5%,50.0%,12.5%,73.5,43.8%,31.2%,12.5%,100.0%,12.5%,12.5%,0.0%,-,62.5%,25.0%,37.5%,37.5%,57.1%
George Springer RHB,,+499,17,4.00,8,0,0,99.1,289.1,2,0,-,-,25.0%,75.0%,50.0%,73.6,33.3%,66.7%,33.3%,100.0%,75.0%,25.0%,0.0%,50.0%,25.0%,50.0%,37.5%,12.5%,50.0%
Charles McAdoo RHB,,+475,14,3.00,8,0,1,86.5,279.8,2,2,-,-,25.0%,37.5%,12.5%,74.2,33.3%,20.0%,13.3%,100.0%,62.5%,50.0%,0.0%,12.5%,25.0%,37.5%,37.5%,25.0%,16.7%
Myles Straw RHB,,+1700,15,3.20,8,0,1,87.0,317.2,4,2,12.5%,-,12.5%,62.5%,62.5%,68.8,-,45.5%,18.2%,100.0%,75.0%,37.5%,0.0%,37.5%,12.5%,12.5%,50.0%,37.5%,20.0%
Nathan Lukes LHB,,+1300,11,3.80,8,0,0,84.6,293.6,2,0,-,-,-,-,37.5%,67.8,-,55.6%,-,81.8%,37.5%,12.5%,0.0%,25.0%,62.5%,25.0%,50.0%,25.0%,33.3%
Vladimir Guerrero Jr. RHB,,+575,24,4.40,8,0,0,86.5,221.3,1,1,12.5%,-,-,25.0%,25.0%,78.3,71.4%,14.3%,14.3%,100.0%,37.5%,12.5%,0.0%,25.0%,50.0%,25.0%,50.0%,25.0%,0.0%
Andres Gimenez LHB,,+1180,7,3.80,8,0,0,70.0,145.9,0,0,-,-,-,12.5%,-,64.6,-,33.3%,-,66.7%,12.5%,-,-,12.5%,75.0%,50.0%,25.0%,25.0%,20.0%
Jesus Sanchez LHB,—,N/A,3,1.80,8,0,0,86.6,236.8,1,0,-,-,25.0%,37.5%,25.0%,70.6,25.0%,62.5%,37.5%,88.9%,25.0%,12.5%,0.0%,12.5%,75.0%,50.0%,37.5%,12.5%,50.0%
Josh Smith LHB,—,N/A,13,3.40,8,0,0,69.1,185.9,0,0,-,-,-,12.5%,12.5%,64.9,-,25.0%,12.5%,72.7%,25.0%,12.5%,0.0%,12.5%,50.0%,37.5%,50.0%,12.5%,50.0%
Alejandro Kirk RHB,,+710,12,4.20,8,0,0,95.7,243.3,1,0,-,-,-,75.0%,50.0%,73.4,18.2%,54.5%,45.5%,91.7%,50.0%,-,-,50.0%,50.0%,25.0%,50.0%,25.0%,20.0%
Ernie Clement RHB,,+1000,12,3.60,8,0,0,82.8,243.1,0,0,-,-,-,25.0%,25.0%,65.0,-,31.2%,-,88.9%,25.0%,12.5%,0.0%,12.5%,62.5%,25.0%,25.0%,50.0%,83.3%
Sean Keys LHB,—,N/A,-,2.20,1,0,0,98.6,355.7,1,1,-,-,-,100.0%,-,75.3,50.0%,50.0%,50.0%,100.0%,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
