Matchup,MIA @ WSH
Pitcher,Richard Lovelady
Pitcher Team,WSH
Opposing Team,MIA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,24.0,113,0.274,0.337,0.432,0.158,1.75,3,1.12,14.2%,25.1%,18.6%,18.9%,10.9%,7.88,64.0%,6.9%,5.4%,31.1%,20.3%,20.0%,9.5%
vsLHB,10.2,51,0.318,0.360,0.432,0.114,1.78,1,0.84,9.8%,30.4%,21.6%,29.7%,14.2%,9.28,68.6%,7.1%,6.1%,36.4%,15.2%,20.0%,6.1%
vsRHB,13.1,62,0.235,0.319,0.431,0.196,1.72,2,1.35,17.7%,21.2%,16.1%,13.5%,8.7%,6.75,60.0%,6.7%,4.9%,26.8%,24.4%,20.0%,12.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Xavier Edwards SHB,+1300,11,4.60,1,1,0.200,0.273,0.500,0.300,0.331,9.1%,9.1%,18.2%,3.1%,90.9,12.5%,12.5%,25.0%,25.0%,37.5%,71.6,9.1%,54.5%,18.2%,100.0%,62.5%,20.0%,-,25.0%,25.0%,62.5%,12.5%,40.0%
Connor Norby RHB,+780,11,4.20,1,1,0.222,0.364,0.667,0.444,0.424,18.2%,30.0%,18.2%,16.2%,81.2,14.3%,14.3%,42.9%,28.6%,57.1%,71.6,5.0%,15.0%,10.0%,100.0%,57.1%,25.0%,14.3%,28.6%,57.1%,14.3%,28.6%,44.4%
Javier Sanoja RHB,+1480,10,3.40,1,2,0.200,0.200,0.600,0.400,0.337,-,6.7%,-,3.8%,94.0,10.0%,10.0%,20.0%,60.0%,60.0%,71.1,13.3%,53.3%,26.7%,100.0%,20.0%,0.0%,50.0%,20.0%,40.0%,40.0%,20.0%,50.0%
Leo Jimenez RHB,N/A,13,3.20,0,0,0.091,0.231,0.091,-,0.174,7.7%,33.3%,30.8%,14.3%,92.8,14.3%,-,-,42.9%,42.9%,73.0,16.7%,16.7%,5.6%,94.7%,28.6%,0.0%,14.3%,57.1%,-,100.0%,-,13.3%
Christopher Morel RHB,N/A,12,3.60,0,0,0.167,0.167,0.167,-,0.148,-,40.9%,50.0%,22.0%,92.3,-,-,-,66.7%,33.3%,76.8,81.8%,22.7%,4.5%,100.0%,50.0%,0.0%,16.7%,33.3%,16.7%,66.7%,16.7%,58.3%
Owen Caissie LHB,+820,11,3.00,0,0,0.100,0.182,0.100,-,0.146,-,50.0%,63.6%,18.2%,85.2,-,-,-,-,66.7%,73.7,38.5%,15.4%,-,81.2%,-,-,33.3%,66.7%,33.3%,66.7%,-,10.0%
Heriberto Hernandez RHB,N/A,11,2.20,0,1,0.111,0.182,0.111,-,0.140,9.1%,5.0%,9.1%,2.3%,95.0,-,-,22.2%,77.8%,33.3%,74.4,40.0%,40.0%,25.0%,100.0%,22.2%,0.0%,33.3%,33.3%,44.4%,22.2%,33.3%,18.2%
Kyle Stowers LHB,+470,9,4.40,0,0,0.286,0.444,0.571,0.286,0.426,22.2%,25.0%,33.3%,10.0%,89.6,-,-,25.0%,50.0%,75.0%,75.0,55.6%,33.3%,22.2%,75.0%,-,-,50.0%,50.0%,75.0%,25.0%,-,28.6%
Esteury Ruiz RHB,N/A,8,2.60,0,2,0.125,0.125,0.375,0.250,0.202,-,38.9%,37.5%,13.7%,89.4,-,-,60.0%,20.0%,-,70.9,16.7%,22.2%,-,100.0%,80.0%,0.0%,-,-,60.0%,20.0%,20.0%,37.5%
Joe Mack LHB,+1380,7,3.60,0,0,0.167,0.286,0.167,-,0.220,14.3%,18.2%,14.3%,6.7%,65.2,-,-,20.0%,-,-,74.0,50.0%,-,-,60.0%,-,-,-,60.0%,60.0%,-,40.0%,20.0%
Otto Lopez RHB,+760,7,4.40,0,1,0.571,0.571,0.714,0.143,0.563,-,0.0%,-,-,95.1,14.3%,-,-,71.4%,28.6%,71.5,18.2%,45.5%,27.3%,91.7%,14.3%,0.0%,28.6%,57.1%,14.3%,28.6%,57.1%,7.7%
Liam Hicks LHB,+820,7,4.60,0,0,-,0.286,-,-,0.185,28.6%,11.1%,28.6%,3.0%,63.0,-,-,-,-,33.3%,69.1,11.1%,-,-,100.0%,-,-,33.3%,-,-,66.7%,33.3%,33.3%
Jakob Marsee LHB,+920,5,4.20,0,0,-,0.400,-,-,0.274,20.0%,33.3%,20.0%,8.7%,79.9,-,-,-,50.0%,-,68.4,-,20.0%,-,83.3%,-,-,-,100.0%,50.0%,-,50.0%,22.2%
