HR Split,Overall
Dates,="7/11/2026"
Games,7

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:40 PM,Walker Buehler,vs,1.04,-0.09,1.77,1.89,10.7%,26.9%,43.2%,24.7%,8.0%,1047
2,7:15 PM,Matthew Liberatore,vs,0.87,0.21,0.88,2.00,11.0%,18.7%,38.2%,28.6%,7.0%,1139
3,7:10 PM,Javier Assad,@,0.85,1.57,-0.35,1.78,8.4%,22.2%,47.0%,27.8%,8.4%,472
4,9:10 PM,Brandon Pfaadt,@,0.78,1.48,-0.44,1.62,11.8%,28.1%,41.3%,20.4%,7.6%,1037
5,7:05 PM,Peter Lambert,@,0.48,0.13,0.72,1.67,7.7%,17.6%,35.2%,37.1%,7.7%,448
6,6:10 PM,Cristopher Sanchez,@,0.43,-1.41,0.76,1.48,8.9%,26.6%,44.7%,18.6%,6.7%,1473
7,7:05 PM,Noah Cameron,@,-0.07,-0.24,0.16,1.28,8.8%,14.4%,36.0%,24.3%,7.7%,1073
8,7:05 PM,Kumar Rocker,vs,-0.19,0.53,-0.79,1.13,7.4%,14.7%,43.7%,21.2%,6.8%,749
9,8:40 PM,Trey Yesavage,@,-0.28,-0.35,0.09,1.11,6.8%,16.0%,38.1%,29.0%,4.8%,594
10,7:05 PM,Kyle Bradish,vs,-0.36,-0.02,-0.33,1.09,7.0%,17.6%,36.7%,22.0%,6.5%,681
11,6:10 PM,Casey Mize,vs,-0.59,-0.51,-0.13,0.89,7.1%,9.8%,35.0%,27.5%,7.1%,1041
12,7:15 PM,Reynaldo Lopez,@,-0.67,-0.24,-0.55,0.89,6.1%,10.0%,33.2%,27.4%,7.8%,330
13,7:10 PM,Nick Lodolo,vs,-0.84,-1.10,-0.40,0.69,5.5%,8.9%,39.8%,24.1%,6.8%,1018
14,9:10 PM,Yoshinobu Yamamoto,vs,-0.96,-0.37,-0.77,0.71,5.5%,14.1%,33.2%,19.2%,7.3%,1354
