Matchup,ATH @ LAA
Pitcher,J.T. Ginn
Pitcher Team,ATH
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,82.2,342,0.216,0.287,0.336,0.120,1.21,8,0.87,10.2%,26.8%,21.3%,21.5%,12.3%,7.95,54.7%,6.6%,5.7%,36.1%,23.9%,10.9%,14.8%
vsLHB,45.2,207,0.256,0.327,0.383,0.128,1.55,5,0.99,12.1%,25.8%,17.9%,18.9%,11.9%,7.29,49.8%,6.5%,5.6%,37.8%,23.1%,12.1%,17.5%
vsRHB,36.2,135,0.157,0.225,0.264,0.107,0.79,3,0.74,7.4%,28.5%,26.7%,25.2%,12.9%,8.84,62.0%,6.7%,5.7%,33.3%,25.3%,9.1%,10.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Donovan Walton LHB,,+650,13,28,4.20,2,2,0.429,0.429,0.786,0.357,0.522,-,21.4%,14.3%,13.0%,83.1,275.4,7,3,4.2%,-,25.0%,29.2%,54.2%,67.7,-,31.2%,12.5%,90.6%,20.8%,40.0%,41.7%,29.2%,50.0%,29.2%,20.8%,43.5%
Nolan Schanuel LHB,,+1060,14,32,4.60,1,1,0.280,0.438,0.440,0.160,0.389,18.8%,16.7%,6.2%,6.3%,90.2,260.6,4,1,-,-,13.0%,39.1%,30.4%,69.7,16.7%,38.9%,11.1%,94.7%,17.4%,25.0%,26.1%,52.2%,34.8%,52.2%,13.0%,33.3%
Tyler Heineman SHB,—,N/A,8,22,3.60,1,1,0.158,0.273,0.421,0.263,0.303,9.1%,16.7%,13.6%,7.8%,77.3,239.0,3,2,6.7%,6.7%,20.0%,20.0%,33.3%,65.8,-,21.2%,3.0%,94.3%,40.0%,16.7%,13.3%,26.7%,40.0%,33.3%,26.7%,21.1%
Jorge Soler RHB,,+443,17,21,4.00,1,1,0.235,0.381,0.471,0.235,0.369,19.0%,44.1%,38.1%,16.7%,87.0,264.5,3,2,22.2%,11.1%,33.3%,44.4%,66.7%,74.3,43.8%,12.5%,6.2%,97.0%,11.1%,100.0%,55.6%,33.3%,55.6%,22.2%,22.2%,37.5%
Josh Lowe LHB,,+900,15,21,3.40,1,1,0.300,0.333,0.450,0.150,0.343,4.8%,39.3%,28.6%,24.7%,95.1,289.4,4,1,7.1%,-,7.1%,57.1%,28.6%,74.2,45.1%,21.6%,11.8%,92.7%,28.6%,25.0%,28.6%,42.9%,21.4%,64.3%,14.3%,52.4%
Denzer Guzman RHB,,+630,8,20,4.60,1,2,0.375,0.500,0.562,0.188,0.457,20.0%,21.2%,10.0%,9.5%,90.2,286.3,2,2,7.1%,7.1%,21.4%,50.0%,35.7%,73.4,25.0%,25.0%,15.6%,97.0%,21.4%,33.3%,21.4%,57.1%,50.0%,35.7%,14.3%,26.1%
Zach Neto RHB,,+390,22,15,3.80,1,2,0.286,0.333,0.643,0.357,0.410,6.7%,34.4%,33.3%,16.9%,91.2,316.6,3,2,22.2%,11.1%,33.3%,44.4%,33.3%,71.6,7.4%,25.9%,14.8%,84.4%,44.4%,25.0%,11.1%,44.4%,66.7%,22.2%,11.1%,37.5%
Wade Meckler LHB,,+1100,9,27,4.40,0,0,0.333,0.407,0.375,0.042,0.350,11.1%,17.1%,22.2%,7.3%,86.2,260.2,2,0,-,-,-,27.8%,44.4%,68.7,3.2%,35.5%,6.5%,88.6%,22.2%,0.0%,33.3%,44.4%,27.8%,55.6%,16.7%,31.8%
Jo Adell RHB,,+460,24,15,4.60,0,0,0.357,0.400,0.500,0.143,0.391,6.7%,28.1%,13.3%,15.8%,86.0,256.3,2,2,8.3%,-,8.3%,33.3%,50.0%,76.5,60.0%,13.3%,6.7%,96.8%,16.7%,0.0%,41.7%,33.3%,25.0%,33.3%,41.7%,36.8%
Oswald Peraza RHB,,+670,12,14,3.80,0,0,0.286,0.286,0.286,-,0.254,-,21.7%,21.4%,12.2%,87.9,127.1,0,0,-,-,-,54.5%,9.1%,72.2,9.1%,31.8%,13.6%,95.7%,9.1%,0.0%,-,81.8%,54.5%,36.4%,9.1%,33.3%
Logan O'Hoppe RHB,,+590,20,14,3.20,0,0,0.357,0.357,0.357,-,0.318,-,20.8%,14.3%,11.6%,76.5,219.9,1,0,-,-,16.7%,8.3%,33.3%,74.5,45.0%,10.0%,5.0%,83.3%,25.0%,0.0%,25.0%,33.3%,41.7%,33.3%,25.0%,58.8%
Vaughn Grissom RHB,,+341,16,14,3.40,0,0,0.077,0.143,0.077,-,0.115,-,19.4%,28.6%,9.4%,78.7,259.5,2,0,-,-,22.2%,11.1%,33.3%,69.6,7.1%,17.9%,3.6%,90.3%,22.2%,0.0%,33.3%,33.3%,22.2%,66.7%,11.1%,26.7%
Christian Moore RHB,—,N/A,-,3,4.20,0,0,0.500,0.667,0.500,-,0.513,33.3%,14.3%,-,7.1%,92.5,247.9,1,0,-,-,-,-,50.0%,75.9,50.0%,33.3%,-,85.7%,50.0%,0.0%,50.0%,-,-,50.0%,50.0%,33.3%
