Split,vsRHB
Range,L10
Dates,="8/31/2026"
Games,12

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
8:40 PM,Tanner Gordon,vs,15.0,70,5.97,0.353,0.416,1.73,0.265,0.618,5,3.00,42,18.1%,20.0%,17.1%,9.9%,8.40,2,2.9%,67.1%,6.3%,54,59.3%,6,11.1%,27.8%,26.7%,14.8%
6:40 PM,Robert Stock,@,6.1,35,4.36,0.345,0.402,2.21,0.103,0.448,0,-,13,27.1%,14.3%,10.6%,12.5%,7.11,4,11.4%,59.5%,8.6%,24,33.3%,2,8.3%,25.0%,-,25.0%
7:40 PM,Jackson Jobe,@,6.0,28,2.60,0.320,0.339,1.67,0.040,0.360,0,-,9,21.0%,21.4%,12.5%,10.3%,9.00,2,7.1%,64.3%,4.8%,19,21.1%,0,-,5.3%,-,15.8%
8:05 PM,Jacob deGrom,vs,17.0,81,2.28,0.310,0.337,1.88,0.042,0.352,0,-,25,30.2%,27.2%,20.6%,15.5%,11.65,10,12.3%,66.7%,4.9%,49,30.6%,3,6.1%,16.3%,-,16.3%
8:05 PM,Gage Jump,@,35.2,172,4.89,0.306,0.397,1.93,0.245,0.551,6,1.51,81,26.0%,25.0%,19.5%,11.7%,10.85,24,14.0%,57.9%,8.9%,105,39.0%,10,9.5%,25.7%,22.2%,18.1%
6:45 PM,Ryan Gusto,@,17.1,77,5.23,0.296,0.363,1.38,0.211,0.507,4,2.08,36,20.8%,19.5%,20.3%,10.8%,7.79,3,3.9%,76.6%,8.8%,57,42.1%,6,10.5%,22.8%,23.1%,14.0%
6:05 PM,Bryce Elder,vs,21.0,92,6.10,0.286,0.354,1.52,0.190,0.476,5,2.14,40,21.1%,14.1%,17.3%,9.6%,5.57,8,8.7%,60.2%,8.6%,71,42.3%,8,11.3%,23.9%,23.5%,18.3%
9:38 PM,Elmer Rodríguez,@,13.1,59,3.92,0.283,0.325,1.58,0.094,0.377,1,0.68,20,30.3%,16.9%,16.4%,12.4%,6.75,6,10.2%,61.0%,6.0%,42,33.3%,1,2.4%,14.3%,16.7%,9.5%
8:10 PM,Peter Lambert,vs,23.0,103,2.36,0.269,0.310,1.39,0.086,0.355,1,0.39,33,26.7%,29.1%,25.9%,13.0%,11.74,7,6.8%,58.3%,7.3%,63,30.2%,3,4.8%,28.6%,5.6%,12.7%
6:45 PM,George Kirby,@,25.2,108,3.68,0.265,0.313,1.25,0.157,0.422,3,1.05,43,25.4%,19.4%,17.1%,14.0%,7.36,5,4.6%,70.0%,7.9%,81,32.1%,6,7.4%,22.2%,11.1%,16.0%
7:40 PM,Kyle Harrison,@,31.2,137,5.44,0.262,0.354,1.36,0.254,0.516,9,2.56,65,29.4%,27.7%,21.2%,13.5%,10.80,10,7.3%,60.6%,7.4%,88,43.2%,9,10.2%,34.1%,26.7%,15.9%
8:10 PM,Anthony Kay,@,34.1,156,6.22,0.261,0.363,1.46,0.209,0.470,7,1.83,63,24.2%,16.0%,13.4%,11.7%,6.55,15,9.6%,61.1%,6.9%,109,42.2%,11,10.1%,25.7%,21.4%,15.6%
9:40 PM,Aaron Nola,@,18.1,76,4.85,0.254,0.337,1.25,0.239,0.493,5,2.45,35,33.6%,31.6%,27.0%,15.3%,11.78,5,6.6%,67.5%,6.4%,47,36.2%,4,8.5%,17.0%,25.0%,23.4%
6:40 PM,Ian Seymour,vs,37.2,150,3.29,0.227,0.302,1.06,0.220,0.447,7,1.67,63,32.3%,36.0%,25.0%,16.7%,12.90,8,5.3%,64.2%,11.7%,88,36.4%,10,11.4%,29.5%,26.9%,23.9%
7:40 PM,Taj Bradley,vs,23.1,98,3.44,0.227,0.295,1.24,0.136,0.364,2,0.77,32,24.6%,24.5%,20.5%,12.1%,9.26,9,9.2%,62.2%,8.4%,64,46.9%,2,3.1%,26.6%,11.8%,15.6%
6:45 PM,Payton Tolle,vs,40.2,162,3.08,0.213,0.291,1.03,0.200,0.413,6,1.33,62,27.5%,34.6%,26.3%,15.9%,12.39,10,6.2%,67.9%,8.2%,95,33.7%,9,9.5%,27.4%,19.2%,20.0%
6:40 PM,Michael King,@,20.2,82,3.63,0.178,0.257,0.97,0.123,0.301,2,0.87,22,30.1%,25.6%,20.0%,14.5%,9.15,7,8.5%,67.1%,6.5%,52,21.2%,3,5.8%,38.5%,10.0%,9.6%
7:40 PM,Clay Holmes,vs,22.0,86,3.19,0.169,0.223,0.95,0.052,0.221,1,0.41,17,21.4%,22.1%,18.4%,11.1%,7.77,8,9.3%,59.8%,6.9%,58,39.7%,5,8.6%,25.9%,6.7%,13.8%
9:38 PM,Walbert Urena,vs,21.2,85,2.78,0.162,0.226,0.92,0.054,0.216,1,0.42,16,27.5%,29.4%,20.8%,14.2%,10.38,8,9.4%,62.4%,7.1%,50,36.0%,2,4.0%,20.0%,10.0%,16.0%
6:05 PM,Anthony Molina,@,3.2,15,7.19,0.154,0.284,1.09,0.231,0.385,1,2.45,5,17.6%,13.3%,8.0%,9.7%,4.91,2,13.3%,80.0%,9.7%,11,36.4%,2,18.2%,36.4%,25.0%,-
6:40 PM,Brady Singer,vs,21.2,81,3.79,0.129,0.204,0.83,0.057,0.186,1,0.42,13,26.1%,17.3%,15.1%,11.5%,5.82,9,11.1%,65.4%,7.6%,57,42.1%,4,7.0%,17.5%,10.0%,5.3%
6:45 PM,Will Dion,vs,12.2,44,3.65,0.098,0.178,0.55,0.146,0.244,2,1.42,10,31.5%,31.8%,24.6%,15.5%,9.95,3,6.8%,64.4%,8.3%,27,29.6%,2,7.4%,37.0%,20.0%,29.6%
