Matchup,SD @ WSH
Pitcher,Foster Griffin
Pitcher Team,WSH
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,62.0,259,0.218,0.296,0.389,0.171,1.13,10,1.45,7.3%,24.1%,23.2%,19.7%,11.1%,8.71,58.1%,5.9%,12.0%,37.1%,28.0%,18.4%,21.7%
vsLHB,18.1,77,0.188,0.284,0.377,0.188,0.98,3,1.47,6.5%,28.8%,26.0%,20.8%,12.7%,9.82,59.7%,5.0%,12.2%,32.7%,32.7%,18.8%,24.5%
vsRHB,43.2,182,0.230,0.301,0.394,0.164,1.19,7,1.44,7.7%,22.3%,22.0%,19.2%,10.4%,8.24,57.4%,6.2%,11.9%,38.9%,26.2%,18.2%,20.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ramon Laureano RHB,+590,17,4.00,1,1,0.143,0.294,0.357,0.214,0.290,17.6%,41.7%,35.3%,19.0%,81.0,12.5%,12.5%,25.0%,12.5%,50.0%,73.5,41.9%,12.9%,3.2%,88.6%,25.0%,50.0%,25.0%,50.0%,25.0%,37.5%,37.5%,28.6%
Manny Machado RHB,+520,15,4.20,1,2,0.231,0.267,0.462,0.231,0.302,6.7%,17.6%,6.7%,11.3%,86.8,7.7%,7.7%,30.8%,30.8%,23.1%,74.4,46.9%,18.8%,12.5%,97.0%,30.8%,0.0%,15.4%,38.5%,46.2%,15.4%,38.5%,45.5%
Miguel Andujar RHB,+790,20,4.20,0,0,0.211,0.250,0.316,0.105,0.248,5.0%,23.1%,20.0%,15.0%,86.2,-,-,13.3%,20.0%,20.0%,71.0,21.4%,19.0%,4.8%,84.0%,-,-,20.0%,66.7%,26.7%,60.0%,13.3%,42.9%
Xander Bogaerts RHB,+920,18,4.20,0,1,0.176,0.222,0.176,-,0.184,5.6%,19.0%,16.7%,11.1%,80.7,-,-,7.1%,14.3%,14.3%,71.7,35.7%,17.9%,7.1%,80.0%,28.6%,0.0%,21.4%,50.0%,21.4%,50.0%,28.6%,40.0%
Fernando Tatis Jr. RHB,+570,16,4.40,0,0,0.538,0.625,0.615,0.077,0.535,18.8%,30.3%,18.8%,14.9%,86.8,10.0%,-,10.0%,50.0%,70.0%,77.6,73.3%,16.7%,16.7%,90.9%,10.0%,0.0%,60.0%,30.0%,10.0%,70.0%,20.0%,38.5%
Nick Castellanos RHB,+730,15,2.60,0,1,0.133,0.133,0.200,0.067,0.144,-,18.8%,13.3%,10.5%,83.9,7.7%,7.7%,38.5%,38.5%,38.5%,68.6,6.5%,25.8%,6.5%,96.9%,38.5%,0.0%,23.1%,38.5%,69.2%,23.1%,7.7%,35.7%
Gavin Sheets LHB,+880,14,4.20,0,0,0.231,0.286,0.231,-,0.237,7.1%,16.7%,14.3%,6.8%,94.4,-,-,9.1%,63.6%,18.2%,74.6,38.9%,50.0%,22.2%,100.0%,9.1%,0.0%,18.2%,72.7%,36.4%,36.4%,27.3%,15.4%
Ty France RHB,N/A,14,3.20,0,0,0.143,0.143,0.143,-,0.127,-,54.2%,57.1%,33.3%,91.5,-,-,-,50.0%,-,72.6,30.0%,20.0%,15.0%,83.3%,-,-,-,83.3%,16.7%,83.3%,-,14.3%
Jackson Merrill LHB,+880,14,4.20,0,0,0.167,0.286,0.250,0.083,0.247,14.3%,26.9%,21.4%,11.3%,84.5,-,-,11.1%,33.3%,55.6%,72.8,28.0%,16.0%,4.0%,96.2%,11.1%,0.0%,44.4%,22.2%,22.2%,33.3%,44.4%,14.3%
Freddy Fermin RHB,N/A,12,3.00,0,0,0.273,0.333,0.364,0.091,0.308,8.3%,20.0%,16.7%,8.9%,88.6,-,-,11.1%,22.2%,33.3%,70.1,-,30.4%,-,92.0%,11.1%,0.0%,33.3%,55.6%,44.4%,33.3%,22.2%,12.5%
Bryce Johnson SHB,N/A,9,2.80,0,0,-,0.111,-,-,0.072,11.1%,38.1%,44.4%,21.1%,77.0,-,-,-,-,-,68.4,5.6%,5.6%,-,90.0%,25.0%,0.0%,-,75.0%,-,75.0%,25.0%,28.6%
Rodolfo Durán RHB,+920,5,3.20,0,0,-,0.400,-,-,0.260,40.0%,25.0%,20.0%,10.3%,98.6,50.0%,-,-,50.0%,50.0%,74.6,40.0%,10.0%,10.0%,83.3%,100.0%,0.0%,-,-,-,50.0%,50.0%,33.3%
Sung-Mun Song LHB,N/A,4,2.20,0,0,-,-,-,-,-,-,20.0%,-,7.7%,83.9,-,-,25.0%,25.0%,-,70.8,20.0%,40.0%,20.0%,100.0%,-,-,-,75.0%,25.0%,50.0%,25.0%,25.0%
