Split,vsRHB
Range,L10
Dates,="8/11/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
10:10 PM,Blake Snell,vs,2.1,12,0.53,0.417,0.366,2.14,-,0.417,0,-,5,42.9%,25.0%,16.7%,25.0%,11.57,0,-,66.7%,4.2%,9,-,0,-,11.1%,-,11.1%
7:45 PM,Cristopher Sanchez,@,39.2,196,5.60,0.341,0.406,1.92,0.199,0.540,9,2.04,95,29.2%,19.9%,19.7%,14.2%,8.85,16,8.2%,59.7%,5.7%,137,45.3%,11,8.0%,16.8%,34.8%,16.1%
6:40 PM,Paul Skenes,@,19.0,86,3.26,0.312,0.371,1.58,0.169,0.481,3,1.42,37,34.1%,34.9%,24.2%,18.0%,14.21,6,7.0%,61.6%,6.6%,48,37.5%,4,8.3%,22.9%,27.3%,16.7%
7:40 PM,Bailey Ober,vs,17.1,74,3.27,0.296,0.332,1.38,0.155,0.451,2,1.04,32,28.9%,21.6%,24.6%,16.5%,8.31,3,4.1%,74.3%,11.7%,55,40.0%,5,9.1%,25.5%,14.3%,14.5%
9:40 PM,Tomoyuki Sugano,@,21.2,93,4.67,0.287,0.345,1.29,0.207,0.494,4,1.66,43,17.2%,16.1%,13.4%,7.9%,6.23,3,3.2%,61.3%,8.4%,74,44.6%,8,10.8%,29.7%,13.6%,23.0%
9:40 PM,Walker Buehler,vs,19.2,91,7.22,0.282,0.401,1.78,0.282,0.564,6,2.75,44,26.6%,19.8%,16.7%,11.6%,8.24,13,14.3%,63.7%,6.1%,60,46.7%,6,10.0%,28.3%,35.3%,13.3%
9:40 PM,Mason Barnett,vs,11.0,50,7.37,0.279,0.413,1.55,0.326,0.605,4,3.27,26,23.7%,26.0%,18.1%,10.5%,10.64,5,10.0%,62.0%,1.9%,29,51.7%,4,13.8%,34.5%,40.0%,10.3%
7:05 PM,Ryan Weathers,vs,36.2,159,3.29,0.273,0.320,1.39,0.119,0.392,3,0.74,56,27.1%,23.3%,17.4%,12.3%,9.08,12,7.5%,59.1%,6.9%,107,45.8%,5,4.7%,15.0%,18.8%,15.0%
6:45 PM,Shota Imanaga,@,39.1,162,3.05,0.269,0.288,1.22,0.096,0.365,4,0.92,57,27.3%,22.2%,15.5%,14.6%,8.24,6,3.7%,62.6%,5.6%,120,28.3%,7,5.8%,25.0%,6.7%,21.7%
9:40 PM,Nick Martinez,@,21.1,85,3.29,0.256,0.272,1.08,0.085,0.341,1,0.42,28,15.0%,10.6%,11.7%,7.7%,3.80,2,2.4%,58.8%,7.7%,73,30.1%,3,4.1%,21.9%,6.2%,23.3%
9:38 PM,Ryan Johnson,vs,19.1,84,7.39,0.254,0.378,1.34,0.282,0.535,6,2.79,38,26.2%,16.7%,13.1%,12.3%,6.52,8,9.5%,60.7%,6.4%,59,45.8%,7,11.9%,32.2%,31.6%,27.1%
7:40 PM,Brandon Young,@,24.2,98,2.94,0.253,0.289,1.09,0.147,0.400,3,1.09,38,27.4%,26.5%,21.1%,13.9%,9.49,3,3.1%,70.4%,7.1%,69,37.7%,5,7.2%,29.0%,15.0%,18.8%
7:40 PM,Nick Lodolo,@,40.2,177,4.90,0.252,0.327,1.35,0.146,0.397,6,1.33,60,21.1%,19.2%,17.1%,10.0%,7.52,17,9.6%,60.3%,6.1%,122,41.0%,9,7.4%,29.5%,16.7%,10.7%
7:07 PM,Patrick Sandoval,@,19.1,82,3.15,0.247,0.295,1.34,0.096,0.342,1,0.47,25,27.8%,22.0%,22.8%,14.0%,8.38,8,9.8%,59.8%,7.7%,56,33.9%,1,1.8%,17.9%,10.0%,12.5%
7:05 PM,Bryan Woo,@,23.0,92,2.32,0.244,0.269,1.00,0.122,0.367,2,0.78,33,26.3%,27.2%,22.5%,14.0%,9.78,1,1.1%,72.8%,8.5%,65,35.4%,5,7.7%,18.5%,16.7%,24.6%
7:40 PM,Sean Burke,vs,19.2,84,2.03,0.237,0.277,1.17,0.066,0.303,1,0.46,23,31.2%,34.5%,25.7%,16.0%,13.27,5,6.0%,60.7%,8.9%,47,29.8%,2,4.3%,27.7%,7.7%,25.5%
9:40 PM,Kyle Harrison,@,35.1,141,3.38,0.211,0.277,0.99,0.180,0.391,6,1.53,52,31.8%,32.6%,23.8%,15.3%,11.72,7,5.0%,62.4%,7.3%,87,44.8%,6,6.9%,35.6%,19.4%,12.6%
10:10 PM,Michael Wacha,@,28.0,109,5.21,0.208,0.292,0.96,0.218,0.426,6,1.93,43,19.5%,18.3%,16.0%,8.9%,6.43,6,5.5%,60.6%,8.7%,82,46.3%,7,8.5%,30.5%,20.0%,22.0%
6:40 PM,Eury Perez,vs,23.2,97,2.89,0.207,0.255,1.01,0.057,0.264,1,0.38,23,27.3%,24.7%,19.8%,14.2%,9.13,6,6.2%,69.1%,8.0%,63,42.9%,2,3.2%,25.4%,6.2%,15.9%
6:40 PM,Tanner Bibee,@,23.1,96,3.61,0.205,0.261,1.07,0.114,0.318,2,0.77,28,21.1%,19.8%,15.7%,9.2%,7.33,7,7.3%,72.9%,7.1%,69,34.8%,4,5.8%,26.1%,5.6%,11.6%
