Matchup,MIN @ ARI
Pitcher,Michael Soroka
Pitcher Team,ARI
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,81.0,329,0.229,0.278,0.356,0.127,1.07,6,0.67,5.2%,22.4%,23.7%,20.0%,11.1%,8.67,64.2%,6.5%,8.3%,33.8%,27.6%,9.5%,20.2%
vsLHB,46.0,199,0.269,0.324,0.418,0.148,1.30,4,0.78,5.5%,18.1%,20.6%,18.9%,8.6%,8.02,63.5%,6.7%,9.2%,33.1%,28.9%,9.8%,20.4%
vsRHB,34.2,130,0.169,0.208,0.266,0.097,0.78,2,0.52,4.6%,28.4%,28.5%,21.4%,14.8%,9.61,65.4%,6.1%,7.0%,34.9%,25.6%,9.1%,19.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Josh Bell SHB,,+625,32,21,3.80,2,3,0.381,0.381,0.714,0.333,0.472,-,18.9%,19.0%,10.8%,89.4,269.3,3,3,17.6%,11.8%,17.6%,52.9%,29.4%,72.6,33.3%,39.4%,21.2%,89.2%,5.9%,100.0%,29.4%,58.8%,35.3%,35.3%,29.4%,47.4%
Victor Caratini SHB,,+940,13,19,3.20,2,4,0.375,0.474,0.875,0.500,0.555,10.5%,13.3%,5.3%,5.2%,88.9,292.0,5,3,20.0%,20.0%,20.0%,33.3%,46.7%,70.1,12.5%,37.5%,20.8%,80.0%,33.3%,40.0%,20.0%,40.0%,53.3%,20.0%,26.7%,17.4%
Brooks Lee SHB,,+940,13,18,4.40,2,2,0.125,0.222,0.500,0.375,0.305,11.1%,10.7%,-,5.6%,90.1,262.2,5,3,12.5%,12.5%,31.2%,31.2%,43.8%,70.5,12.0%,36.0%,16.0%,96.2%,37.5%,16.7%,31.2%,25.0%,50.0%,12.5%,37.5%,50.0%
Kody Clemens LHB,,+450,35,16,4.40,2,2,0.188,0.188,0.562,0.375,0.318,-,30.8%,25.0%,12.7%,89.9,272.6,2,1,8.3%,8.3%,16.7%,25.0%,16.7%,71.4,8.0%,36.0%,4.0%,96.2%,25.0%,33.3%,16.7%,50.0%,58.3%,8.3%,33.3%,26.7%
Royce Lewis RHB,,+570,18,20,4.40,1,1,0.263,0.300,0.421,0.158,0.315,5.0%,20.0%,20.0%,10.4%,92.2,252.4,2,1,6.7%,6.7%,13.3%,46.7%,20.0%,76.9,74.4%,17.9%,10.3%,97.5%,26.7%,25.0%,20.0%,46.7%,40.0%,26.7%,33.3%,45.0%
Byron Buxton RHB,,+285,13,16,4.60,1,1,0.312,0.312,0.562,0.250,0.378,-,17.2%,12.5%,9.8%,91.2,290.8,5,2,7.1%,7.1%,14.3%,64.3%,28.6%,75.9,53.6%,35.7%,28.6%,96.6%,21.4%,0.0%,28.6%,42.9%,35.7%,57.1%,7.1%,60.0%
Trevor Larnach LHB,,+810,27,14,4.00,1,1,0.538,0.571,0.846,0.308,0.605,7.1%,13.8%,7.1%,6.1%,89.5,279.9,3,3,16.7%,8.3%,16.7%,50.0%,66.7%,72.1,27.6%,20.7%,10.3%,100.0%,41.7%,20.0%,33.3%,25.0%,25.0%,50.0%,25.0%,19.0%
Ryan Kreidler RHB,—,N/A,10,13,2.00,1,1,0.231,0.231,0.615,0.385,0.355,-,28.0%,30.8%,17.1%,88.4,278.1,2,1,11.1%,-,11.1%,33.3%,33.3%,74.4,50.0%,16.7%,12.5%,96.0%,22.2%,50.0%,22.2%,44.4%,33.3%,55.6%,11.1%,69.2%
Austin Martin RHB,—,N/A,8,17,3.60,0,0,0.214,0.353,0.286,0.071,0.294,17.6%,25.0%,23.5%,10.2%,90.1,214.1,0,0,-,-,10.0%,40.0%,20.0%,69.5,-,40.0%,15.0%,83.3%,10.0%,0.0%,10.0%,80.0%,50.0%,30.0%,20.0%,25.0%
Luke Keaschall RHB,,+1300,13,14,4.00,0,0,0.417,0.500,0.500,0.083,0.443,7.1%,4.8%,14.3%,1.8%,87.4,259.8,1,0,-,-,20.0%,20.0%,70.0%,69.3,5.3%,21.1%,-,100.0%,-,-,60.0%,40.0%,50.0%,20.0%,30.0%,27.8%
Tristan Gray LHB,,+820,25,12,3.00,0,0,0.333,0.333,0.417,0.083,0.328,-,24.0%,33.3%,11.5%,75.5,226.7,0,0,-,-,-,25.0%,37.5%,71.8,31.8%,13.6%,4.5%,88.0%,12.5%,0.0%,37.5%,37.5%,25.0%,25.0%,50.0%,35.7%
Alex Jackson RHB,—,N/A,8,12,3.20,0,0,0.250,0.250,0.333,0.083,0.254,-,28.0%,25.0%,15.2%,81.1,253.2,1,0,-,-,11.1%,33.3%,11.1%,72.5,21.7%,13.0%,4.3%,92.0%,22.2%,0.0%,11.1%,55.6%,33.3%,44.4%,22.2%,40.0%
