Matchup,ATH @ BOS
Pitcher,Payton Tolle
Pitcher Team,BOS
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,101.0,415,0.228,0.289,0.382,0.154,1.15,12,1.07,7.0%,27.0%,26.5%,24.1%,14.9%,9.80,64.1%,7.8%,7.0%,35.5%,28.6%,14.1%,18.7%
vsLHB,30.2,128,0.254,0.301,0.426,0.172,1.17,5,1.47,3.9%,27.6%,18.8%,22.2%,14.5%,7.04,62.5%,8.0%,5.1%,32.7%,22.4%,22.7%,13.3%
vsRHB,69.1,287,0.215,0.284,0.362,0.146,1.15,7,0.91,8.4%,26.8%,30.0%,24.7%,15.1%,11.16,64.8%,7.7%,8.0%,37.1%,32.0%,10.7%,21.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brian Serven RHB,—,N/A,4,2.60,5,2,2,99.0,361.3,2,2,40.0%,20.0%,20.0%,80.0%,40.0%,73.0,-,66.7%,66.7%,85.7%,60.0%,40.0%,100.0%,20.0%,40.0%,20.0%,60.0%,20.0%,0.0%
Jonah Heim SHB,,+573,33,4.20,5,1,1,93.7,274.1,2,1,20.0%,-,-,60.0%,60.0%,73.8,33.3%,50.0%,33.3%,100.0%,60.0%,40.0%,50.0%,20.0%,20.0%,20.0%,60.0%,20.0%,33.3%
Donovan Walton LHB,—,N/A,2,2.00,5,1,1,65.8,239.9,1,1,-,-,20.0%,20.0%,20.0%,66.3,-,33.3%,-,75.0%,40.0%,40.0%,50.0%,-,20.0%,40.0%,-,60.0%,25.0%
Henry Bolte RHB,,+725,31,4.00,5,0,0,85.2,330.0,2,1,40.0%,-,-,60.0%,60.0%,78.9,100.0%,60.0%,60.0%,83.3%,60.0%,20.0%,0.0%,40.0%,20.0%,20.0%,40.0%,40.0%,100.0%
Tommy White RHB,—,N/A,7,4.00,5,0,0,83.0,266.2,0,0,-,-,-,40.0%,20.0%,70.6,20.0%,60.0%,40.0%,83.3%,40.0%,20.0%,0.0%,20.0%,60.0%,20.0%,20.0%,60.0%,50.0%
Carlos Cortes LHB,—,N/A,8,2.20,5,0,0,77.3,180.8,0,0,-,-,-,20.0%,20.0%,69.5,14.3%,14.3%,-,100.0%,20.0%,-,-,20.0%,60.0%,40.0%,20.0%,40.0%,25.0%
Jeff McNeil LHB,—,N/A,8,3.40,5,0,0,82.2,293.1,0,0,-,-,-,20.0%,40.0%,70.8,-,33.3%,16.7%,100.0%,20.0%,-,-,20.0%,80.0%,40.0%,20.0%,40.0%,80.0%
Lawrence Butler LHB,,+750,18,4.20,5,0,0,81.5,224.2,0,0,-,-,-,20.0%,20.0%,73.7,33.3%,33.3%,16.7%,85.7%,20.0%,-,-,20.0%,80.0%,60.0%,20.0%,20.0%,40.0%
Alika Williams RHB,,+1080,9,3.20,5,0,1,99.1,381.4,2,2,20.0%,-,-,80.0%,20.0%,71.1,-,83.3%,33.3%,100.0%,40.0%,40.0%,0.0%,-,60.0%,20.0%,80.0%,-,50.0%
Tyler Soderstrom LHB,,+559,16,4.20,5,0,0,101.6,391.5,1,1,20.0%,-,-,100.0%,20.0%,72.7,16.7%,66.7%,33.3%,100.0%,20.0%,20.0%,0.0%,-,80.0%,20.0%,40.0%,40.0%,33.3%
Max Muncy RHB,,+600,23,2.00,5,0,0,83.9,176.1,0,0,-,-,-,20.0%,20.0%,75.2,62.5%,37.5%,-,100.0%,40.0%,20.0%,0.0%,20.0%,40.0%,40.0%,20.0%,40.0%,-
Jacob Wilson RHB,,+1220,3,4.20,5,0,0,79.5,142.4,0,0,-,-,20.0%,20.0%,-,63.2,-,75.0%,25.0%,80.0%,20.0%,-,-,20.0%,80.0%,40.0%,20.0%,40.0%,50.0%
Jonathan Ornelas RHB,—,N/A,-,2.25,3,0,0,73.1,35.4,0,0,-,-,33.3%,33.3%,-,68.3,-,33.3%,33.3%,100.0%,-,-,-,-,33.3%,33.3%,33.3%,33.3%,100.0%
