Matchup,ATH @ CHC
Pitcher,Colin Rea
Pitcher Team,CHC
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.1,257,0.262,0.323,0.412,0.150,1.37,9,1.37,7.8%,22.0%,19.1%,15.5%,10.3%,7.43,61.3%,7.2%,11.9%,43.8%,27.0%,14.0%,14.6%
vsLHB,33.2,158,0.305,0.356,0.440,0.135,1.72,4,1.07,9.5%,23.7%,19.6%,14.8%,11.1%,8.29,65.8%,7.1%,9.0%,44.1%,19.8%,18.2%,12.6%
vsRHB,24.1,99,0.196,0.270,0.370,0.174,0.95,5,1.85,5.1%,19.1%,18.2%,17.0%,8.9%,6.66,54.1%,7.3%,16.2%,43.2%,37.8%,10.7%,17.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Shea Langeliers RHB,+320,20,4.00,1,1,0.111,0.200,0.333,0.222,0.237,5.0%,25.0%,10.0%,14.1%,87.6,12.5%,-,31.2%,37.5%,31.2%,74.6,47.5%,20.0%,10.0%,90.9%,18.8%,33.3%,12.5%,31.2%,43.8%,31.2%,25.0%,46.2%
Brent Rooker RHB,+495,32,4.20,0,0,0.207,0.281,0.241,0.034,0.244,3.1%,35.9%,31.2%,19.5%,83.0,-,-,-,15.8%,15.8%,73.5,36.2%,12.1%,3.4%,90.6%,47.4%,0.0%,5.3%,47.4%,15.8%,52.6%,31.6%,39.3%
Darell Hernaiz RHB,+1340,29,3.60,0,0,0.240,0.345,0.320,0.080,0.302,10.3%,22.7%,17.2%,10.5%,87.1,-,-,5.0%,30.0%,30.0%,66.8,-,33.3%,9.5%,95.5%,25.0%,0.0%,30.0%,45.0%,25.0%,55.0%,20.0%,32.1%
Zack Gelof RHB,+720,22,4.00,0,0,0.318,0.318,0.364,0.045,0.300,-,31.0%,40.9%,12.4%,84.9,-,-,7.7%,23.1%,23.1%,73.2,30.6%,13.9%,5.6%,85.7%,15.4%,0.0%,15.4%,61.5%,30.8%,46.2%,23.1%,14.8%
Henry Bolte RHB,+850,21,3.60,0,0,0.278,0.381,0.333,0.056,0.323,14.3%,33.3%,23.8%,18.4%,86.6,-,-,7.7%,46.2%,23.1%,76.4,67.6%,23.5%,17.6%,82.9%,23.1%,0.0%,15.4%,61.5%,46.2%,23.1%,30.8%,68.2%
Jeff McNeil LHB,+1200,19,3.80,0,0,0.056,0.105,0.056,-,0.081,5.3%,19.1%,26.3%,13.4%,84.3,-,-,7.7%,23.1%,15.4%,66.2,-,21.4%,2.4%,91.3%,7.7%,0.0%,7.7%,76.9%,53.8%,23.1%,23.1%,57.1%
Nick Kurtz LHB,+340,19,4.20,0,1,0.188,0.316,0.312,0.125,0.283,15.8%,48.4%,52.6%,21.7%,99.7,33.3%,16.7%,16.7%,83.3%,50.0%,77.9,72.4%,17.2%,17.2%,93.5%,33.3%,0.0%,33.3%,33.3%,50.0%,50.0%,-,25.0%
Jonah Heim SHB,N/A,18,4.60,0,0,0.200,0.333,0.200,-,0.256,16.7%,19.2%,11.1%,7.7%,85.4,-,-,-,15.4%,38.5%,69.7,4.2%,37.5%,4.2%,92.3%,38.5%,0.0%,23.1%,38.5%,23.1%,53.8%,23.1%,35.3%
Lawrence Butler LHB,N/A,18,3.00,0,0,0.059,0.111,0.059,-,0.086,5.6%,30.3%,27.8%,14.7%,90.8,-,-,8.3%,50.0%,16.7%,73.4,27.6%,24.1%,10.3%,90.6%,8.3%,0.0%,16.7%,66.7%,33.3%,33.3%,33.3%,14.3%
Carlos Cortes LHB,+750,14,3.20,0,1,0.200,0.429,0.300,0.100,0.340,28.6%,11.5%,7.1%,4.1%,81.8,11.1%,-,-,22.2%,33.3%,69.7,9.5%,19.0%,4.8%,87.5%,33.3%,0.0%,11.1%,33.3%,11.1%,55.6%,33.3%,12.5%
Tyler Soderstrom LHB,+598,12,3.80,0,1,0.375,0.583,0.750,0.375,0.531,33.3%,18.2%,8.3%,8.5%,84.5,14.3%,-,-,28.6%,42.9%,73.5,35.0%,10.0%,10.0%,90.9%,57.1%,0.0%,14.3%,28.6%,14.3%,57.1%,28.6%,50.0%
Alika Williams RHB,N/A,5,2.00,0,0,-,-,-,-,-,-,33.3%,60.0%,11.8%,79.4,-,-,-,-,50.0%,67.1,-,16.7%,-,100.0%,-,-,50.0%,-,-,50.0%,50.0%,20.0%
Colby Thomas RHB,N/A,5,2.20,0,0,0.200,0.200,0.200,-,0.178,-,18.2%,20.0%,15.4%,78.2,-,-,-,-,25.0%,74.5,33.3%,-,-,90.0%,-,-,25.0%,75.0%,25.0%,75.0%,-,80.0%
