Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Victor Mesa Jr.,LHB,TB,Max Scherzer,R,40.5,47.5,35.8,52.7,44.6
Seiya Suzuki,RHB,CHC,Sean Newcomb,L,37.6,35.7,29,67.5,41.8
Corey Seager,LHB,TEX,Cade Cavalli,R,39.1,57.1,21.2,44.3,41.3
Yainer Diaz,RHB,HOU,Walbert Urena,R,35.4,28.6,53.1,44,40.5
Willson Contreras,RHB,BOS,Brandon Pfaadt,R,43.1,38.1,32.7,51.4,40.3
Trevor Larnach,LHB,MIN,AJ Smith-Shawver,R,72.2,28.9,38.1,41.1,39
Yordan Alvarez,LHB,HOU,Walbert Urena,R,34.2,43.9,28.7,41.7,37.8
Shohei Ohtani,LHB,LAD,Kyle Freeland,L,53.5,29.7,30.4,44.5,36
Max Muncy,LHB,LAD,Kyle Freeland,L,50.4,37.2,20.5,45.5,35.6
Gabriel Moreno,RHB,ARI,Payton Tolle,L,14.3,35.6,35.6,44.1,35.6
Bryce Harper,LHB,PHI,Sandy Alcantara,R,29.1,35.6,35.8,37.4,35.5
Victor Caratini,SHB,MIN,AJ Smith-Shawver,R,76.5,29.8,35.5,26.5,35.4
Oneil Cruz,LHB,PIT,Jackson Jobe,R,39.5,43.1,23.2,37.1,35.3
Ryan Kreidler,RHB,MIN,AJ Smith-Shawver,R,21.5,47.8,8.7,52.2,34.5
Kyle Schwarber,LHB,PHI,Sandy Alcantara,R,29.1,36.7,29.1,39.5,34.4
Jesus Sanchez,LHB,TOR,Drew Rasmussen,R,28.5,44.7,20.7,38.4,34.3
Pete Alonso,RHB,BAL,Will Warren,R,28.9,24.9,37.6,42.3,33.5
Carson Kelly,RHB,CHC,Sean Newcomb,L,31.3,24.4,18,62.8,32.8
Freddy Fermin,RHB,SD,Robert Stock,R,53.8,21.9,16.3,58.7,32.6
Teoscar Hernandez,RHB,LAD,Kyle Freeland,L,27.3,30,19.9,52.9,32.4
Elly De La Cruz,SHB,CIN,Matthew Liberatore,L,32.6,17.9,41.1,41.8,32.3
