Matchup,ATL @ CIN
Pitcher,Brady Singer
Pitcher Team,CIN
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,46.0,216,0.330,0.411,0.600,0.270,1.70,14,2.74,5.6%,22.3%,15.7%,16.0%,10.1%,6.65,56.2%,6.7%,12.6%,44.3%,26.9%,28.9%,22.2%
vsLHB,26.1,133,0.382,0.462,0.675,0.293,2.05,10,3.42,5.3%,22.7%,19.5%,19.0%,10.4%,8.89,50.0%,5.3%,14.3%,48.0%,29.6%,34.5%,25.5%
vsRHB,19.1,83,0.247,0.331,0.481,0.234,1.24,4,1.86,6.0%,21.5%,9.6%,10.7%,9.6%,3.72,66.3%,9.2%,10.1%,39.1%,23.2%,18.8%,17.4%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Eli White RHB,N/A,15,2.20,1,1,0.267,0.267,0.467,0.200,0.318,-,20.8%,20.0%,10.6%,86.8,16.7%,8.3%,16.7%,50.0%,41.7%,74.4,61.9%,33.3%,23.8%,91.3%,8.3%,100.0%,25.0%,58.3%,41.7%,41.7%,16.7%,31.2%
Ozzie Albies SHB,+440,13,4.60,1,1,0.462,0.462,0.692,0.231,0.504,-,12.0%,7.7%,6.1%,87.9,8.3%,-,33.3%,25.0%,58.3%,68.8,5.0%,30.0%,10.0%,83.3%,33.3%,25.0%,41.7%,16.7%,41.7%,33.3%,16.7%,21.4%
Austin Riley RHB,+449,12,4.40,1,1,0.300,0.417,0.600,0.300,0.437,8.3%,11.1%,16.7%,4.3%,94.1,12.5%,-,12.5%,37.5%,37.5%,76.5,56.2%,25.0%,12.5%,94.1%,25.0%,50.0%,37.5%,25.0%,25.0%,37.5%,37.5%,21.4%
Ronald Acuna Jr. RHB,+310,11,4.80,1,2,0.364,0.364,0.727,0.364,0.468,-,20.8%,-,10.6%,89.5,18.2%,18.2%,18.2%,54.5%,27.3%,76.9,77.3%,27.3%,18.2%,95.7%,36.4%,25.0%,9.1%,54.5%,27.3%,45.5%,27.3%,58.3%
Mike Yastrzemski LHB,+490,8,2.00,1,1,0.500,0.500,1.000,0.500,0.644,-,35.7%,25.0%,15.6%,95.2,16.7%,16.7%,50.0%,66.7%,33.3%,73.0,23.1%,38.5%,23.1%,92.9%,33.3%,50.0%,50.0%,16.7%,66.7%,-,33.3%,14.3%
Mauricio Dubon RHB,+810,18,4.20,0,0,0.278,0.278,0.278,-,0.247,-,18.8%,16.7%,10.2%,82.4,-,-,6.7%,6.7%,26.7%,68.0,-,29.6%,-,84.4%,33.3%,0.0%,20.0%,46.7%,20.0%,46.7%,33.3%,52.9%
Ha-Seong Kim RHB,N/A,15,4.20,0,1,0.133,0.133,0.133,-,0.119,-,29.6%,26.7%,15.4%,82.7,9.1%,-,9.1%,27.3%,27.3%,71.4,16.7%,16.7%,8.3%,88.9%,9.1%,0.0%,18.2%,45.5%,27.3%,45.5%,18.2%,27.3%
Jorge Mateo RHB,N/A,13,3.00,0,0,0.308,0.308,0.385,0.077,0.303,-,19.2%,7.7%,11.1%,78.9,-,-,8.3%,16.7%,33.3%,74.5,43.5%,13.0%,8.7%,88.5%,33.3%,0.0%,16.7%,50.0%,33.3%,58.3%,8.3%,41.7%
Matt Olson LHB,+327,11,4.60,0,0,0.100,0.182,0.100,-,0.140,9.1%,20.0%,36.4%,8.8%,94.8,16.7%,-,-,66.7%,16.7%,77.2,75.0%,33.3%,25.0%,80.0%,33.3%,0.0%,-,66.7%,16.7%,33.3%,50.0%,33.3%
Chadwick Tromp RHB,N/A,9,2.20,0,0,-,-,-,-,-,-,23.5%,33.3%,11.1%,78.3,-,-,16.7%,16.7%,33.3%,71.3,21.4%,21.4%,7.1%,87.5%,16.7%,0.0%,33.3%,33.3%,33.3%,66.7%,-,10.0%
Dominic Smith LHB,+530,9,3.60,0,0,0.444,0.444,0.444,-,0.396,-,19.0%,-,10.3%,89.6,-,-,11.1%,44.4%,44.4%,68.1,-,30.0%,10.0%,95.2%,11.1%,0.0%,55.6%,33.3%,11.1%,55.6%,33.3%,45.5%
Michael Harris II LHB,+415,7,4.40,0,0,0.286,0.286,0.286,-,0.254,-,20.0%,14.3%,12.0%,88.7,-,-,-,66.7%,33.3%,74.2,53.8%,30.8%,23.1%,86.7%,16.7%,0.0%,33.3%,33.3%,16.7%,50.0%,33.3%,50.0%
Sandy León SHB,+930,1,2.20,0,0,-,-,-,-,-,-,50.0%,-,16.7%,69.3,-,-,-,-,-,71.6,-,-,-,100.0%,-,-,-,100.0%,100.0%,-,-,25.0%
