Matchup,KC @ TEX
Pitcher,Stephen Kolek
Pitcher Team,KC
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,26.0,98,0.185,0.237,0.304,0.120,0.85,3,1.04,5.1%,15.7%,14.3%,15.1%,7.4%,4.85,62.6%,6.0%,5.1%,37.2%,23.1%,11.1%,14.1%
vsLHB,18.2,69,0.182,0.210,0.258,0.076,0.80,1,0.48,4.3%,14.7%,18.8%,18.3%,7.3%,6.27,63.8%,4.6%,3.8%,34.0%,22.6%,8.3%,11.3%
vsRHB,7.1,29,0.192,0.302,0.423,0.231,0.95,2,2.45,6.9%,18.6%,3.4%,4.5%,7.5%,1.23,60.0%,9.4%,8.0%,44.0%,24.0%,16.7%,20.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joc Pederson LHB,+440,22,3.20,2,2,0.350,0.409,0.750,0.400,0.487,9.1%,11.4%,4.5%,5.4%,88.7,10.5%,10.5%,26.3%,36.8%,31.6%,71.2,9.1%,30.3%,15.2%,97.1%,15.8%,66.7%,31.6%,36.8%,52.6%,21.1%,26.3%,22.2%
Kyle Higashioka RHB,N/A,27,3.40,1,1,0.160,0.222,0.280,0.120,0.227,3.7%,28.3%,29.6%,12.3%,84.7,5.9%,-,11.8%,29.4%,29.4%,70.2,7.7%,28.2%,7.7%,84.8%,17.6%,33.3%,17.6%,64.7%,52.9%,41.2%,5.9%,25.8%
Jake Burger RHB,+500,26,3.40,1,2,0.304,0.385,0.522,0.217,0.390,11.5%,44.4%,23.1%,22.7%,93.0,5.9%,-,29.4%,58.8%,29.4%,75.5,59.5%,26.2%,19.0%,93.3%,23.5%,25.0%,17.6%,47.1%,35.3%,35.3%,29.4%,39.3%
Evan Carter LHB,+660,24,3.60,1,1,0.217,0.250,0.522,0.304,0.324,4.2%,27.5%,33.3%,12.1%,90.3,6.7%,-,6.7%,53.3%,13.3%,72.1,33.3%,22.2%,11.1%,90.0%,20.0%,33.3%,13.3%,60.0%,46.7%,40.0%,13.3%,29.2%
Brandon Nimmo LHB,+431,19,4.00,1,3,0.278,0.316,0.500,0.222,0.352,5.3%,21.2%,15.8%,8.4%,91.0,20.0%,-,26.7%,46.7%,53.3%,73.2,35.7%,32.1%,17.9%,84.8%,53.3%,12.5%,33.3%,13.3%,40.0%,46.7%,13.3%,23.8%
Danny Jansen RHB,+700,29,3.20,0,1,0.125,0.276,0.167,0.042,0.222,10.3%,19.0%,13.8%,8.8%,86.6,5.0%,-,35.0%,25.0%,20.0%,70.4,5.6%,36.1%,2.8%,92.3%,35.0%,0.0%,20.0%,30.0%,65.0%,30.0%,5.0%,32.1%
Josh Jung RHB,+680,29,3.80,0,2,0.192,0.276,0.231,0.038,0.234,10.3%,13.3%,13.8%,5.9%,89.5,9.1%,4.5%,27.3%,50.0%,40.9%,70.3,4.9%,34.1%,19.5%,93.2%,18.2%,0.0%,36.4%,36.4%,45.5%,36.4%,18.2%,34.5%
Ezequiel Duran RHB,+740,25,3.20,0,2,0.348,0.360,0.478,0.130,0.356,4.0%,28.3%,24.0%,15.9%,93.0,11.1%,-,5.6%,50.0%,50.0%,72.4,27.8%,25.9%,13.0%,90.0%,11.1%,0.0%,33.3%,44.4%,27.8%,44.4%,22.2%,39.3%
Alejandro Osuna LHB,+1000,24,3.00,0,2,0.300,0.417,0.350,0.050,0.349,12.5%,5.7%,-,2.5%,89.9,-,-,10.0%,40.0%,25.0%,72.9,38.2%,38.2%,11.8%,97.1%,10.0%,0.0%,25.0%,60.0%,35.0%,30.0%,35.0%,26.1%
Justin Foscue RHB,N/A,23,2.80,0,3,0.200,0.261,0.250,0.050,0.231,4.3%,21.6%,26.1%,8.6%,86.0,6.7%,6.7%,13.3%,40.0%,33.3%,70.6,6.5%,29.0%,6.5%,86.1%,40.0%,0.0%,20.0%,40.0%,33.3%,46.7%,20.0%,19.4%
Nicky Lopez LHB,+1500,7,2.40,0,1,-,-,-,-,-,-,16.7%,14.3%,8.0%,88.0,-,-,50.0%,33.3%,33.3%,68.7,-,45.5%,9.1%,100.0%,33.3%,0.0%,16.7%,33.3%,66.7%,16.7%,16.7%,50.0%
Michael Helman RHB,N/A,6,3.00,0,0,-,-,-,-,-,-,15.4%,16.7%,7.4%,68.0,-,-,-,-,-,70.2,-,7.7%,-,100.0%,20.0%,0.0%,20.0%,40.0%,20.0%,60.0%,20.0%,14.3%
Sam Haggerty SHB,N/A,4,1.80,0,0,-,-,-,-,-,-,18.2%,25.0%,10.0%,74.8,-,-,-,-,33.3%,71.5,9.1%,-,-,100.0%,33.3%,0.0%,-,66.7%,33.3%,66.7%,-,71.4%
