Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Liam Hicks","MIA","Michael Lorenzen","COL","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","0.667","0"
"Cedric Mullins","TB","Stephen Kolek","KC","1","1.000","1.00","1.00","2.00","0","1","0","0","1","2","2","0.0","1.000","0"
"Manny Machado","SD","Roki Sasaki","LAD","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Henry Davis","PIT","Alan Rangel","PHI","2","1.000","1.00","2.00","3.00","0","1","0","1","2","2","6","0.0","1.000","0"
"Josh Lowe","LAA","Bryce Miller","SEA","7","0.714","0.80","0.71","1.43","2","2","0","1","3","2","10","14.3","0.714","0"
"Alec Bohm","PHI","Jared Jones","PIT","3","0.667","1.00","1.00","1.67","1","0","0","1","1","1","5","33.3","0.667","0"
"Freddie Freeman","LAD","Randy Vasquez","SD","9","0.556","0.56","0.33","0.89","2","3","0","0","3","0","8","0.0","0.600","1"
"Chase Meidroth","CWS","Slade Cecconi","CLE","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Colson Montgomery","CWS","Slade Cecconi","CLE","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.750","2"
"Dalton Rushing","LAD","Randy Vasquez","SD","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Owen Caissie","MIA","Michael Lorenzen","COL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Miguel Vargas","CWS","Slade Cecconi","CLE","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Jake Rogers","DET","Nathan Eovaldi","TEX","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Ty France","SD","Roki Sasaki","LAD","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.667","0"
"Austin Hedges","CLE","Davis Martin","CWS","4","0.500","0.33","0.75","1.25","1","0","0","1","1","1","5","0.0","0.600","1"
"Mike Yastrzemski","ATL","Dustin May","STL","14","0.500","0.54","0.14","0.64","5","2","0","0","2","0","9","7.1","0.563","2"
"Andy Pages","LAD","Randy Vasquez","SD","10","0.400","0.29","0.60","1.00","2","0","0","2","2","2","10","10.0","0.400","0"
"Brandon Marsh","PHI","Jared Jones","PIT","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","66.7","0.333","0"
"Fernando Tatis Jr.","SD","Roki Sasaki","LAD","3","0.333","1.00","0.33","0.67","0","1","0","0","1","0","2","66.7","0.333","0"
"Dominic Smith","ATL","Dustin May","STL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.600","2"
"Riley Greene","DET","Nathan Eovaldi","TEX","9","0.333","0.50","0.22","0.56","1","2","0","0","2","0","5","33.3","0.333","0"
"Kyle Tucker","LAD","Randy Vasquez","SD","9","0.333","0.25","0.33","0.67","2","0","0","1","1","2","6","0.0","0.455","2"
"Elias Diaz","TEX","Framber Valdez","DET","9","0.333","0.43","0.11","0.44","2","1","0","0","1","0","4","22.2","0.400","1"
"Kyle Manzardo","CLE","Davis Martin","CWS","7","0.286","0.20","0.43","0.71","1","0","0","1","1","1","5","14.3","0.286","0"
"Austin Riley","ATL","Dustin May","STL","7","0.286","0.00","0.86","1.14","0","0","0","2","2","4","8","42.9","0.286","0"
"Tommy Edman","LAD","Randy Vasquez","SD","4","0.250","0.25","0.50","0.75","0","0","1","0","1","1","3","0.0","0.250","0"
"Joey Bart","ATL","Dustin May","STL","4","0.250","0.50","0.25","0.50","0","1","0","0","1","0","2","50.0","0.250","0"
"Jake Burger","TEX","Framber Valdez","DET","17","0.235","0.30","0.18","0.41","3","0","0","1","1","3","7","35.3","0.278","1"
"Brandon Nimmo","TEX","Framber Valdez","DET","13","0.231","0.33","0.08","0.31","2","1","0","0","1","1","4","30.8","0.231","0"
"Josh Jung","TEX","Framber Valdez","DET","18","0.222","0.40","0.06","0.28","3","1","0","0","1","2","5","44.4","0.222","0"
"Shohei Ohtani","LAD","Randy Vasquez","SD","10","0.200","0.17","0.30","0.50","1","0","0","1","1","2","5","30.0","0.333","1"
"Ha-Seong Kim","ATL","Dustin May","STL","11","0.182","0.25","0.09","0.27","1","1","0","0","1","2","3","27.3","0.182","0"
"Max Muncy","LAD","Randy Vasquez","SD","6","0.167","0.14","0.17","0.33","0","1","0","0","1","1","2","0.0","0.250","1"
"Ezequiel Duran","TEX","Framber Valdez","DET","27","0.148","0.20","0.15","0.30","2","1","0","1","2","3","8","40.7","0.179","1"
